Start date;End date;Wind onshore [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Solar [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hydro Run-of-River [MWh] Calculated resolutions;Hydro water reservoir [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Fossil hard coal [MWh] Calculated resolutions;Fossil oil [MWh] Calculated resolutions;Biomass [MWh] Calculated resolutions;Waste [MWh] Calculated resolutions
Jan 1, 2024 12:00 AM;Jan 1, 2024 1:00 AM;14399.0;578.0;225.0;40387.0;4822.0;1481.0;0.0;1810.0;15.0;162.0;343.0;87.0
Jan 1, 2024 1:00 AM;Jan 1, 2024 2:00 AM;14157.0;577.0;0.0;37528.0;4767.0;1282.0;0.0;1840.0;16.0;191.0;343.0;83.0
Jan 1, 2024 2:00 AM;Jan 1, 2024 3:00 AM;13789.0;578.0;0.0;37320.0;4918.0;1005.0;0.0;1787.0;16.0;190.0;343.0;87.0
Jan 1, 2024 3:00 AM;Jan 1, 2024 4:00 AM;12816.0;577.0;0.0;36954.0;4876.0;936.0;0.0;1778.0;15.0;190.0;343.0;87.0
Jan 1, 2024 4:00 AM;Jan 1, 2024 5:00 AM;8031.0;576.0;0.0;36906.0;4863.0;798.0;0.0;1765.0;15.0;191.0;343.0;88.0
Jan 1, 2024 5:00 AM;Jan 1, 2024 6:00 AM;7678.0;570.0;0.0;36344.0;4869.0;731.0;0.0;1779.0;15.0;191.0;343.0;93.0
Jan 1, 2024 6:00 AM;Jan 1, 2024 7:00 AM;7520.0;567.0;0.0;36148.0;4797.0;734.0;0.0;1766.0;15.0;190.0;342.0;91.0
Jan 1, 2024 7:00 AM;Jan 1, 2024 8:00 AM;7142.0;556.0;0.0;36740.0;4655.0;760.0;0.0;1769.0;15.0;190.0;343.0;93.0
Jan 1, 2024 8:00 AM;Jan 1, 2024 9:00 AM;6942.0;565.0;246.0;36510.0;4682.0;1058.0;0.0;1881.0;15.0;190.0;343.0;93.0
Jan 1, 2024 9:00 AM;Jan 1, 2024 10:00 AM;10361.0;542.0;318.0;35080.0;4811.0;750.0;0.0;1877.0;16.0;190.0;344.0;94.0
Jan 1, 2024 10:00 AM;Jan 1, 2024 11:00 AM;10525.0;410.0;933.0;35665.0;4859.0;766.0;0.0;1894.0;16.0;190.0;343.0;94.0
Jan 1, 2024 11:00 AM;Jan 1, 2024 12:00 PM;9949.0;465.0;2454.0;36702.0;4828.0;848.0;0.0;1896.0;16.0;190.0;343.0;96.0
Jan 1, 2024 12:00 PM;Jan 1, 2024 1:00 PM;9505.0;545.0;4021.0;36729.0;4812.0;854.0;0.0;1894.0;16.0;191.0;343.0;95.0
Jan 1, 2024 1:00 PM;Jan 1, 2024 2:00 PM;9492.0;558.0;4883.0;37065.0;4755.0;850.0;0.0;1914.0;16.0;191.0;343.0;93.0
Jan 1, 2024 2:00 PM;Jan 1, 2024 3:00 PM;9209.0;550.0;4926.0;36874.0;4882.0;930.0;0.0;1898.0;16.0;191.0;342.0;93.0
Jan 1, 2024 3:00 PM;Jan 1, 2024 4:00 PM;8667.0;551.0;4188.0;37189.0;5009.0;1169.0;0.0;1867.0;16.0;191.0;342.0;92.0
Jan 1, 2024 4:00 PM;Jan 1, 2024 5:00 PM;8035.0;571.0;2703.0;38429.0;5224.0;1731.0;36.0;1870.0;16.0;191.0;343.0;93.0
Jan 1, 2024 5:00 PM;Jan 1, 2024 6:00 PM;8125.0;574.0;971.0;41068.0;5346.0;2611.0;1176.0;1870.0;16.0;191.0;343.0;95.0
Jan 1, 2024 6:00 PM;Jan 1, 2024 7:00 PM;9316.0;569.0;257.0;43655.0;5458.0;2559.0;2073.0;1884.0;16.0;190.0;343.0;96.0
Jan 1, 2024 7:00 PM;Jan 1, 2024 8:00 PM;11235.0;570.0;0.0;44280.0;5719.0;2581.0;2597.0;1888.0;15.0;191.0;343.0;96.0
Jan 1, 2024 8:00 PM;Jan 1, 2024 9:00 PM;12970.0;568.0;0.0;44019.0;5724.0;2314.0;2710.0;1884.0;16.0;191.0;342.0;94.0
Jan 1, 2024 9:00 PM;Jan 1, 2024 10:00 PM;14329.0;568.0;0.0;43293.0;5452.0;2008.0;2222.0;1910.0;16.0;190.0;342.0;98.0
Jan 1, 2024 10:00 PM;Jan 1, 2024 11:00 PM;15231.0;566.0;0.0;42694.0;5243.0;1627.0;811.0;1900.0;16.0;190.0;342.0;97.0
Jan 1, 2024 11:00 PM;Jan 2, 2024 12:00 AM;15469.0;565.0;0.0;42717.0;5217.0;1692.0;892.0;1885.0;15.0;190.0;343.0;93.0
Jan 2, 2024 12:00 AM;Jan 2, 2024 1:00 AM;15712.0;568.0;0.0;41802.0;5169.0;1550.0;0.0;1916.0;15.0;190.0;341.0;89.0
Jan 2, 2024 1:00 AM;Jan 2, 2024 2:00 AM;15931.0;568.0;0.0;41061.0;4990.0;1671.0;0.0;1999.0;15.0;190.0;342.0;92.0
Jan 2, 2024 2:00 AM;Jan 2, 2024 3:00 AM;16148.0;568.0;0.0;41321.0;5008.0;1723.0;0.0;1964.0;15.0;191.0;343.0;91.0
Jan 2, 2024 3:00 AM;Jan 2, 2024 4:00 AM;16062.0;568.0;0.0;39933.0;4923.0;988.0;0.0;1977.0;15.0;190.0;343.0;94.0
Jan 2, 2024 4:00 AM;Jan 2, 2024 5:00 AM;15999.0;565.0;0.0;37751.0;4874.0;1032.0;0.0;1986.0;16.0;190.0;342.0;96.0
Jan 2, 2024 5:00 AM;Jan 2, 2024 6:00 AM;15937.0;568.0;0.0;37508.0;4820.0;938.0;0.0;1995.0;16.0;191.0;343.0;96.0
Jan 2, 2024 6:00 AM;Jan 2, 2024 7:00 AM;15869.0;568.0;0.0;38121.0;4791.0;1114.0;0.0;2004.0;16.0;191.0;343.0;96.0
Jan 2, 2024 7:00 AM;Jan 2, 2024 8:00 AM;15714.0;568.0;0.0;42400.0;4940.0;1576.0;0.0;2012.0;15.0;191.0;342.0;93.0
Jan 2, 2024 8:00 AM;Jan 2, 2024 9:00 AM;15713.0;564.0;232.0;44249.0;5289.0;2027.0;0.0;2025.0;15.0;191.0;342.0;93.0
Jan 2, 2024 9:00 AM;Jan 2, 2024 10:00 AM;15712.0;568.0;281.0;44449.0;5748.0;2333.0;924.0;2020.0;15.0;190.0;341.0;92.0
Jan 2, 2024 10:00 AM;Jan 2, 2024 11:00 AM;15932.0;568.0;611.0;44788.0;5916.0;2356.0;1840.0;2039.0;16.0;191.0;342.0;91.0
Jan 2, 2024 11:00 AM;Jan 2, 2024 12:00 PM;16293.0;568.0;1346.0;45383.0;5855.0;2294.0;1826.0;2010.0;15.0;191.0;342.0;89.0
Jan 2, 2024 12:00 PM;Jan 2, 2024 1:00 PM;16462.0;568.0;1971.0;45568.0;5877.0;2260.0;2262.0;2000.0;16.0;191.0;342.0;91.0
Jan 2, 2024 1:00 PM;Jan 2, 2024 2:00 PM;16553.0;560.0;2175.0;45557.0;5760.0;2226.0;2258.0;2022.0;16.0;191.0;343.0;91.0
Jan 2, 2024 2:00 PM;Jan 2, 2024 3:00 PM;16784.0;562.0;2242.0;45621.0;5704.0;2677.0;1989.0;1993.0;16.0;191.0;342.0;90.0
Jan 2, 2024 3:00 PM;Jan 2, 2024 4:00 PM;16765.0;563.0;1832.0;45624.0;5690.0;2615.0;1408.0;1983.0;16.0;191.0;342.0;89.0
Jan 2, 2024 4:00 PM;Jan 2, 2024 5:00 PM;16673.0;561.0;1063.0;45663.0;5690.0;2605.0;730.0;1970.0;16.0;191.0;342.0;90.0
Jan 2, 2024 5:00 PM;Jan 2, 2024 6:00 PM;16576.0;564.0;484.0;46161.0;5874.0;2143.0;0.0;2013.0;16.0;191.0;343.0;93.0
Jan 2, 2024 6:00 PM;Jan 2, 2024 7:00 PM;16276.0;567.0;236.0;46137.0;5994.0;2283.0;427.0;2020.0;16.0;190.0;342.0;93.0
Jan 2, 2024 7:00 PM;Jan 2, 2024 8:00 PM;16187.0;568.0;0.0;46189.0;6234.0;2722.0;2106.0;2019.0;16.0;188.0;342.0;92.0
Jan 2, 2024 8:00 PM;Jan 2, 2024 9:00 PM;15963.0;568.0;0.0;46399.0;6277.0;2778.0;3270.0;2034.0;15.0;188.0;342.0;93.0
Jan 2, 2024 9:00 PM;Jan 2, 2024 10:00 PM;16114.0;568.0;0.0;46327.0;6181.0;2574.0;1458.0;2023.0;15.0;188.0;343.0;92.0
Jan 2, 2024 10:00 PM;Jan 2, 2024 11:00 PM;16290.0;568.0;0.0;45327.0;5567.0;1746.0;0.0;2032.0;15.0;190.0;342.0;94.0
Jan 2, 2024 11:00 PM;Jan 3, 2024 12:00 AM;16064.0;567.0;0.0;44678.0;5413.0;1780.0;0.0;2027.0;15.0;189.0;342.0;96.0
Jan 3, 2024 12:00 AM;Jan 3, 2024 1:00 AM;16124.0;568.0;0.0;43408.0;5321.0;1598.0;0.0;2016.0;15.0;190.0;342.0;96.0
Jan 3, 2024 1:00 AM;Jan 3, 2024 2:00 AM;16055.0;568.0;0.0;43383.0;5270.0;1349.0;0.0;2025.0;15.0;190.0;342.0;97.0
Jan 3, 2024 2:00 AM;Jan 3, 2024 3:00 AM;14970.0;567.0;0.0;42570.0;5118.0;1249.0;0.0;2023.0;15.0;190.0;342.0;97.0
Jan 3, 2024 3:00 AM;Jan 3, 2024 4:00 AM;9681.0;568.0;0.0;41998.0;5040.0;1940.0;0.0;2028.0;15.0;189.0;341.0;98.0
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;9585.0;568.0;0.0;41797.0;5086.0;1215.0;0.0;2037.0;15.0;190.0;342.0;98.0
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;9515.0;568.0;0.0;41358.0;5120.0;1008.0;0.0;2057.0;15.0;190.0;342.0;98.0
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;14618.0;568.0;0.0;41745.0;5194.0;1118.0;0.0;2062.0;16.0;190.0;342.0;98.0
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;15676.0;568.0;0.0;43626.0;5222.0;1397.0;0.0;2052.0;16.0;190.0;341.0;96.0
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;15852.0;566.0;240.0;45816.0;5398.0;1954.0;0.0;2066.0;16.0;191.0;333.0;94.0
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;15974.0;564.0;317.0;46750.0;5781.0;2469.0;0.0;2073.0;16.0;191.0;331.0;93.0
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;15710.0;548.0;871.0;46709.0;5834.0;2363.0;0.0;2084.0;16.0;190.0;331.0;92.0
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;15615.0;564.0;1994.0;46665.0;5634.0;2416.0;0.0;2093.0;16.0;191.0;331.0;90.0
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;15795.0;564.0;2900.0;46746.0;5600.0;2353.0;0.0;2090.0;16.0;191.0;331.0;93.0
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;16152.0;565.0;3510.0;46599.0;5668.0;2097.0;0.0;2110.0;16.0;191.0;315.0;89.0
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;16208.0;567.0;3519.0;46475.0;5596.0;1977.0;0.0;2116.0;16.0;191.0;323.0;90.0
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;16179.0;565.0;2984.0;46745.0;5624.0;2602.0;99.0;2016.0;16.0;191.0;325.0;90.0
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;16269.0;560.0;1727.0;46836.0;5910.0;2646.0;673.0;2046.0;16.0;191.0;324.0;90.0
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;16697.0;560.0;647.0;46695.0;6049.0;2650.0;603.0;2045.0;16.0;191.0;325.0;91.0
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;16713.0;558.0;247.0;46828.0;6440.0;2908.0;953.0;2063.0;16.0;191.0;323.0;92.0
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;16596.0;560.0;0.0;46955.0;6618.0;3366.0;2068.0;2058.0;16.0;191.0;320.0;91.0
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;16444.0;560.0;0.0;46947.0;6574.0;3211.0;2716.0;2058.0;16.0;190.0;324.0;89.0
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;16295.0;560.0;0.0;46973.0;6433.0;3010.0;1945.0;2056.0;16.0;190.0;323.0;90.0
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;16073.0;560.0;0.0;46659.0;6179.0;2345.0;933.0;2061.0;16.0;190.0;324.0;90.0
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;15563.0;560.0;0.0;46237.0;5988.0;2468.0;624.0;2062.0;15.0;190.0;324.0;91.0
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;14967.0;559.0;0.0;46103.0;5809.0;2280.0;0.0;2076.0;15.0;190.0;323.0;93.0
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;14589.0;555.0;0.0;45553.0;5649.0;1683.0;0.0;2104.0;15.0;190.0;326.0;95.0
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;13833.0;539.0;0.0;45503.0;5606.0;1358.0;0.0;2096.0;15.0;191.0;322.0;95.0
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;13421.0;549.0;0.0;44481.0;5465.0;1603.0;0.0;2104.0;15.0;190.0;322.0;95.0
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;12959.0;530.0;0.0;43877.0;5311.0;1196.0;0.0;2117.0;16.0;191.0;321.0;95.0
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;12289.0;507.0;0.0;44310.0;5378.0;1220.0;0.0;2124.0;16.0;191.0;320.0;95.0
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;11522.0;505.0;0.0;45320.0;5597.0;1861.0;0.0;2209.0;16.0;191.0;326.0;94.0
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;10522.0;438.0;0.0;46180.0;5844.0;2587.0;0.0;2502.0;16.0;191.0;331.0;91.0
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;9878.0;424.0;244.0;46334.0;6120.0;3173.0;1345.0;3158.0;16.0;190.0;331.0;89.0
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;9259.0;484.0;369.0;46373.0;6105.0;3555.0;1974.0;3593.0;16.0;190.0;332.0;88.0
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;8610.0;455.0;1437.0;46415.0;6268.0;3631.0;2319.0;4095.0;15.0;187.0;332.0;90.0
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;7969.0;432.0;3397.0;46467.0;6320.0;3416.0;1535.0;4355.0;15.0;187.0;331.0;83.0
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;7710.0;466.0;5129.0;46492.0;6327.0;3206.0;872.0;4565.0;15.0;187.0;331.0;68.0
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;7799.0;452.0;5620.0;46516.0;6254.0;3285.0;1696.0;4757.0;15.0;187.0;331.0;92.0
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;7882.0;466.0;5093.0;46551.0;6254.0;3289.0;1481.0;4705.0;16.0;188.0;331.0;93.0
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;7863.0;505.0;3921.0;46533.0;6187.0;3232.0;1577.0;4761.0;16.0;188.0;331.0;93.0
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;8345.0;556.0;2370.0;46514.0;6351.0;3158.0;1773.0;4794.0;15.0;188.0;331.0;95.0
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;9361.0;558.0;873.0;45945.0;6595.0;3507.0;2435.0;4441.0;11.0;188.0;331.0;96.0
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;10588.0;559.0;262.0;45343.0;6879.0;4329.0;3572.0;4784.0;11.0;188.0;330.0;96.0
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;11821.0;560.0;0.0;45396.0;7013.0;4362.0;3764.0;4832.0;12.0;187.0;330.0;96.0
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;12269.0;558.0;0.0;45577.0;6999.0;4313.0;3826.0;4836.0;15.0;187.0;331.0;97.0
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;12536.0;559.0;0.0;45848.0;6719.0;3940.0;3049.0;4806.0;15.0;187.0;331.0;97.0
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;12447.0;557.0;0.0;46042.0;6268.0;3213.0;1168.0;4391.0;15.0;188.0;330.0;97.0
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;11712.0;543.0;0.0;46521.0;6107.0;3379.0;1110.0;4513.0;15.0;189.0;335.0;97.0
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;11381.0;405.0;0.0;46727.0;6085.0;3437.0;1094.0;4632.0;15.0;189.0;346.0;103.0
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;11271.0;353.0;0.0;46733.0;5986.0;2819.0;0.0;3775.0;15.0;187.0;351.0;112.0
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;10914.0;326.0;0.0;46854.0;5788.0;2551.0;0.0;3083.0;15.0;187.0;348.0;109.0
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;10452.0;266.0;0.0;47133.0;5743.0;2368.0;0.0;2731.0;15.0;187.0;343.0;107.0
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;10158.0;284.0;0.0;45766.0;5671.0;2323.0;0.0;2670.0;15.0;187.0;342.0;107.0
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;9850.0;280.0;0.0;45526.0;5536.0;2177.0;0.0;2806.0;15.0;187.0;325.0;102.0
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;9350.0;279.0;0.0;45895.0;5759.0;2067.0;0.0;2955.0;15.0;187.0;321.0;101.0
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;8601.0;267.0;0.0;47099.0;5862.0;2658.0;0.0;3160.0;15.0;187.0;335.0;96.0
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;7897.0;254.0;247.0;47306.0;6134.0;3376.0;0.0;3770.0;15.0;187.0;342.0;95.0
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;7253.0;256.0;304.0;47406.0;6179.0;3401.0;258.0;4663.0;15.0;187.0;343.0;94.0
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;7030.0;229.0;680.0;47394.0;6120.0;3190.0;593.0;5244.0;15.0;187.0;342.0;92.0
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;6535.0;179.0;1583.0;47397.0;6126.0;3051.0;465.0;5064.0;15.0;187.0;343.0;90.0
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;6155.0;145.0;2588.0;47406.0;6193.0;2807.0;451.0;5168.0;15.0;187.0;341.0;90.0
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;6079.0;157.0;3283.0;47355.0;6274.0;3053.0;704.0;5206.0;15.0;187.0;342.0;92.0
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;5906.0;169.0;3293.0;47309.0;6287.0;2991.0;659.0;5169.0;15.0;187.0;342.0;94.0
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;5671.0;184.0;2645.0;47379.0;6102.0;2928.0;480.0;5021.0;15.0;187.0;342.0;88.0
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;5093.0;201.0;1628.0;47377.0;6229.0;3230.0;1015.0;5003.0;15.0;187.0;342.0;88.0
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;4357.0;183.0;631.0;47388.0;6432.0;3314.0;1940.0;5090.0;15.0;187.0;342.0;87.0
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;4169.0;243.0;254.0;47431.0;6875.0;3744.0;3085.0;5433.0;15.0;187.0;343.0;87.0
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;4456.0;337.0;0.0;47405.0;6990.0;4025.0;3592.0;5504.0;15.0;187.0;343.0;90.0
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;4606.0;291.0;0.0;47415.0;7002.0;3843.0;3684.0;5477.0;15.0;187.0;343.0;94.0
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;4678.0;305.0;0.0;47476.0;6788.0;3508.0;1843.0;5456.0;15.0;187.0;341.0;94.0
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;4830.0;361.0;0.0;47505.0;6496.0;3015.0;678.0;5016.0;15.0;187.0;338.0;93.0
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;4966.0;342.0;0.0;47425.0;6350.0;2413.0;830.0;5475.0;15.0;187.0;344.0;93.0
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;5059.0;298.0;0.0;47435.0;6266.0;2637.0;528.0;5221.0;14.0;187.0;344.0;91.0
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;4718.0;315.0;0.0;47440.0;5975.0;2596.0;176.0;3606.0;12.0;187.0;343.0;91.0
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;4466.0;364.0;0.0;47054.0;5859.0;2378.0;176.0;2514.0;12.0;187.0;343.0;92.0
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;4511.0;360.0;0.0;46537.0;5825.0;1950.0;0.0;2527.0;12.0;187.0;343.0;92.0
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;4545.0;423.0;0.0;45770.0;5808.0;2064.0;0.0;2562.0;12.0;187.0;343.0;93.0
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;4594.0;409.0;0.0;45936.0;5811.0;2009.0;0.0;2560.0;12.0;187.0;343.0;93.0
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;4645.0;372.0;0.0;46400.0;5816.0;1816.0;0.0;2476.0;12.0;187.0;343.0;91.0
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;4912.0;335.0;0.0;47186.0;5913.0;1889.0;0.0;2443.0;12.0;187.0;343.0;87.0
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;5055.0;386.0;236.0;47264.0;5915.0;1938.0;0.0;2651.0;12.0;187.0;343.0;88.0
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;5012.0;397.0;332.0;47294.0;6076.0;2444.0;0.0;3390.0;12.0;187.0;344.0;91.0
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;4934.0;423.0;1119.0;47363.0;6228.0;2731.0;349.0;4448.0;12.0;187.0;343.0;90.0
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;4881.0;441.0;2777.0;47436.0;6319.0;3305.0;1034.0;4289.0;12.0;187.0;342.0;91.0
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;4798.0;475.0;4122.0;47473.0;6342.0;3027.0;897.0;4134.0;12.0;187.0;342.0;90.0
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;5190.0;384.0;4567.0;47640.0;6406.0;3210.0;977.0;4093.0;12.0;187.0;343.0;90.0
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;5755.0;350.0;4344.0;47970.0;6142.0;2683.0;289.0;3809.0;12.0;188.0;341.0;89.0
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;6316.0;306.0;3756.0;47941.0;5998.0;2720.0;0.0;4359.0;12.0;188.0;340.0;87.0
Jan 6, 2024 4:00 PM;Jan 6, 2024 5:00 PM;6484.0;363.0;2383.0;47808.0;5975.0;2475.0;0.0;4342.0;12.0;189.0;340.0;87.0
Jan 6, 2024 5:00 PM;Jan 6, 2024 6:00 PM;6396.0;409.0;904.0;47580.0;5998.0;2529.0;148.0;4295.0;12.0;189.0;337.0;88.0
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;6552.0;438.0;259.0;47621.0;6371.0;2974.0;1421.0;4403.0;11.0;188.0;339.0;90.0
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;7014.0;428.0;0.0;47632.0;6624.0;3671.0;2386.0;4411.0;11.0;187.0;341.0;89.0
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;7342.0;398.0;0.0;47661.0;6685.0;3516.0;2376.0;4434.0;11.0;187.0;339.0;88.0
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;7226.0;419.0;0.0;47700.0;6518.0;3238.0;1843.0;4102.0;11.0;187.0;341.0;86.0
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;7043.0;359.0;0.0;48037.0;6307.0;2724.0;836.0;3272.0;11.0;187.0;340.0;84.0
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;6765.0;336.0;0.0;48090.0;6103.0;2829.0;692.0;3030.0;11.0;187.0;341.0;88.0
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;6554.0;307.0;0.0;48021.0;6008.0;2731.0;544.0;3174.0;12.0;187.0;339.0;92.0
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;6369.0;334.0;0.0;47736.0;5913.0;2486.0;58.0;2715.0;14.0;187.0;340.0;89.0
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;6393.0;299.0;0.0;47564.0;5665.0;2059.0;0.0;2444.0;15.0;187.0;341.0;89.0
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;6481.0;359.0;0.0;47619.0;5658.0;1890.0;0.0;2467.0;15.0;187.0;341.0;90.0
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;6509.0;368.0;0.0;47726.0;5536.0;1730.0;0.0;2412.0;15.0;187.0;341.0;93.0
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;6477.0;339.0;0.0;47457.0;5518.0;1508.0;0.0;2566.0;15.0;187.0;341.0;94.0
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;6533.0;336.0;0.0;47470.0;5527.0;1722.0;0.0;2593.0;15.0;187.0;341.0;92.0
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;6381.0;363.0;0.0;47437.0;5634.0;1844.0;0.0;2582.0;15.0;187.0;341.0;92.0
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;6480.0;431.0;246.0;47560.0;5703.0;1966.0;0.0;2637.0;14.0;187.0;341.0;91.0
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;6349.0;433.0;344.0;48019.0;5923.0;2309.0;0.0;2704.0;15.0;187.0;341.0;92.0
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;6386.0;375.0;1135.0;48142.0;6090.0;2574.0;0.0;2970.0;15.0;187.0;341.0;92.0
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;6318.0;385.0;2675.0;48386.0;6046.0;2596.0;255.0;3039.0;15.0;187.0;339.0;94.0
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;6458.0;377.0;3699.0;49048.0;5865.0;2252.0;511.0;2984.0;14.0;187.0;331.0;94.0
