"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"28/11/2024 10:00:00 - 28/11/2024 11:00:00","BZN|FR","1723.13","1621.16","1611.76","1391.00"
"28/11/2024 11:00:00 - 28/11/2024 12:00:00","BZN|FR","1617.12","1493.16","1476.97","1218.00"
"28/11/2024 12:00:00 - 28/11/2024 13:00:00","BZN|FR","1523.20","1341.88","1349.33","1152.00"
"28/11/2024 13:00:00 - 28/11/2024 14:00:00","BZN|FR","1453.24","1187.50","1249.11","1106.00"
"28/11/2024 14:00:00 - 28/11/2024 15:00:00","BZN|FR","1511.87","1351.31","1395.39","1124.00"
"28/11/2024 15:00:00 - 28/11/2024 16:00:00","BZN|FR","1533.89","1480.30","1506.70","1182.00"
"28/11/2024 16:00:00 - 28/11/2024 17:00:00","BZN|FR","1570.63","1571.13","1631.74","1333.00"
"28/11/2024 17:00:00 - 28/11/2024 18:00:00","BZN|FR","1882.00","1851.12","1902.35","1677.00"
"28/11/2024 18:00:00 - 28/11/2024 19:00:00","BZN|FR","2152.36","2118.84","2129.84","2087.00"
"28/11/2024 19:00:00 - 28/11/2024 20:00:00","BZN|FR","2401.97","2364.42","2331.04","2523.00"
"28/11/2024 20:00:00 - 28/11/2024 21:00:00","BZN|FR","2706.29","2843.91","2851.68","3031.00"
"28/11/2024 21:00:00 - 28/11/2024 22:00:00","BZN|FR","3026.68","3373.08","3385.88","3401.00"
"28/11/2024 22:00:00 - 28/11/2024 23:00:00","BZN|FR","3334.36","3915.99","3906.16","3553.00"
"28/11/2024 23:00:00 - 29/11/2024 00:00:00","BZN|FR","3580.51","4167.43","4236.74","3814.00"
"29/11/2024 00:00:00 - 29/11/2024 01:00:00","BZN|FR","4227.56","4985.83","5806.33","4031.00"
"29/11/2024 01:00:00 - 29/11/2024 02:00:00","BZN|FR","4442.33","5445.67","6283.92","4320.00"
"29/11/2024 02:00:00 - 29/11/2024 03:00:00","BZN|FR","4660.77","6059.71","6911.46","4782.00"
"29/11/2024 03:00:00 - 29/11/2024 04:00:00","BZN|FR","4848.39","6642.10","7538.10","5422.00"
"29/11/2024 04:00:00 - 29/11/2024 05:00:00","BZN|FR","5044.25","7231.25","8164.00","6011.00"
"29/11/2024 05:00:00 - 29/11/2024 06:00:00","BZN|FR","5379.67","7602.95","8555.70","6509.00"
"29/11/2024 06:00:00 - 29/11/2024 07:00:00","BZN|FR","5703.73","7963.75","8948.25","6884.00"
"29/11/2024 07:00:00 - 29/11/2024 08:00:00","BZN|FR","6112.12","7404.96","8318.38","7154.00"
"29/11/2024 08:00:00 - 29/11/2024 09:00:00","BZN|FR","6096.25","7338.47","8075.09","7337.00"
"29/11/2024 09:00:00 - 29/11/2024 10:00:00","BZN|FR","6063.71","7219.12","7847.46","6945.00"
"29/11/2024 10:00:00 - 29/11/2024 11:00:00","BZN|FR","6029.71","7093.84","7127.99","6055.00"
"29/11/2024 11:00:00 - 29/11/2024 12:00:00","BZN|FR","5741.31","6393.30","6447.15","5043.00"
"29/11/2024 12:00:00 - 29/11/2024 13:00:00","BZN|FR","5511.00","5772.66","5786.13","4457.00"
"29/11/2024 13:00:00 - 29/11/2024 14:00:00","BZN|FR","5272.14","5146.19","5115.94","4026.00"
"29/11/2024 14:00:00 - 29/11/2024 15:00:00","BZN|FR","5234.79","4715.88","4765.97","3590.00"
"29/11/2024 15:00:00 - 29/11/2024 16:00:00","BZN|FR","5104.51","4268.51","4316.48","3386.00"
"29/11/2024 16:00:00 - 29/11/2024 17:00:00","BZN|FR","5003.56","3837.09","3889.14","4195.00"
"29/11/2024 17:00:00 - 29/11/2024 18:00:00","BZN|FR","5410.84","4745.49","4781.74","5445.00"
"29/11/2024 18:00:00 - 29/11/2024 19:00:00","BZN|FR","5822.78","5622.80","5676.18","6047.00"
"29/11/2024 19:00:00 - 29/11/2024 20:00:00","BZN|FR","6152.91","6510.25","6486.74","6857.00"
"29/11/2024 20:00:00 - 29/11/2024 21:00:00","BZN|FR","6499.87","6683.37","6757.81","7293.00"
"29/11/2024 21:00:00 - 29/11/2024 22:00:00","BZN|FR","6795.79","6869.57","6979.18","7072.00"
"29/11/2024 22:00:00 - 29/11/2024 23:00:00","BZN|FR","7110.88","7136.36","7220.21","6767.00"
"29/11/2024 23:00:00 - 30/11/2024 00:00:00","BZN|FR","6943.13","6871.87","6986.53","6467.00"
"30/11/2024 00:00:00 - 30/11/2024 01:00:00","BZN|FR","6116.91","6397.60","6934.10","6169.00"
"30/11/2024 01:00:00 - 30/11/2024 02:00:00","BZN|FR","5711.75","5942.06","6430.81","5686.00"
"30/11/2024 02:00:00 - 30/11/2024 03:00:00","BZN|FR","5157.58","5397.74","5802.74","4762.00"
"30/11/2024 03:00:00 - 30/11/2024 04:00:00","BZN|FR","4619.22","4872.90","5175.40","4212.00"
"30/11/2024 04:00:00 - 30/11/2024 05:00:00","BZN|FR","4034.56","4292.57","4545.07","3686.00"
"30/11/2024 05:00:00 - 30/11/2024 06:00:00","BZN|FR","3816.74","4001.14","4245.64","3515.00"
"30/11/2024 06:00:00 - 30/11/2024 07:00:00","BZN|FR","3587.96","3701.78","3947.53","3390.00"
"30/11/2024 07:00:00 - 30/11/2024 08:00:00","BZN|FR","3387.01","3414.12","3347.64","3307.00"
"30/11/2024 08:00:00 - 30/11/2024 09:00:00","BZN|FR","3191.57","3173.68","3268.09","3096.00"
"30/11/2024 09:00:00 - 30/11/2024 10:00:00","BZN|FR","2978.60","2924.06","3218.07","2610.00"
"30/11/2024 10:00:00 - 30/11/2024 11:00:00","BZN|FR","2745.54","2605.01","2709.28","1920.00"
"30/11/2024 11:00:00 - 30/11/2024 12:00:00","BZN|FR","2206.89","2191.33","2274.40","1426.00"
"30/11/2024 12:00:00 - 30/11/2024 13:00:00","BZN|FR","1640.21","1765.49","1792.42","1156.00"
"30/11/2024 13:00:00 - 30/11/2024 14:00:00","BZN|FR","1143.22","1331.33","1384.41","1047.00"
"30/11/2024 14:00:00 - 30/11/2024 15:00:00","BZN|FR","1167.57","1247.02","1390.29","1112.00"
"30/11/2024 15:00:00 - 30/11/2024 16:00:00","BZN|FR","1141.98","1202.76","1348.62","1122.00"
"30/11/2024 16:00:00 - 30/11/2024 17:00:00","BZN|FR","1071.19","1120.13","1260.22","1283.00"
"30/11/2024 17:00:00 - 30/11/2024 18:00:00","BZN|FR","1442.86","1578.42","1700.87","1618.00"
"30/11/2024 18:00:00 - 30/11/2024 19:00:00","BZN|FR","1803.60","2071.22","2125.87","1918.00"
"30/11/2024 19:00:00 - 30/11/2024 20:00:00","BZN|FR","2247.02","2542.84","2631.24","2105.00"
"30/11/2024 20:00:00 - 30/11/2024 21:00:00","BZN|FR","2768.31","3063.01","3155.22","2371.00"
"30/11/2024 21:00:00 - 30/11/2024 22:00:00","BZN|FR","3213.08","3613.95","3602.56","2634.00"
"30/11/2024 22:00:00 - 30/11/2024 23:00:00","BZN|FR","3815.53","4130.86","4208.16","2652.00"
"30/11/2024 23:00:00 - 01/12/2024 00:00:00","BZN|FR","4179.83","4451.05","4669.22","2726.00"
"01/12/2024 00:00:00 - 01/12/2024 01:00:00","BZN|FR","4582.85","4233.34","4975.84","2953.00"
"01/12/2024 01:00:00 - 01/12/2024 02:00:00","BZN|FR","4625.37","4214.16","5034.91","3330.00"
"01/12/2024 02:00:00 - 01/12/2024 03:00:00","BZN|FR","5078.60","4702.20","5586.20","3721.00"
"01/12/2024 03:00:00 - 01/12/2024 04:00:00","BZN|FR","5528.94","5191.66","6140.16","4002.00"
"01/12/2024 04:00:00 - 01/12/2024 05:00:00","BZN|FR","5981.89","5678.51","6689.26","4375.00"
"01/12/2024 05:00:00 - 01/12/2024 06:00:00","BZN|FR","6186.91","6000.79","7056.54","4770.00"
"01/12/2024 06:00:00 - 01/12/2024 07:00:00","BZN|FR","6522.37","6452.02","7421.27","5166.00"
"01/12/2024 07:00:00 - 01/12/2024 08:00:00","BZN|FR","6739.52","6545.48","6654.30","5694.00"
"01/12/2024 08:00:00 - 01/12/2024 09:00:00","BZN|FR","7053.73","6911.33","6769.12","5947.00"
"01/12/2024 09:00:00 - 01/12/2024 10:00:00","BZN|FR","7343.44","7281.43","6969.86","6059.00"
"01/12/2024 10:00:00 - 01/12/2024 11:00:00","BZN|FR","7545.11","7591.82","7294.91","6055.00"
"01/12/2024 11:00:00 - 01/12/2024 12:00:00","BZN|FR","6960.29","7449.20","7193.20","5639.00"
"01/12/2024 12:00:00 - 01/12/2024 13:00:00","BZN|FR","6480.06","7284.03","7117.52","5497.00"
"01/12/2024 13:00:00 - 01/12/2024 14:00:00","BZN|FR","5936.12","7049.64","6978.06","5582.00"
"01/12/2024 14:00:00 - 01/12/2024 15:00:00","BZN|FR","6201.11","6979.36","6933.23","5658.00"
"01/12/2024 15:00:00 - 01/12/2024 16:00:00","BZN|FR","6500.57","6901.35","6902.75","5637.00"
"01/12/2024 16:00:00 - 01/12/2024 17:00:00","BZN|FR","6725.09","6834.48","6784.20","5503.00"
"01/12/2024 17:00:00 - 01/12/2024 18:00:00","BZN|FR","7152.99","6829.54","6790.50","5570.00"
"01/12/2024 18:00:00 - 01/12/2024 19:00:00","BZN|FR","7616.94","6787.31","6824.83","6036.00"
"01/12/2024 19:00:00 - 01/12/2024 20:00:00","BZN|FR","7957.16","6744.81","6725.37","6269.00"
"01/12/2024 20:00:00 - 01/12/2024 21:00:00","BZN|FR","7733.70","6866.92","6849.06","6396.00"
"01/12/2024 21:00:00 - 01/12/2024 22:00:00","BZN|FR","7549.78","6903.44","7015.71","6655.00"
"01/12/2024 22:00:00 - 01/12/2024 23:00:00","BZN|FR","7246.38","7113.47","7065.39","6581.00"
"01/12/2024 23:00:00 - 02/12/2024 00:00:00","BZN|FR","7352.60","7078.70","7154.64","6393.00"
"02/12/2024 00:00:00 - 02/12/2024 01:00:00","BZN|FR","7244.17","7140.28","8307.53","6482.00"
"02/12/2024 01:00:00 - 02/12/2024 02:00:00","BZN|FR","7218.08","6921.29","8101.54","6358.00"
"02/12/2024 02:00:00 - 02/12/2024 03:00:00","BZN|FR","7143.13","6907.40","8128.15","6072.00"
"02/12/2024 03:00:00 - 02/12/2024 04:00:00","BZN|FR","7115.45","6947.17","8157.42","5945.00"
"02/12/2024 04:00:00 - 02/12/2024 05:00:00","BZN|FR","7221.04","7105.66","8174.41","5988.00"
"02/12/2024 05:00:00 - 02/12/2024 06:00:00","BZN|FR","7047.98","7216.45","8302.45","6060.00"
"02/12/2024 06:00:00 - 02/12/2024 07:00:00","BZN|FR","6882.42","7334.74","8427.24","6172.00"
"02/12/2024 07:00:00 - 02/12/2024 08:00:00","BZN|FR","6731.02","6567.08","7443.71","6399.00"
"02/12/2024 08:00:00 - 02/12/2024 09:00:00","BZN|FR","6771.26","6783.65","7380.37","6574.00"
"02/12/2024 09:00:00 - 02/12/2024 10:00:00","BZN|FR","6875.25","6947.51","7340.95","6321.00"
"02/12/2024 10:00:00 - 02/12/2024 11:00:00","BZN|FR","6894.55","6985.26","6772.93","5717.00"
"02/12/2024 11:00:00 - 02/12/2024 12:00:00","BZN|FR","7113.26","7518.00","7394.57","5679.00"
"02/12/2024 12:00:00 - 02/12/2024 13:00:00","BZN|FR","7348.38","8046.69","7973.70","6162.00"
"02/12/2024 13:00:00 - 02/12/2024 14:00:00","BZN|FR","7586.79","8556.50","8518.26","7076.00"
"02/12/2024 14:00:00 - 02/12/2024 15:00:00","BZN|FR","7498.37","8459.60","8458.87","7496.00"
"02/12/2024 15:00:00 - 02/12/2024 16:00:00","BZN|FR","7414.10","8369.31","8393.51","7523.00"
"02/12/2024 16:00:00 - 02/12/2024 17:00:00","BZN|FR","7297.07","8265.53","8281.66","7201.00"
"02/12/2024 17:00:00 - 02/12/2024 18:00:00","BZN|FR","7359.33","8039.41","8064.61","7297.00"
"02/12/2024 18:00:00 - 02/12/2024 19:00:00","BZN|FR","7458.91","7847.07","7883.36","7427.00"
"02/12/2024 19:00:00 - 02/12/2024 20:00:00","BZN|FR","7559.74","7630.02","7700.90","7001.00"
"02/12/2024 20:00:00 - 02/12/2024 21:00:00","BZN|FR","7565.28","7597.17","7690.56","7037.00"
"02/12/2024 21:00:00 - 02/12/2024 22:00:00","BZN|FR","7613.17","7605.68","7720.34","6655.00"
"02/12/2024 22:00:00 - 02/12/2024 23:00:00","BZN|FR","7733.31","7669.75","7825.56","6390.00"
"02/12/2024 23:00:00 - 03/12/2024 00:00:00","BZN|FR","7438.53","7296.70","7444.81","5944.00"
"03/12/2024 00:00:00 - 03/12/2024 01:00:00","BZN|FR","6397.26","6255.37","6805.87","5687.00"
"03/12/2024 01:00:00 - 03/12/2024 02:00:00","BZN|FR","6077.21","5943.17","6358.42","5405.00"
"03/12/2024 02:00:00 - 03/12/2024 03:00:00","BZN|FR","5721.48","5556.92","5920.17","5030.00"
"03/12/2024 03:00:00 - 03/12/2024 04:00:00","BZN|FR","5355.88","5161.14","5480.89","4646.00"
"03/12/2024 04:00:00 - 03/12/2024 05:00:00","BZN|FR","4997.50","4770.51","5041.01","4268.00"
"03/12/2024 05:00:00 - 03/12/2024 06:00:00","BZN|FR","4616.49","4407.84","4634.34","3876.00"
"03/12/2024 06:00:00 - 03/12/2024 07:00:00","BZN|FR","4252.70","4063.54","4227.54","3456.00"
"03/12/2024 07:00:00 - 03/12/2024 08:00:00","BZN|FR","3877.85","3344.43","3697.85","2988.00"
"03/12/2024 08:00:00 - 03/12/2024 09:00:00","BZN|FR","3475.54","2977.07","3260.84","2438.00"
"03/12/2024 09:00:00 - 03/12/2024 10:00:00","BZN|FR","3060.94","2553.90","2796.36","2050.00"
"03/12/2024 10:00:00 - 03/12/2024 11:00:00","BZN|FR","2653.32","2150.64","2016.81","1720.00"
"03/12/2024 11:00:00 - 03/12/2024 12:00:00","BZN|FR","2353.30","1992.30","1893.17","1523.00"
"03/12/2024 12:00:00 - 03/12/2024 13:00:00","BZN|FR","2044.32","1810.38","1736.29","1429.00"
"03/12/2024 13:00:00 - 03/12/2024 14:00:00","BZN|FR","1737.41","1641.35","1594.87","1386.00"
"03/12/2024 14:00:00 - 03/12/2024 15:00:00","BZN|FR","1651.75","1571.61","1530.27","1378.00"
"03/12/2024 15:00:00 - 03/12/2024 16:00:00","BZN|FR","1547.60","1493.65","1446.04","1401.00"
"03/12/2024 16:00:00 - 03/12/2024 17:00:00","BZN|FR","1448.34","1419.40","1364.71","1361.00"
"03/12/2024 17:00:00 - 03/12/2024 18:00:00","BZN|FR","1387.14","1408.42","1351.58","1462.00"
"03/12/2024 18:00:00 - 03/12/2024 19:00:00","BZN|FR","1321.57","1396.48","1336.69","1461.00"
"03/12/2024 19:00:00 - 03/12/2024 20:00:00","BZN|FR","1256.57","1394.97","1320.04","1391.00"
"03/12/2024 20:00:00 - 03/12/2024 21:00:00","BZN|FR","1329.50","1410.89","1317.18","1474.00"
"03/12/2024 21:00:00 - 03/12/2024 22:00:00","BZN|FR","1429.53","1421.51","1340.32","1568.00"
"03/12/2024 22:00:00 - 03/12/2024 23:00:00","BZN|FR","1541.57","1422.00","1377.81","1689.00"
"03/12/2024 23:00:00 - 04/12/2024 00:00:00","BZN|FR","1541.87","1512.83","1478.59","1803.00"
"04/12/2024 00:00:00 - 04/12/2024 01:00:00","BZN|FR","1588.50","1745.80","1790.55","1903.00"
"04/12/2024 01:00:00 - 04/12/2024 02:00:00","BZN|FR","1667.07","1785.18","1834.68","1867.00"
"04/12/2024 02:00:00 - 04/12/2024 03:00:00","BZN|FR","1657.06","1790.67","1839.17","1803.00"
"04/12/2024 03:00:00 - 04/12/2024 04:00:00","BZN|FR","1652.42","1802.95","1844.95","1729.00"
"04/12/2024 04:00:00 - 04/12/2024 05:00:00","BZN|FR","1649.81","1816.01","1850.76","1670.00"
"04/12/2024 05:00:00 - 04/12/2024 06:00:00","BZN|FR","1788.35","2014.98","2045.23","1903.00"
"04/12/2024 06:00:00 - 04/12/2024 07:00:00","BZN|FR","1922.19","2210.11","2239.61","2197.00"
"04/12/2024 07:00:00 - 04/12/2024 08:00:00","BZN|FR","2051.76","2487.28","2382.98","2388.00"
"04/12/2024 08:00:00 - 04/12/2024 09:00:00","BZN|FR","2196.10","2574.17","2440.82","2418.00"
"04/12/2024 09:00:00 - 04/12/2024 10:00:00","BZN|FR","2299.71","2667.50","2504.20","2693.00"
"04/12/2024 10:00:00 - 04/12/2024 11:00:00","BZN|FR","2371.63","2723.59","2561.63","2454.00"
"04/12/2024 11:00:00 - 04/12/2024 12:00:00","BZN|FR","2373.55","2700.40","2554.59","2173.00"
"04/12/2024 12:00:00 - 04/12/2024 13:00:00","BZN|FR","2394.76","2645.07","2558.12","2035.00"
"04/12/2024 13:00:00 - 04/12/2024 14:00:00","BZN|FR","2446.37","2638.52","2593.59","1924.00"
"04/12/2024 14:00:00 - 04/12/2024 15:00:00","BZN|FR","2569.89","2590.54","2639.16","2109.00"
"04/12/2024 15:00:00 - 04/12/2024 16:00:00","BZN|FR","2645.16","2589.60","2637.31","2291.00"
"04/12/2024 16:00:00 - 04/12/2024 17:00:00","BZN|FR","2689.86","2552.28","2605.63","2403.00"
"04/12/2024 17:00:00 - 04/12/2024 18:00:00","BZN|FR","3092.92","3057.61","3114.38","2751.00"
"04/12/2024 18:00:00 - 04/12/2024 19:00:00","BZN|FR","3471.47","3621.99","3597.48","3236.00"
"04/12/2024 19:00:00 - 04/12/2024 20:00:00","BZN|FR","3825.11","4125.95","4053.16","3560.00"
"04/12/2024 20:00:00 - 04/12/2024 21:00:00","BZN|FR","4413.04","4564.18","4485.30","3975.00"
"04/12/2024 21:00:00 - 04/12/2024 22:00:00","BZN|FR","5157.51","5074.69","5076.31","4376.00"
"04/12/2024 22:00:00 - 04/12/2024 23:00:00","BZN|FR","5678.98","5526.13","5445.14","4767.00"
"04/12/2024 23:00:00 - 05/12/2024 00:00:00","BZN|FR","6319.17","5958.42","6023.17","5495.00"
"05/12/2024 00:00:00 - 05/12/2024 01:00:00","BZN|FR","6088.39","6506.11","7755.61","6075.00"
"05/12/2024 01:00:00 - 05/12/2024 02:00:00","BZN|FR","6578.06","7191.57","8469.07","6622.00"
"05/12/2024 02:00:00 - 05/12/2024 03:00:00","BZN|FR","7109.73","7494.02","8813.02","7137.00"
"05/12/2024 03:00:00 - 05/12/2024 04:00:00","BZN|FR","7670.22","7826.85","9158.10","7724.00"
"05/12/2024 04:00:00 - 05/12/2024 05:00:00","BZN|FR","8242.04","8167.55","9501.80","8422.00"
"05/12/2024 05:00:00 - 05/12/2024 06:00:00","BZN|FR","9008.18","8881.30","10229.30","9135.00"
"05/12/2024 06:00:00 - 05/12/2024 07:00:00","BZN|FR","9792.11","9611.62","10956.37","9882.00"
"05/12/2024 07:00:00 - 05/12/2024 08:00:00","BZN|FR","10580.20","10657.89","10343.95","10895.00"
"05/12/2024 08:00:00 - 05/12/2024 09:00:00","BZN|FR","11212.29","11197.47","11080.91","11727.00"
"05/12/2024 09:00:00 - 05/12/2024 10:00:00","BZN|FR","11840.78","11682.99","11804.34","12027.00"
"05/12/2024 10:00:00 - 05/12/2024 11:00:00","BZN|FR","12484.68","12280.03","12425.81","12376.00"
"05/12/2024 11:00:00 - 05/12/2024 12:00:00","BZN|FR","13054.04","12976.96","13169.87","12696.00"
"05/12/2024 12:00:00 - 05/12/2024 13:00:00","BZN|FR","13461.73","13537.60","13758.45","13162.00"
"05/12/2024 13:00:00 - 05/12/2024 14:00:00","BZN|FR","13822.89","14183.76","14295.24","13377.00"
"05/12/2024 14:00:00 - 05/12/2024 15:00:00","BZN|FR","13512.79","13779.80","13909.08","13020.00"
"05/12/2024 15:00:00 - 05/12/2024 16:00:00","BZN|FR","13269.74","13433.81","13591.41","12719.00"
"05/12/2024 16:00:00 - 05/12/2024 17:00:00","BZN|FR","12967.52","13096.60","13216.23","12633.00"
"05/12/2024 17:00:00 - 05/12/2024 18:00:00","BZN|FR","12934.43","13252.61","13443.66","13229.00"
"05/12/2024 18:00:00 - 05/12/2024 19:00:00","BZN|FR","12875.10","13610.33","13645.14","13998.00"
"05/12/2024 19:00:00 - 05/12/2024 20:00:00","BZN|FR","12849.42","13764.68","13880.75","14721.00"
"05/12/2024 20:00:00 - 05/12/2024 21:00:00","BZN|FR","13428.24","14271.29","14374.01","15356.00"
"05/12/2024 21:00:00 - 05/12/2024 22:00:00","BZN|FR","14010.67","14773.48","14870.32","15620.00"
"05/12/2024 22:00:00 - 05/12/2024 23:00:00","BZN|FR","14598.83","15284.86","15372.18","15307.00"
"05/12/2024 23:00:00 - 06/12/2024 00:00:00","BZN|FR","14737.56","15464.08","15546.90","15501.00"
"06/12/2024 00:00:00 - 06/12/2024 01:00:00","BZN|FR","16524.01","16918.43","18246.43","15616.00"
"06/12/2024 01:00:00 - 06/12/2024 02:00:00","BZN|FR","16599.11","17049.26","18381.51","15437.00"
"06/12/2024 02:00:00 - 06/12/2024 03:00:00","BZN|FR","15917.38","16366.63","17707.13","15109.00"
"06/12/2024 03:00:00 - 06/12/2024 04:00:00","BZN|FR","15250.27","15701.64","17032.14","14676.00"
"06/12/2024 04:00:00 - 06/12/2024 05:00:00","BZN|FR","14610.71","15057.64","16350.64","14461.00"
"06/12/2024 05:00:00 - 06/12/2024 06:00:00","BZN|FR","13869.83","14288.41","15533.66","13897.00"
"06/12/2024 06:00:00 - 06/12/2024 07:00:00","BZN|FR","13254.26","13647.56","14716.56","13504.00"
"06/12/2024 07:00:00 - 06/12/2024 08:00:00","BZN|FR","12675.65","12912.55","12941.65","12623.00"
"06/12/2024 08:00:00 - 06/12/2024 09:00:00","BZN|FR","12200.70","11804.43","12222.56","11620.00"
"06/12/2024 09:00:00 - 06/12/2024 10:00:00","BZN|FR","11608.28","10588.79","11449.74","10591.00"
"06/12/2024 10:00:00 - 06/12/2024 11:00:00","BZN|FR","10986.53","9316.49","9471.19","9163.00"
"06/12/2024 11:00:00 - 06/12/2024 12:00:00","BZN|FR","9818.03","8663.83","8774.90","8255.00"
"06/12/2024 12:00:00 - 06/12/2024 13:00:00","BZN|FR","8531.69","7968.01","7955.37","8349.00"
"06/12/2024 13:00:00 - 06/12/2024 14:00:00","BZN|FR","7396.45","7209.53","7286.53","7647.00"
"06/12/2024 14:00:00 - 06/12/2024 15:00:00","BZN|FR","6718.57","6386.70","6461.03","6553.00"
"06/12/2024 15:00:00 - 06/12/2024 16:00:00","BZN|FR","5719.23","5423.91","5312.94","5293.00"
"06/12/2024 16:00:00 - 06/12/2024 17:00:00","BZN|FR","5045.32","4373.65","4488.19","4662.00"
"06/12/2024 17:00:00 - 06/12/2024 18:00:00","BZN|FR","6083.80","5478.69","5590.03","4848.00"
"06/12/2024 18:00:00 - 06/12/2024 19:00:00","BZN|FR","7067.46","6509.67","6635.22","6041.00"
"06/12/2024 19:00:00 - 06/12/2024 20:00:00","BZN|FR","8201.56","7649.89","7829.70","7503.00"
"06/12/2024 20:00:00 - 06/12/2024 21:00:00","BZN|FR","9280.94","8741.29","8828.16","9020.00"
"06/12/2024 21:00:00 - 06/12/2024 22:00:00","BZN|FR","10470.71","9859.83","9936.51","10249.00"
"06/12/2024 22:00:00 - 06/12/2024 23:00:00","BZN|FR","11678.56","10999.64","11064.42","11098.00"
"06/12/2024 23:00:00 - 07/12/2024 00:00:00","BZN|FR","12691.76","12139.06","12210.48","11912.00"
"07/12/2024 00:00:00 - 07/12/2024 01:00:00","BZN|FR","13290.91","13361.67","14702.92","13140.00"
"07/12/2024 01:00:00 - 07/12/2024 02:00:00","BZN|FR","14348.31","14368.12","15707.12","14082.00"
"07/12/2024 02:00:00 - 07/12/2024 03:00:00","BZN|FR","15342.15","15257.93","16591.43","15136.00"
"07/12/2024 03:00:00 - 07/12/2024 04:00:00","BZN|FR","16333.88","16153.92","17483.42","15721.00"
"07/12/2024 04:00:00 - 07/12/2024 05:00:00","BZN|FR","17327.90","17042.24","18366.74","15964.00"
"07/12/2024 05:00:00 - 07/12/2024 06:00:00","BZN|FR","17469.03","17205.04","18526.54","16109.00"
"07/12/2024 06:00:00 - 07/12/2024 07:00:00","BZN|FR","17606.52","17363.02","18683.27","15760.00"
"07/12/2024 07:00:00 - 07/12/2024 08:00:00","BZN|FR","17748.23","17426.10","17520.62","15888.00"
"07/12/2024 08:00:00 - 07/12/2024 09:00:00","BZN|FR","17917.96","17505.80","17683.77","15567.00"
"07/12/2024 09:00:00 - 07/12/2024 10:00:00","BZN|FR","18082.68","17497.80","17833.69","15501.00"
"07/12/2024 10:00:00 - 07/12/2024 11:00:00","BZN|FR","18245.63","17490.17","16809.71","16016.00"
"07/12/2024 11:00:00 - 07/12/2024 12:00:00","BZN|FR","18786.63","18283.84","17819.05","16669.00"
"07/12/2024 12:00:00 - 07/12/2024 13:00:00","BZN|FR","19358.49","19073.98","18751.30","17316.00"
"07/12/2024 13:00:00 - 07/12/2024 14:00:00","BZN|FR","19855.27","19830.21","19574.29","17188.00"
"07/12/2024 14:00:00 - 07/12/2024 15:00:00","BZN|FR","19709.54","19679.59","19461.01","17065.00"
"07/12/2024 15:00:00 - 07/12/2024 16:00:00","BZN|FR","19519.49","19481.25","19277.10","17041.00"
"07/12/2024 16:00:00 - 07/12/2024 17:00:00","BZN|FR","19357.52","19256.05","19106.21","16871.00"
"07/12/2024 17:00:00 - 07/12/2024 18:00:00","BZN|FR","18897.70","18929.88","18803.85","16820.00"
"07/12/2024 18:00:00 - 07/12/2024 19:00:00","BZN|FR","18423.36","18606.70","18472.23","16564.00"
"07/12/2024 19:00:00 - 07/12/2024 20:00:00","BZN|FR","17978.78","18293.07","18151.96","16423.00"
"07/12/2024 20:00:00 - 07/12/2024 21:00:00","BZN|FR","17412.41","18099.03","17956.10","16422.00"
"07/12/2024 21:00:00 - 07/12/2024 22:00:00","BZN|FR","16853.67","17900.38","17766.01","16449.00"
"07/12/2024 22:00:00 - 07/12/2024 23:00:00","BZN|FR","16328.57","17702.16","17610.23","15947.00"
"07/12/2024 23:00:00 - 08/12/2024 00:00:00","BZN|FR","15976.58","17470.32","17353.17","15558.00"
"08/12/2024 00:00:00 - 08/12/2024 01:00:00","BZN|FR","16579.63","17039.37","18384.12","15163.00"
"08/12/2024 01:00:00 - 08/12/2024 02:00:00","BZN|FR","16242.35","16914.24","18260.74","14962.00"
"08/12/2024 02:00:00 - 08/12/2024 03:00:00","BZN|FR","16060.25","16794.32","18141.57","14898.00"
"08/12/2024 03:00:00 - 08/12/2024 04:00:00","BZN|FR","15869.58","16675.60","18026.10","14942.00"
"08/12/2024 04:00:00 - 08/12/2024 05:00:00","BZN|FR","15681.61","16539.74","17893.49","14833.00"
"08/12/2024 05:00:00 - 08/12/2024 06:00:00","BZN|FR","15700.63","16587.60","17938.60","14622.00"
"08/12/2024 06:00:00 - 08/12/2024 07:00:00","BZN|FR","15713.55","16629.55","17977.80","14456.00"
"08/12/2024 07:00:00 - 08/12/2024 08:00:00","BZN|FR","15718.30","15405.54","16730.23","14655.00"
"08/12/2024 08:00:00 - 08/12/2024 09:00:00","BZN|FR","15494.74","15451.57","16410.48","14591.00"
"08/12/2024 09:00:00 - 08/12/2024 10:00:00","BZN|FR","15266.60","15396.72","16094.10","14383.00"
"08/12/2024 10:00:00 - 08/12/2024 11:00:00","BZN|FR","15035.21","15301.35","15011.84","14072.00"
"08/12/2024 11:00:00 - 08/12/2024 12:00:00","BZN|FR","14720.04","15167.49","14976.90","13954.00"
"08/12/2024 12:00:00 - 08/12/2024 13:00:00","BZN|FR","14399.99","15010.49","14862.01","13791.00"
"08/12/2024 13:00:00 - 08/12/2024 14:00:00","BZN|FR","14079.38","14840.34","14730.10","13656.00"
