"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"14/03/2024 01:00:00 - 14/03/2024 02:00:00","BZN|FR","5054.40","4751.52","4751.52","4189.00"
"14/03/2024 02:00:00 - 14/03/2024 03:00:00","BZN|FR","5090.38","4926.26","4926.26","4264.00"
"14/03/2024 03:00:00 - 14/03/2024 04:00:00","BZN|FR","5124.53","5100.67","5100.67","4341.00"
"14/03/2024 04:00:00 - 14/03/2024 05:00:00","BZN|FR","5158.47","5275.82","5275.82","4371.00"
"14/03/2024 05:00:00 - 14/03/2024 06:00:00","BZN|FR","5211.10","5561.91","5561.91","4443.00"
"14/03/2024 06:00:00 - 14/03/2024 07:00:00","BZN|FR","5264.21","5846.82","5846.82","4483.00"
"14/03/2024 07:00:00 - 14/03/2024 08:00:00","BZN|FR","5317.20","5650.84","5650.84","4749.00"
"14/03/2024 08:00:00 - 14/03/2024 09:00:00","BZN|FR","5258.14","5515.10","5515.10","5079.00"
"14/03/2024 09:00:00 - 14/03/2024 10:00:00","BZN|FR","5199.11","5327.30","5327.30","4743.00"
"14/03/2024 10:00:00 - 14/03/2024 11:00:00","BZN|FR","5140.16","5106.37","4972.18","3616.00"
"14/03/2024 11:00:00 - 14/03/2024 12:00:00","BZN|FR","5281.93","5220.66","5153.33","2914.00"
"14/03/2024 12:00:00 - 14/03/2024 13:00:00","BZN|FR","5423.85","5326.76","5299.62","3060.00"
"14/03/2024 13:00:00 - 14/03/2024 14:00:00","BZN|FR","5565.63","5424.80","5416.38","3276.00"
"14/03/2024 14:00:00 - 14/03/2024 15:00:00","BZN|FR","6132.25","5858.21","5864.90","3581.00"
"14/03/2024 15:00:00 - 14/03/2024 16:00:00","BZN|FR","6698.83","6291.74","6305.41","4041.00"
"14/03/2024 16:00:00 - 14/03/2024 17:00:00","BZN|FR","7265.31","6722.45","6738.71","4625.00"
"14/03/2024 17:00:00 - 14/03/2024 18:00:00","BZN|FR","7397.35","6979.70","7000.85","4719.00"
"14/03/2024 18:00:00 - 14/03/2024 19:00:00","BZN|FR","7529.93","7235.89","7262.90","4626.00"
"14/03/2024 19:00:00 - 14/03/2024 20:00:00","BZN|FR","7662.63","7492.35","7523.45","4891.00"
"14/03/2024 20:00:00 - 14/03/2024 21:00:00","BZN|FR","8471.52","8368.11","8399.10","5925.00"
"14/03/2024 21:00:00 - 14/03/2024 22:00:00","BZN|FR","9280.14","9244.12","9273.84","7126.00"
"14/03/2024 22:00:00 - 14/03/2024 23:00:00","BZN|FR","10088.82","10118.44","10147.87","7825.00"
"14/03/2024 23:00:00 - 15/03/2024 00:00:00","BZN|FR","10076.96","9975.79","10006.66","8280.00"
"15/03/2024 00:00:00 - 15/03/2024 01:00:00","BZN|FR","9514.99","9577.73","9577.73","8747.00"
"15/03/2024 01:00:00 - 15/03/2024 02:00:00","BZN|FR","9287.88","9341.24","9341.24","8977.00"
"15/03/2024 02:00:00 - 15/03/2024 03:00:00","BZN|FR","9376.86","9372.46","9372.46","8748.00"
"15/03/2024 03:00:00 - 15/03/2024 04:00:00","BZN|FR","9462.22","9389.90","9389.90","8451.00"
"15/03/2024 04:00:00 - 15/03/2024 05:00:00","BZN|FR","9545.91","9409.25","9409.25","8510.00"
"15/03/2024 05:00:00 - 15/03/2024 06:00:00","BZN|FR","9558.29","9499.28","9499.28","8222.00"
"15/03/2024 06:00:00 - 15/03/2024 07:00:00","BZN|FR","9572.17","9581.41","9581.41","8083.00"
"15/03/2024 07:00:00 - 15/03/2024 08:00:00","BZN|FR","9584.55","9082.03","9082.03","8107.00"
"15/03/2024 08:00:00 - 15/03/2024 09:00:00","BZN|FR","9735.85","9395.28","9395.28","8454.00"
"15/03/2024 09:00:00 - 15/03/2024 10:00:00","BZN|FR","9886.48","9686.82","9686.82","8652.00"
"15/03/2024 10:00:00 - 15/03/2024 11:00:00","BZN|FR","10037.76","9967.28","9938.69","9155.00"
"15/03/2024 11:00:00 - 15/03/2024 12:00:00","BZN|FR","10732.77","10875.52","10876.85","9827.00"
"15/03/2024 12:00:00 - 15/03/2024 13:00:00","BZN|FR","11426.72","11782.41","11791.39","10483.00"
"15/03/2024 13:00:00 - 15/03/2024 14:00:00","BZN|FR","12120.89","12688.30","12699.87","10741.00"
"15/03/2024 14:00:00 - 15/03/2024 15:00:00","BZN|FR","12381.72","12840.18","12851.52","11006.00"
"15/03/2024 15:00:00 - 15/03/2024 16:00:00","BZN|FR","12642.87","12991.21","13003.31","11223.00"
"15/03/2024 16:00:00 - 15/03/2024 17:00:00","BZN|FR","12903.92","13139.11","13149.93","11050.00"
"15/03/2024 17:00:00 - 15/03/2024 18:00:00","BZN|FR","12178.68","12366.48","12379.13","10102.00"
"15/03/2024 18:00:00 - 15/03/2024 19:00:00","BZN|FR","11455.14","11593.63","11607.97","9430.00"
"15/03/2024 19:00:00 - 15/03/2024 20:00:00","BZN|FR","10733.00","10822.23","10837.18","9132.00"
"15/03/2024 20:00:00 - 15/03/2024 21:00:00","BZN|FR","11043.78","10953.09","10966.01","9188.00"
"15/03/2024 21:00:00 - 15/03/2024 22:00:00","BZN|FR","11354.88","11083.41","11095.11","9037.00"
"15/03/2024 22:00:00 - 15/03/2024 23:00:00","BZN|FR","11666.72","11212.83","11225.76","9467.00"
"15/03/2024 23:00:00 - 16/03/2024 00:00:00","BZN|FR","11589.75","10866.60","10881.27","9685.00"
"16/03/2024 00:00:00 - 16/03/2024 01:00:00","BZN|FR","10071.86","10301.75","10301.75","9565.00"
"16/03/2024 01:00:00 - 16/03/2024 02:00:00","BZN|FR","9758.16","10027.73","10027.73","8921.00"
"16/03/2024 02:00:00 - 16/03/2024 03:00:00","BZN|FR","9030.17","9244.57","9244.57","8416.00"
"16/03/2024 03:00:00 - 16/03/2024 04:00:00","BZN|FR","8297.02","8453.02","8453.02","7923.00"
"16/03/2024 04:00:00 - 16/03/2024 05:00:00","BZN|FR","7561.93","7661.55","7661.55","7231.00"
"16/03/2024 05:00:00 - 16/03/2024 06:00:00","BZN|FR","6663.67","6727.37","6727.37","6446.00"
"16/03/2024 06:00:00 - 16/03/2024 07:00:00","BZN|FR","5765.05","5788.33","5788.33","5598.00"
"16/03/2024 07:00:00 - 16/03/2024 08:00:00","BZN|FR","4866.22","4898.41","4898.41","5051.00"
"16/03/2024 08:00:00 - 16/03/2024 09:00:00","BZN|FR","4216.22","4227.28","4227.28","4368.00"
"16/03/2024 09:00:00 - 16/03/2024 10:00:00","BZN|FR","3566.57","3561.68","3561.68","3633.00"
"16/03/2024 10:00:00 - 16/03/2024 11:00:00","BZN|FR","2921.36","2909.31","2872.24","3044.00"
"16/03/2024 11:00:00 - 16/03/2024 12:00:00","BZN|FR","2760.98","2871.55","2837.83","2774.00"
"16/03/2024 12:00:00 - 16/03/2024 13:00:00","BZN|FR","2601.19","2838.74","2811.46","2690.00"
"16/03/2024 13:00:00 - 16/03/2024 14:00:00","BZN|FR","2444.19","2808.96","2785.81","2447.00"
"16/03/2024 14:00:00 - 16/03/2024 15:00:00","BZN|FR","2243.04","2706.10","2685.18","2350.00"
"16/03/2024 15:00:00 - 16/03/2024 16:00:00","BZN|FR","2044.71","2603.35","2584.06","2253.00"
"16/03/2024 16:00:00 - 16/03/2024 17:00:00","BZN|FR","1852.55","2501.76","2483.88","2110.00"
"16/03/2024 17:00:00 - 16/03/2024 18:00:00","BZN|FR","1653.97","2173.48","2156.72","1859.00"
"16/03/2024 18:00:00 - 16/03/2024 19:00:00","BZN|FR","1460.95","1847.14","1830.82","1531.00"
"16/03/2024 19:00:00 - 16/03/2024 20:00:00","BZN|FR","1276.07","1529.53","1512.58","1263.00"
"16/03/2024 20:00:00 - 16/03/2024 21:00:00","BZN|FR","1533.38","1940.94","1927.99","1219.00"
"16/03/2024 21:00:00 - 16/03/2024 22:00:00","BZN|FR","1805.12","2365.99","2353.92","1350.00"
"16/03/2024 22:00:00 - 16/03/2024 23:00:00","BZN|FR","2082.19","2793.98","2781.20","1669.00"
"16/03/2024 23:00:00 - 17/03/2024 00:00:00","BZN|FR","2585.86","3205.58","3193.20","2110.00"
"17/03/2024 00:00:00 - 17/03/2024 01:00:00","BZN|FR","4167.71","4102.74","4102.74","2528.00"
"17/03/2024 01:00:00 - 17/03/2024 02:00:00","BZN|FR","4729.22","4722.25","4722.25","2884.00"
"17/03/2024 02:00:00 - 17/03/2024 03:00:00","BZN|FR","4459.30","4551.73","4551.73","3123.00"
"17/03/2024 03:00:00 - 17/03/2024 04:00:00","BZN|FR","4190.74","4382.20","4382.20","3231.00"
"17/03/2024 04:00:00 - 17/03/2024 05:00:00","BZN|FR","3922.42","4212.24","4212.24","3356.00"
"17/03/2024 05:00:00 - 17/03/2024 06:00:00","BZN|FR","3941.02","4144.48","4144.48","3393.00"
"17/03/2024 06:00:00 - 17/03/2024 07:00:00","BZN|FR","3958.92","4077.12","4077.12","3368.00"
"17/03/2024 07:00:00 - 17/03/2024 08:00:00","BZN|FR","3976.19","4506.16","4506.16","3511.00"
"17/03/2024 08:00:00 - 17/03/2024 09:00:00","BZN|FR","3754.83","4228.99","4228.99","3712.00"
"17/03/2024 09:00:00 - 17/03/2024 10:00:00","BZN|FR","3533.29","3888.44","3888.44","3476.00"
"17/03/2024 10:00:00 - 17/03/2024 11:00:00","BZN|FR","3311.82","3521.27","3579.81","3028.00"
"17/03/2024 11:00:00 - 17/03/2024 12:00:00","BZN|FR","3254.58","3582.78","3652.30","2629.00"
"17/03/2024 12:00:00 - 17/03/2024 13:00:00","BZN|FR","3197.65","3643.37","3704.88","2536.00"
"17/03/2024 13:00:00 - 17/03/2024 14:00:00","BZN|FR","3141.62","3709.43","3772.56","2964.00"
"17/03/2024 14:00:00 - 17/03/2024 15:00:00","BZN|FR","3131.72","3519.05","3578.30","3161.00"
"17/03/2024 15:00:00 - 17/03/2024 16:00:00","BZN|FR","3122.10","3337.21","3393.14","3049.00"
"17/03/2024 16:00:00 - 17/03/2024 17:00:00","BZN|FR","3112.94","3155.07","3209.30","2934.00"
"17/03/2024 17:00:00 - 17/03/2024 18:00:00","BZN|FR","2967.91","2828.94","2884.68","2609.00"
"17/03/2024 18:00:00 - 17/03/2024 19:00:00","BZN|FR","2824.15","2503.67","2562.76","2161.00"
"17/03/2024 19:00:00 - 17/03/2024 20:00:00","BZN|FR","2681.23","2183.86","2240.89","1866.00"
"17/03/2024 20:00:00 - 17/03/2024 21:00:00","BZN|FR","2784.67","2214.77","2268.77","1773.00"
"17/03/2024 21:00:00 - 17/03/2024 22:00:00","BZN|FR","2888.35","2246.34","2296.66","1759.00"
"17/03/2024 22:00:00 - 17/03/2024 23:00:00","BZN|FR","2991.96","2276.34","2326.63","1774.00"
"17/03/2024 23:00:00 - 18/03/2024 00:00:00","BZN|FR","2960.78","2201.79","2251.80","1757.00"
"18/03/2024 00:00:00 - 18/03/2024 01:00:00","BZN|FR","2803.09","2401.78","2401.78","1684.00"
"18/03/2024 01:00:00 - 18/03/2024 02:00:00","BZN|FR","2782.51","2375.32","2375.32","1744.00"
"18/03/2024 02:00:00 - 18/03/2024 03:00:00","BZN|FR","2666.94","2365.14","2365.14","1838.00"
"18/03/2024 03:00:00 - 18/03/2024 04:00:00","BZN|FR","2547.24","2355.05","2355.05","1992.00"
"18/03/2024 04:00:00 - 18/03/2024 05:00:00","BZN|FR","2427.46","2347.23","2347.23","1859.00"
"18/03/2024 05:00:00 - 18/03/2024 06:00:00","BZN|FR","2386.64","2286.48","2286.48","2002.00"
"18/03/2024 06:00:00 - 18/03/2024 07:00:00","BZN|FR","2346.35","2221.64","2221.64","2140.00"
"18/03/2024 07:00:00 - 18/03/2024 08:00:00","BZN|FR","2305.39","2441.93","2441.93","2163.00"
"18/03/2024 08:00:00 - 18/03/2024 09:00:00","BZN|FR","2179.74","2269.74","2269.74","2128.00"
"18/03/2024 09:00:00 - 18/03/2024 10:00:00","BZN|FR","2053.57","2106.90","2106.90","1886.00"
"18/03/2024 10:00:00 - 18/03/2024 11:00:00","BZN|FR","1927.88","1959.16","1840.00","1780.00"
"18/03/2024 11:00:00 - 18/03/2024 12:00:00","BZN|FR","1875.96","2008.65","1912.53","1956.00"
"18/03/2024 12:00:00 - 18/03/2024 13:00:00","BZN|FR","1824.07","2064.08","1986.58","2169.00"
"18/03/2024 13:00:00 - 18/03/2024 14:00:00","BZN|FR","1772.31","2122.41","2057.42","2017.00"
"18/03/2024 14:00:00 - 18/03/2024 15:00:00","BZN|FR","1681.40","2091.76","2034.59","2001.00"
"18/03/2024 15:00:00 - 18/03/2024 16:00:00","BZN|FR","1590.54","2061.18","2010.57","2045.00"
"18/03/2024 16:00:00 - 18/03/2024 17:00:00","BZN|FR","1499.97","2032.24","1985.13","2056.00"
"18/03/2024 17:00:00 - 18/03/2024 18:00:00","BZN|FR","1404.03","1953.92","1912.17","1791.00"
"18/03/2024 18:00:00 - 18/03/2024 19:00:00","BZN|FR","1309.34","1877.50","1840.59","1596.00"
"18/03/2024 19:00:00 - 18/03/2024 20:00:00","BZN|FR","1216.29","1801.54","1769.22","1344.00"
"18/03/2024 20:00:00 - 18/03/2024 21:00:00","BZN|FR","1216.18","1733.70","1705.54","1350.00"
"18/03/2024 21:00:00 - 18/03/2024 22:00:00","BZN|FR","1217.40","1668.38","1641.79","1343.00"
"18/03/2024 22:00:00 - 18/03/2024 23:00:00","BZN|FR","1220.85","1604.12","1579.91","1293.00"
"18/03/2024 23:00:00 - 19/03/2024 00:00:00","BZN|FR","1434.87","1722.14","1698.76","1255.00"
"19/03/2024 00:00:00 - 19/03/2024 01:00:00","BZN|FR","1906.09","1772.33","1772.33","1329.00"
"19/03/2024 01:00:00 - 19/03/2024 02:00:00","BZN|FR","2025.69","1881.77","1881.77","1353.00"
"19/03/2024 02:00:00 - 19/03/2024 03:00:00","BZN|FR","2278.43","2019.16","2019.16","1369.00"
"19/03/2024 03:00:00 - 19/03/2024 04:00:00","BZN|FR","2531.29","2158.30","2158.30","1459.00"
"19/03/2024 04:00:00 - 19/03/2024 05:00:00","BZN|FR","2784.71","2298.33","2298.33","1392.00"
"19/03/2024 05:00:00 - 19/03/2024 06:00:00","BZN|FR","2435.24","2136.71","2136.71","1401.00"
"19/03/2024 06:00:00 - 19/03/2024 07:00:00","BZN|FR","2086.30","1974.24","1974.24","1422.00"
"19/03/2024 07:00:00 - 19/03/2024 08:00:00","BZN|FR","1737.40","1591.78","1591.78","1381.00"
"19/03/2024 08:00:00 - 19/03/2024 09:00:00","BZN|FR","1595.46","1460.85","1460.85","1303.00"
"19/03/2024 09:00:00 - 19/03/2024 10:00:00","BZN|FR","1453.91","1277.13","1277.13","1256.00"
"19/03/2024 10:00:00 - 19/03/2024 11:00:00","BZN|FR","1313.03","1069.25","1078.10","1025.00"
"19/03/2024 11:00:00 - 19/03/2024 12:00:00","BZN|FR","1257.67","1028.63","1053.59","943.00"
"19/03/2024 12:00:00 - 19/03/2024 13:00:00","BZN|FR","1202.73","981.07","1015.22","987.00"
"19/03/2024 13:00:00 - 19/03/2024 14:00:00","BZN|FR","1148.35","932.90","970.51","1020.00"
"19/03/2024 14:00:00 - 19/03/2024 15:00:00","BZN|FR","1023.75","841.19","886.74","1017.00"
"19/03/2024 15:00:00 - 19/03/2024 16:00:00","BZN|FR","899.65","757.10","802.55","999.00"
"19/03/2024 16:00:00 - 19/03/2024 17:00:00","BZN|FR","775.75","671.83","718.67","933.00"
"19/03/2024 17:00:00 - 19/03/2024 18:00:00","BZN|FR","778.35","678.94","722.66","821.00"
"19/03/2024 18:00:00 - 19/03/2024 19:00:00","BZN|FR","782.64","688.62","732.38","784.00"
"19/03/2024 19:00:00 - 19/03/2024 20:00:00","BZN|FR","788.18","703.06","741.82","777.00"
"19/03/2024 20:00:00 - 19/03/2024 21:00:00","BZN|FR","1158.51","992.19","1027.26","902.00"
"19/03/2024 21:00:00 - 19/03/2024 22:00:00","BZN|FR","1529.82","1284.01","1313.89","1156.00"
"19/03/2024 22:00:00 - 19/03/2024 23:00:00","BZN|FR","1901.68","1578.26","1603.54","1487.00"
"19/03/2024 23:00:00 - 20/03/2024 00:00:00","BZN|FR","2387.26","1884.98","1920.21","1729.00"
"20/03/2024 00:00:00 - 20/03/2024 01:00:00","BZN|FR","1981.72","2219.87","2219.87","1836.00"
"20/03/2024 01:00:00 - 20/03/2024 02:00:00","BZN|FR","2222.88","2521.28","2521.28","1992.00"
"20/03/2024 02:00:00 - 20/03/2024 03:00:00","BZN|FR","2525.77","2933.73","2933.73","2155.00"
"20/03/2024 03:00:00 - 20/03/2024 04:00:00","BZN|FR","2829.19","3347.34","3347.34","2438.00"
"20/03/2024 04:00:00 - 20/03/2024 05:00:00","BZN|FR","3132.51","3761.09","3761.09","2631.00"
"20/03/2024 05:00:00 - 20/03/2024 06:00:00","BZN|FR","3126.21","3629.37","3629.37","2747.00"
"20/03/2024 06:00:00 - 20/03/2024 07:00:00","BZN|FR","3120.21","3498.26","3498.26","2600.00"
"20/03/2024 07:00:00 - 20/03/2024 08:00:00","BZN|FR","3114.37","2873.27","2873.27","2753.00"
"20/03/2024 08:00:00 - 20/03/2024 09:00:00","BZN|FR","2908.28","2717.50","2717.50","2814.00"
"20/03/2024 09:00:00 - 20/03/2024 10:00:00","BZN|FR","2702.38","2534.75","2534.75","2524.00"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","2497.40","2340.83","2414.81","2162.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","2277.60","2182.99","2251.87","1747.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","2058.07","2023.59","2085.67","1657.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","1839.02","1871.73","1931.33","1637.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","1877.87","1888.21","1941.52","1628.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","1916.84","1905.50","1955.38","1561.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","1955.88","1921.79","1970.06","1577.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","1965.92","1903.04","1950.27","1572.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","1976.77","1885.08","1932.10","1584.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","1987.86","1870.30","1916.11","1591.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","2461.99","2095.16","2138.59","1736.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","2936.56","2322.26","2363.10","1981.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","3411.17","2552.15","2591.88","2205.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","3250.98","2880.42","2924.29","2408.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","3053.05","2655.60","2655.60","2375.00"
"21/03/2024 01:00:00 - 21/03/2024 02:00:00","BZN|FR","3366.99","2766.68","2766.68","2274.00"
"21/03/2024 02:00:00 - 21/03/2024 03:00:00","BZN|FR","3501.04","2768.77","2768.77","2312.00"
"21/03/2024 03:00:00 - 21/03/2024 04:00:00","BZN|FR","3634.98","2769.09","2769.09","2319.00"
"21/03/2024 04:00:00 - 21/03/2024 05:00:00","BZN|FR","3769.37","2770.63","2770.63","2307.00"
"21/03/2024 05:00:00 - 21/03/2024 06:00:00","BZN|FR","3512.84","2661.72","2661.72","2346.00"
"21/03/2024 06:00:00 - 21/03/2024 07:00:00","BZN|FR","3257.40","2553.79","2553.79","2322.00"
"21/03/2024 07:00:00 - 21/03/2024 08:00:00","BZN|FR","3005.37","2260.19","2260.19","2076.00"
"21/03/2024 08:00:00 - 21/03/2024 09:00:00","BZN|FR","2417.81","1722.72","1722.72","1867.00"
"21/03/2024 09:00:00 - 21/03/2024 10:00:00","BZN|FR","1831.11","1172.67","1172.67","1356.00"
"21/03/2024 10:00:00 - 21/03/2024 11:00:00","BZN|FR","1247.94","640.33","721.01","822.00"
"21/03/2024 11:00:00 - 21/03/2024 12:00:00","BZN|FR","1066.11","574.47","631.13","752.00"
"21/03/2024 12:00:00 - 21/03/2024 13:00:00","BZN|FR","885.76","513.11","555.87","814.00"
"21/03/2024 13:00:00 - 21/03/2024 14:00:00","BZN|FR","706.26","460.15","499.21","794.00"
"21/03/2024 14:00:00 - 21/03/2024 15:00:00","BZN|FR","798.90","555.68","586.86","788.00"
"21/03/2024 15:00:00 - 21/03/2024 16:00:00","BZN|FR","894.52","659.02","686.06","886.00"
"21/03/2024 16:00:00 - 21/03/2024 17:00:00","BZN|FR","990.83","766.74","790.68","982.00"
"21/03/2024 17:00:00 - 21/03/2024 18:00:00","BZN|FR","1075.50","902.79","927.49","1093.00"
"21/03/2024 18:00:00 - 21/03/2024 19:00:00","BZN|FR","1161.25","1046.44","1071.14","1060.00"
"21/03/2024 19:00:00 - 21/03/2024 20:00:00","BZN|FR","1247.39","1192.30","1215.48","1078.00"
"21/03/2024 20:00:00 - 21/03/2024 21:00:00","BZN|FR","1492.41","1383.61","1404.97","1249.00"
"21/03/2024 21:00:00 - 21/03/2024 22:00:00","BZN|FR","1737.85","1575.42","1595.49","1442.00"
"21/03/2024 22:00:00 - 21/03/2024 23:00:00","BZN|FR","1983.39","1767.91","1786.62","1513.00"
"21/03/2024 23:00:00 - 22/03/2024 00:00:00","BZN|FR","2232.58","1785.70","1804.62","1484.00"
"22/03/2024 00:00:00 - 22/03/2024 01:00:00","BZN|FR","2099.18","2058.46","2058.46","1562.00"
"22/03/2024 01:00:00 - 22/03/2024 02:00:00","BZN|FR","2245.54","2258.03","2258.03","1637.00"
"22/03/2024 02:00:00 - 22/03/2024 03:00:00","BZN|FR","2304.78","2516.52","2516.52","1603.00"
"22/03/2024 03:00:00 - 22/03/2024 04:00:00","BZN|FR","2363.16","2776.83","2776.83","1565.00"
"22/03/2024 04:00:00 - 22/03/2024 05:00:00","BZN|FR","2421.58","3037.15","3037.15","1778.00"
"22/03/2024 05:00:00 - 22/03/2024 06:00:00","BZN|FR","2267.83","2826.13","2826.13","2036.00"
"22/03/2024 06:00:00 - 22/03/2024 07:00:00","BZN|FR","2114.11","2615.48","2615.48","2120.00"
"22/03/2024 07:00:00 - 22/03/2024 08:00:00","BZN|FR","1960.16","2219.28","2219.28","2103.00"
"22/03/2024 08:00:00 - 22/03/2024 09:00:00","BZN|FR","1858.54","2028.36","2028.36","2089.00"
"22/03/2024 09:00:00 - 22/03/2024 10:00:00","BZN|FR","1757.16","1826.90","1826.90","1970.00"
"22/03/2024 10:00:00 - 22/03/2024 11:00:00","BZN|FR","1655.62","1618.81","1745.83","1689.00"
"22/03/2024 11:00:00 - 22/03/2024 12:00:00","BZN|FR","1850.56","1913.53","2010.94","1548.00"
"22/03/2024 12:00:00 - 22/03/2024 13:00:00","BZN|FR","2045.77","2208.95","2288.43","1577.00"
"22/03/2024 13:00:00 - 22/03/2024 14:00:00","BZN|FR","2241.21","2509.98","2577.91","1632.00"
"22/03/2024 14:00:00 - 22/03/2024 15:00:00","BZN|FR","2738.72","3181.68","3241.04","1727.00"
"22/03/2024 15:00:00 - 22/03/2024 16:00:00","BZN|FR","3236.29","3858.11","3909.33","1973.00"
"22/03/2024 16:00:00 - 22/03/2024 17:00:00","BZN|FR","3734.48","4534.26","4581.30","2522.00"
"22/03/2024 17:00:00 - 22/03/2024 18:00:00","BZN|FR","4113.81","4761.56","4804.43","3271.00"
"22/03/2024 18:00:00 - 22/03/2024 19:00:00","BZN|FR","4493.87","4989.53","5028.81","3630.00"
"22/03/2024 19:00:00 - 22/03/2024 20:00:00","BZN|FR","4873.77","5219.61","5255.65","3819.00"
"22/03/2024 20:00:00 - 22/03/2024 21:00:00","BZN|FR","5231.61","5618.37","5653.26","4580.00"
"22/03/2024 21:00:00 - 22/03/2024 22:00:00","BZN|FR","5589.69","6018.87","6051.97","5478.00"
"22/03/2024 22:00:00 - 22/03/2024 23:00:00","BZN|FR","5948.09","6419.64","6452.04","5854.00"
"22/03/2024 23:00:00 - 23/03/2024 00:00:00","BZN|FR","6227.84","6934.95","6966.95","6018.00"
"23/03/2024 00:00:00 - 23/03/2024 01:00:00","BZN|FR","7898.38","7901.99","7901.99","6109.00"
"23/03/2024 01:00:00 - 23/03/2024 02:00:00","BZN|FR","8331.93","8267.60","8267.60","6544.00"
"23/03/2024 02:00:00 - 23/03/2024 03:00:00","BZN|FR","8422.58","8878.72","8878.72","7136.00"
"23/03/2024 03:00:00 - 23/03/2024 04:00:00","BZN|FR","8508.14","9488.97","9488.97","7473.00"
"23/03/2024 04:00:00 - 23/03/2024 05:00:00","BZN|FR","8591.50","10098.26","10098.26","7752.00"
"23/03/2024 05:00:00 - 23/03/2024 06:00:00","BZN|FR","9048.10","10295.55","10295.55","8198.00"
"23/03/2024 06:00:00 - 23/03/2024 07:00:00","BZN|FR","9504.45","10493.00","10493.00","8505.00"
"23/03/2024 07:00:00 - 23/03/2024 08:00:00","BZN|FR","9957.74","9753.82","9753.82","9062.00"
"23/03/2024 08:00:00 - 23/03/2024 09:00:00","BZN|FR","10360.27","10005.14","10005.14","8907.00"
"23/03/2024 09:00:00 - 23/03/2024 10:00:00","BZN|FR","10761.45","10230.34","10230.34","8740.00"
"23/03/2024 10:00:00 - 23/03/2024 11:00:00","BZN|FR","11162.85","10444.66","9954.77","9475.00"
"23/03/2024 11:00:00 - 23/03/2024 12:00:00","BZN|FR","12247.81","11681.14","11346.02","10816.00"
"23/03/2024 12:00:00 - 23/03/2024 13:00:00","BZN|FR","13330.86","12914.68","12667.25","7336.00"
"23/03/2024 13:00:00 - 23/03/2024 14:00:00","BZN|FR","14413.82","14145.13","13942.52","7433.00"
"23/03/2024 14:00:00 - 23/03/2024 15:00:00","BZN|FR","14576.88","14411.03","14247.12","7707.00"
"23/03/2024 15:00:00 - 23/03/2024 16:00:00","BZN|FR","14739.63","14676.48","14538.75","8041.00"
"23/03/2024 16:00:00 - 23/03/2024 17:00:00","BZN|FR","14902.30","14940.82","14821.63","7897.00"
"23/03/2024 17:00:00 - 23/03/2024 18:00:00","BZN|FR","13966.87","14080.70","13977.08","12075.00"
"23/03/2024 18:00:00 - 23/03/2024 19:00:00","BZN|FR","13033.79","13220.00","13134.26","11966.00"
"23/03/2024 19:00:00 - 23/03/2024 20:00:00","BZN|FR","12102.04","12361.83","12286.68","10847.00"
"23/03/2024 20:00:00 - 23/03/2024 21:00:00","BZN|FR","11629.95","11613.64","11542.20","9456.00"
"23/03/2024 21:00:00 - 23/03/2024 22:00:00","BZN|FR","11157.93","10864.11","10795.60","8516.00"
"23/03/2024 22:00:00 - 23/03/2024 23:00:00","BZN|FR","10686.22","10114.03","10050.40","8080.00"
"23/03/2024 23:00:00 - 24/03/2024 00:00:00","BZN|FR","10781.39","10142.83","10084.35","7746.00"
"24/03/2024 00:00:00 - 24/03/2024 01:00:00","BZN|FR","8988.97","9461.72","9461.72","8076.00"
"24/03/2024 01:00:00 - 24/03/2024 02:00:00","BZN|FR","8970.01","9253.17","9253.17","8191.00"
"24/03/2024 02:00:00 - 24/03/2024 03:00:00","BZN|FR","9337.52","9633.19","9633.19","8351.00"
"24/03/2024 03:00:00 - 24/03/2024 04:00:00","BZN|FR","9680.67","10000.22","10000.22","8890.00"
"24/03/2024 04:00:00 - 24/03/2024 05:00:00","BZN|FR","10015.17","10367.64","10367.64","9216.00"
"24/03/2024 05:00:00 - 24/03/2024 06:00:00","BZN|FR","9898.77","10241.25","10241.25","9447.00"
