"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"21/02/2024 23:00:00 - 22/02/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 00:00:00 - 22/02/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 01:00:00 - 22/02/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 02:00:00 - 22/02/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 03:00:00 - 22/02/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 04:00:00 - 22/02/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 05:00:00 - 22/02/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 06:00:00 - 22/02/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 07:00:00 - 22/02/2024 08:00:00","BZN|FR","0.00","0.00","0.00","226.00"
"22/02/2024 08:00:00 - 22/02/2024 09:00:00","BZN|FR","175.10","170.39","170.39","271.00"
"22/02/2024 09:00:00 - 22/02/2024 10:00:00","BZN|FR","1271.94","1157.27","1157.27","672.00"
"22/02/2024 10:00:00 - 22/02/2024 11:00:00","BZN|FR","2194.04","2290.24","3040.46","1619.00"
"22/02/2024 11:00:00 - 22/02/2024 12:00:00","BZN|FR","3133.78","3074.83","3944.24","2320.00"
"22/02/2024 12:00:00 - 22/02/2024 13:00:00","BZN|FR","3803.71","3540.80","4286.21","3054.00"
"22/02/2024 13:00:00 - 22/02/2024 14:00:00","BZN|FR","3926.55","3755.32","4039.76","3380.00"
"22/02/2024 14:00:00 - 22/02/2024 15:00:00","BZN|FR","3423.08","3226.40","3568.33","3390.00"
"22/02/2024 15:00:00 - 22/02/2024 16:00:00","BZN|FR","2663.74","2657.26","2657.86","2637.00"
"22/02/2024 16:00:00 - 22/02/2024 17:00:00","BZN|FR","1574.13","1625.43","1625.64","1929.00"
"22/02/2024 17:00:00 - 22/02/2024 18:00:00","BZN|FR","810.11","732.91","732.93","1185.00"
"22/02/2024 18:00:00 - 22/02/2024 19:00:00","BZN|FR","41.80","37.32","37.33","551.00"
"22/02/2024 19:00:00 - 22/02/2024 20:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 20:00:00 - 22/02/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 21:00:00 - 22/02/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 22:00:00 - 22/02/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/02/2024 23:00:00 - 23/02/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 00:00:00 - 23/02/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 01:00:00 - 23/02/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 02:00:00 - 23/02/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 03:00:00 - 23/02/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 04:00:00 - 23/02/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 05:00:00 - 23/02/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 06:00:00 - 23/02/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 07:00:00 - 23/02/2024 08:00:00","BZN|FR","0.00","0.00","0.00","232.00"
"23/02/2024 08:00:00 - 23/02/2024 09:00:00","BZN|FR","380.25","363.93","363.93","342.00"
"23/02/2024 09:00:00 - 23/02/2024 10:00:00","BZN|FR","2162.36","2154.18","2154.18","1362.00"
"23/02/2024 10:00:00 - 23/02/2024 11:00:00","BZN|FR","3582.77","4003.45","4969.14","3565.00"
"23/02/2024 11:00:00 - 23/02/2024 12:00:00","BZN|FR","4515.59","4685.39","6197.91","5573.00"
"23/02/2024 12:00:00 - 23/02/2024 13:00:00","BZN|FR","5006.32","4845.47","6160.92","6236.00"
"23/02/2024 13:00:00 - 23/02/2024 14:00:00","BZN|FR","4831.03","4782.85","5450.58","6406.00"
"23/02/2024 14:00:00 - 23/02/2024 15:00:00","BZN|FR","4185.78","4269.84","4403.75","6141.00"
"23/02/2024 15:00:00 - 23/02/2024 16:00:00","BZN|FR","3278.17","3435.68","3437.65","5352.00"
"23/02/2024 16:00:00 - 23/02/2024 17:00:00","BZN|FR","1913.81","2025.96","2026.74","4240.00"
"23/02/2024 17:00:00 - 23/02/2024 18:00:00","BZN|FR","820.89","802.42","802.77","2496.00"
"23/02/2024 18:00:00 - 23/02/2024 19:00:00","BZN|FR","36.70","38.13","38.14","844.00"
"23/02/2024 19:00:00 - 23/02/2024 20:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 20:00:00 - 23/02/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 21:00:00 - 23/02/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 22:00:00 - 23/02/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"23/02/2024 23:00:00 - 24/02/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 00:00:00 - 24/02/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 01:00:00 - 24/02/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 02:00:00 - 24/02/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 03:00:00 - 24/02/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 04:00:00 - 24/02/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 05:00:00 - 24/02/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 06:00:00 - 24/02/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 07:00:00 - 24/02/2024 08:00:00","BZN|FR","0.00","0.00","0.00","230.00"
"24/02/2024 08:00:00 - 24/02/2024 09:00:00","BZN|FR","284.56","289.70","315.20","330.00"
"24/02/2024 09:00:00 - 24/02/2024 10:00:00","BZN|FR","1621.44","1652.17","1878.52","1088.00"
"24/02/2024 10:00:00 - 24/02/2024 11:00:00","BZN|FR","2680.70","2793.61","3503.87","2979.00"
"24/02/2024 11:00:00 - 24/02/2024 12:00:00","BZN|FR","3419.39","3750.89","4471.58","5289.00"
"24/02/2024 12:00:00 - 24/02/2024 13:00:00","BZN|FR","3817.72","3944.44","3951.94","6689.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|FR","3977.71","4058.70","4178.68","7403.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|FR","3810.43","3727.80","4017.23","7308.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|FR","3093.51","3089.20","3297.34","6553.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|FR","2030.86","2094.73","2278.10","5064.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|FR","1031.00","1074.03","1145.92","3274.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|FR","57.00","60.74","61.19","1191.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 02:00:00 - 25/02/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 03:00:00 - 25/02/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 04:00:00 - 25/02/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 05:00:00 - 25/02/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 06:00:00 - 25/02/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 07:00:00 - 25/02/2024 08:00:00","BZN|FR","0.00","0.00","0.00","229.00"
"25/02/2024 08:00:00 - 25/02/2024 09:00:00","BZN|FR","310.03","377.97","377.97","342.00"
"25/02/2024 09:00:00 - 25/02/2024 10:00:00","BZN|FR","1565.96","1854.98","1854.98","1087.00"
"25/02/2024 10:00:00 - 25/02/2024 11:00:00","BZN|FR","2492.01","2994.38","3294.94","2392.00"
"25/02/2024 11:00:00 - 25/02/2024 12:00:00","BZN|FR","3369.05","3575.16","4110.30","3264.00"
"25/02/2024 12:00:00 - 25/02/2024 13:00:00","BZN|FR","3729.19","3753.53","4334.04","3998.00"
"25/02/2024 13:00:00 - 25/02/2024 14:00:00","BZN|FR","3609.29","3753.42","3803.53","3811.00"
"25/02/2024 14:00:00 - 25/02/2024 15:00:00","BZN|FR","3223.57","3286.51","3405.13","3424.00"
"25/02/2024 15:00:00 - 25/02/2024 16:00:00","BZN|FR","2663.81","2640.75","2640.84","2810.00"
"25/02/2024 16:00:00 - 25/02/2024 17:00:00","BZN|FR","1752.42","1696.83","1696.87","2058.00"
"25/02/2024 17:00:00 - 25/02/2024 18:00:00","BZN|FR","783.41","766.24","766.27","1237.00"
"25/02/2024 18:00:00 - 25/02/2024 19:00:00","BZN|FR","49.47","60.79","60.78","518.00"
"25/02/2024 19:00:00 - 25/02/2024 20:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 20:00:00 - 25/02/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 21:00:00 - 25/02/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 22:00:00 - 25/02/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"25/02/2024 23:00:00 - 26/02/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 00:00:00 - 26/02/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 01:00:00 - 26/02/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 02:00:00 - 26/02/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 03:00:00 - 26/02/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 04:00:00 - 26/02/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 05:00:00 - 26/02/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 06:00:00 - 26/02/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 07:00:00 - 26/02/2024 08:00:00","BZN|FR","0.00","0.00","0.00","235.00"
"26/02/2024 08:00:00 - 26/02/2024 09:00:00","BZN|FR","301.89","316.83","316.83","329.00"
"26/02/2024 09:00:00 - 26/02/2024 10:00:00","BZN|FR","1739.77","1956.79","1956.79","1062.00"
"26/02/2024 10:00:00 - 26/02/2024 11:00:00","BZN|FR","3214.52","3630.75","4018.46","2524.00"
"26/02/2024 11:00:00 - 26/02/2024 12:00:00","BZN|FR","4235.61","4410.71","4914.51","4188.00"
"26/02/2024 12:00:00 - 26/02/2024 13:00:00","BZN|FR","4722.08","4551.28","5236.12","5411.00"
"26/02/2024 13:00:00 - 26/02/2024 14:00:00","BZN|FR","4595.87","4169.31","4711.89","5883.00"
"26/02/2024 14:00:00 - 26/02/2024 15:00:00","BZN|FR","4298.97","3576.62","3660.59","5889.00"
"26/02/2024 15:00:00 - 26/02/2024 16:00:00","BZN|FR","3344.46","3001.82","3001.62","4919.00"
"26/02/2024 16:00:00 - 26/02/2024 17:00:00","BZN|FR","2129.36","1890.84","1890.75","3705.00"
"26/02/2024 17:00:00 - 26/02/2024 18:00:00","BZN|FR","1047.68","867.04","867.14","2267.00"
"26/02/2024 18:00:00 - 26/02/2024 19:00:00","BZN|FR","66.13","64.35","64.35","820.00"
"26/02/2024 19:00:00 - 26/02/2024 20:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 20:00:00 - 26/02/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 21:00:00 - 26/02/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 22:00:00 - 26/02/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"26/02/2024 23:00:00 - 27/02/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 00:00:00 - 27/02/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 01:00:00 - 27/02/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 02:00:00 - 27/02/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 03:00:00 - 27/02/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 04:00:00 - 27/02/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 05:00:00 - 27/02/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 06:00:00 - 27/02/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 07:00:00 - 27/02/2024 08:00:00","BZN|FR","0.00","0.00","0.00","233.00"
"27/02/2024 08:00:00 - 27/02/2024 09:00:00","BZN|FR","325.41","351.98","351.98","336.00"
"27/02/2024 09:00:00 - 27/02/2024 10:00:00","BZN|FR","1731.98","1880.32","1880.32","1006.00"
"27/02/2024 10:00:00 - 27/02/2024 11:00:00","BZN|FR","2882.61","3576.34","3839.42","2280.00"
"27/02/2024 11:00:00 - 27/02/2024 12:00:00","BZN|FR","3948.91","3991.27","4668.34","3563.00"
"27/02/2024 12:00:00 - 27/02/2024 13:00:00","BZN|FR","4171.17","4613.68","4741.51","4506.00"
"27/02/2024 13:00:00 - 27/02/2024 14:00:00","BZN|FR","4195.59","4567.10","4708.78","5051.00"
"27/02/2024 14:00:00 - 27/02/2024 15:00:00","BZN|FR","3899.56","4144.42","4228.11","5119.00"
"27/02/2024 15:00:00 - 27/02/2024 16:00:00","BZN|FR","3042.81","3305.68","3307.28","4389.00"
"27/02/2024 16:00:00 - 27/02/2024 17:00:00","BZN|FR","1978.32","2178.65","2179.17","3270.00"
"27/02/2024 17:00:00 - 27/02/2024 18:00:00","BZN|FR","1095.28","1037.00","1037.15","1940.00"
"27/02/2024 18:00:00 - 27/02/2024 19:00:00","BZN|FR","96.98","88.17","88.19","768.00"
"27/02/2024 19:00:00 - 27/02/2024 20:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 20:00:00 - 27/02/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 21:00:00 - 27/02/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 22:00:00 - 27/02/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"27/02/2024 23:00:00 - 28/02/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 00:00:00 - 28/02/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 01:00:00 - 28/02/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 02:00:00 - 28/02/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 03:00:00 - 28/02/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 04:00:00 - 28/02/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 05:00:00 - 28/02/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 06:00:00 - 28/02/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 07:00:00 - 28/02/2024 08:00:00","BZN|FR","0.00","0.00","0.00","237.00"
"28/02/2024 08:00:00 - 28/02/2024 09:00:00","BZN|FR","480.67","512.47","512.47","369.00"
"28/02/2024 09:00:00 - 28/02/2024 10:00:00","BZN|FR","2521.25","2719.16","2719.16","1429.00"
"28/02/2024 10:00:00 - 28/02/2024 11:00:00","BZN|FR","4629.48","5087.82","5517.31","3627.00"
"28/02/2024 11:00:00 - 28/02/2024 12:00:00","BZN|FR","6034.97","6707.53","7129.85","5384.00"
"28/02/2024 12:00:00 - 28/02/2024 13:00:00","BZN|FR","6832.83","7384.42","7999.85","6483.00"
"28/02/2024 13:00:00 - 28/02/2024 14:00:00","BZN|FR","7157.54","7543.92","7872.50","7608.00"
"28/02/2024 14:00:00 - 28/02/2024 15:00:00","BZN|FR","6997.57","6961.60","7079.30","7920.00"
"28/02/2024 15:00:00 - 28/02/2024 16:00:00","BZN|FR","5754.38","5705.68","5710.33","7489.00"
"28/02/2024 16:00:00 - 28/02/2024 17:00:00","BZN|FR","3998.31","3795.05","3797.35","6429.00"
"28/02/2024 17:00:00 - 28/02/2024 18:00:00","BZN|FR","1867.48","1718.54","1719.48","4113.00"
"28/02/2024 18:00:00 - 28/02/2024 19:00:00","BZN|FR","159.34","133.84","133.92","1578.00"
"28/02/2024 19:00:00 - 28/02/2024 20:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 20:00:00 - 28/02/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 21:00:00 - 28/02/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 22:00:00 - 28/02/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"28/02/2024 23:00:00 - 29/02/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 00:00:00 - 29/02/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 01:00:00 - 29/02/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 02:00:00 - 29/02/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 03:00:00 - 29/02/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 04:00:00 - 29/02/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 05:00:00 - 29/02/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 06:00:00 - 29/02/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 07:00:00 - 29/02/2024 08:00:00","BZN|FR","0.00","0.00","0.00","232.00"
"29/02/2024 08:00:00 - 29/02/2024 09:00:00","BZN|FR","651.73","687.06","687.06","422.00"
"29/02/2024 09:00:00 - 29/02/2024 10:00:00","BZN|FR","2998.89","3177.53","3177.53","1768.00"
"29/02/2024 10:00:00 - 29/02/2024 11:00:00","BZN|FR","5076.15","5533.19","6241.04","4240.00"
"29/02/2024 11:00:00 - 29/02/2024 12:00:00","BZN|FR","6599.85","6656.08","7644.44","6287.00"
"29/02/2024 12:00:00 - 29/02/2024 13:00:00","BZN|FR","7175.89","7195.57","7958.82","7806.00"
"29/02/2024 13:00:00 - 29/02/2024 14:00:00","BZN|FR","7255.15","7020.87","7698.28","8526.00"
"29/02/2024 14:00:00 - 29/02/2024 15:00:00","BZN|FR","6533.25","6410.18","6577.20","8240.00"
"29/02/2024 15:00:00 - 29/02/2024 16:00:00","BZN|FR","5409.68","5136.51","5135.45","7396.00"
"29/02/2024 16:00:00 - 29/02/2024 17:00:00","BZN|FR","3597.37","3445.74","3445.72","5742.00"
"29/02/2024 17:00:00 - 29/02/2024 18:00:00","BZN|FR","1469.83","1443.37","1443.56","3356.00"
"29/02/2024 18:00:00 - 29/02/2024 19:00:00","BZN|FR","109.65","108.84","108.86","1184.00"
"29/02/2024 19:00:00 - 29/02/2024 20:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 20:00:00 - 29/02/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 21:00:00 - 29/02/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 22:00:00 - 29/02/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"29/02/2024 23:00:00 - 01/03/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 00:00:00 - 01/03/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 01:00:00 - 01/03/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 02:00:00 - 01/03/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 03:00:00 - 01/03/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 04:00:00 - 01/03/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 05:00:00 - 01/03/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 06:00:00 - 01/03/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 07:00:00 - 01/03/2024 08:00:00","BZN|FR","0.00","0.00","0.00","231.00"
"01/03/2024 08:00:00 - 01/03/2024 09:00:00","BZN|FR","495.65","532.94","532.94","389.00"
"01/03/2024 09:00:00 - 01/03/2024 10:00:00","BZN|FR","2419.87","2631.51","2631.51","1593.00"
"01/03/2024 10:00:00 - 01/03/2024 11:00:00","BZN|FR","4276.30","4411.47","5685.00","3996.00"
"01/03/2024 11:00:00 - 01/03/2024 12:00:00","BZN|FR","5403.33","5382.11","7162.53","6107.00"
"01/03/2024 12:00:00 - 01/03/2024 13:00:00","BZN|FR","6100.94","5823.71","7559.29","7412.00"
"01/03/2024 13:00:00 - 01/03/2024 14:00:00","BZN|FR","5753.71","5874.92","6856.83","7770.00"
"01/03/2024 14:00:00 - 01/03/2024 15:00:00","BZN|FR","5184.80","5398.00","5901.79","7137.00"
"01/03/2024 15:00:00 - 01/03/2024 16:00:00","BZN|FR","4479.12","4532.42","4534.17","6072.00"
"01/03/2024 16:00:00 - 01/03/2024 17:00:00","BZN|FR","2945.21","2983.59","2984.37","4710.00"
"01/03/2024 17:00:00 - 01/03/2024 18:00:00","BZN|FR","1447.32","1446.43","1446.81","3133.00"
"01/03/2024 18:00:00 - 01/03/2024 19:00:00","BZN|FR","136.61","130.67","130.67","1233.00"
"01/03/2024 19:00:00 - 01/03/2024 20:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 20:00:00 - 01/03/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 21:00:00 - 01/03/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 22:00:00 - 01/03/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"01/03/2024 23:00:00 - 02/03/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 00:00:00 - 02/03/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 01:00:00 - 02/03/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 02:00:00 - 02/03/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 03:00:00 - 02/03/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 04:00:00 - 02/03/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 05:00:00 - 02/03/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 06:00:00 - 02/03/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 07:00:00 - 02/03/2024 08:00:00","BZN|FR","0.00","0.00","0.00","228.00"
"02/03/2024 08:00:00 - 02/03/2024 09:00:00","BZN|FR","556.89","595.87","595.87","411.00"
"02/03/2024 09:00:00 - 02/03/2024 10:00:00","BZN|FR","2246.10","2367.86","2367.86","1382.00"
"02/03/2024 10:00:00 - 02/03/2024 11:00:00","BZN|FR","3378.49","3926.28","4096.47","3075.00"
"02/03/2024 11:00:00 - 02/03/2024 12:00:00","BZN|FR","4369.83","4542.63","4974.96","4697.00"
"02/03/2024 12:00:00 - 02/03/2024 13:00:00","BZN|FR","4855.68","4654.69","5210.89","5272.00"
"02/03/2024 13:00:00 - 02/03/2024 14:00:00","BZN|FR","4911.03","4806.51","4765.13","5285.00"
"02/03/2024 14:00:00 - 02/03/2024 15:00:00","BZN|FR","4513.39","4121.61","4249.72","4863.00"
"02/03/2024 15:00:00 - 02/03/2024 16:00:00","BZN|FR","3605.98","3290.10","3289.90","3712.00"
"02/03/2024 16:00:00 - 02/03/2024 17:00:00","BZN|FR","2289.98","2165.66","2165.49","2599.00"
"02/03/2024 17:00:00 - 02/03/2024 18:00:00","BZN|FR","1133.35","1154.89","1154.93","1619.00"
"02/03/2024 18:00:00 - 02/03/2024 19:00:00","BZN|FR","122.98","128.27","128.27","717.00"
"02/03/2024 19:00:00 - 02/03/2024 20:00:00","BZN|FR","0.00","0.00","0.00","259.00"
"02/03/2024 20:00:00 - 02/03/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 21:00:00 - 02/03/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 22:00:00 - 02/03/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"02/03/2024 23:00:00 - 03/03/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"03/03/2024 00:00:00 - 03/03/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"03/03/2024 01:00:00 - 03/03/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"03/03/2024 02:00:00 - 03/03/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"03/03/2024 03:00:00 - 03/03/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"03/03/2024 04:00:00 - 03/03/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"03/03/2024 05:00:00 - 03/03/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"03/03/2024 06:00:00 - 03/03/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"03/03/2024 07:00:00 - 03/03/2024 08:00:00","BZN|FR","0.00","0.00","0.00","225.00"
"03/03/2024 08:00:00 - 03/03/2024 09:00:00","BZN|FR","442.95","354.22","354.22","325.00"
"03/03/2024 09:00:00 - 03/03/2024 10:00:00","BZN|FR","1665.27","1724.28","1724.28","1004.00"
"03/03/2024 10:00:00 - 03/03/2024 11:00:00","BZN|FR","2808.12","3018.80","3404.01","2559.00"
"03/03/2024 11:00:00 - 03/03/2024 12:00:00","BZN|FR","3809.44","3959.04","4328.03","4137.00"
"03/03/2024 12:00:00 - 03/03/2024 13:00:00","BZN|FR","4313.09","4268.88","4769.76","5237.00"
"03/03/2024 13:00:00 - 03/03/2024 14:00:00","BZN|FR","4640.05","4340.67","4632.64","5555.00"
"03/03/2024 14:00:00 - 03/03/2024 15:00:00","BZN|FR","4163.09","4326.94","4326.63","5151.00"
