"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"12/10/2024 04:00:00 - 12/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/10/2024 05:00:00 - 12/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/10/2024 06:00:00 - 12/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/10/2024 07:00:00 - 12/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","272.00"
"12/10/2024 08:00:00 - 12/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","432.00"
"12/10/2024 09:00:00 - 12/10/2024 10:00:00","BZN|FR","368.06","419.84","419.84","1340.00"
"12/10/2024 10:00:00 - 12/10/2024 11:00:00","BZN|FR","1898.64","2080.93","1851.15","2787.00"
"12/10/2024 11:00:00 - 12/10/2024 12:00:00","BZN|FR","3009.05","3794.53","3348.11","3854.00"
"12/10/2024 12:00:00 - 12/10/2024 13:00:00","BZN|FR","4076.28","4354.89","4238.49","4657.00"
"12/10/2024 13:00:00 - 12/10/2024 14:00:00","BZN|FR","4229.50","4514.69","4537.04","5652.00"
"12/10/2024 14:00:00 - 12/10/2024 15:00:00","BZN|FR","4254.70","4395.69","4509.83","5406.00"
"12/10/2024 15:00:00 - 12/10/2024 16:00:00","BZN|FR","4400.87","4208.70","4218.72","5037.00"
"12/10/2024 16:00:00 - 12/10/2024 17:00:00","BZN|FR","3776.80","3467.54","3441.77","3995.00"
"12/10/2024 17:00:00 - 12/10/2024 18:00:00","BZN|FR","2596.56","2441.27","2355.91","2526.00"
"12/10/2024 18:00:00 - 12/10/2024 19:00:00","BZN|FR","1299.25","1288.84","1325.82","953.00"
"12/10/2024 19:00:00 - 12/10/2024 20:00:00","BZN|FR","115.59","103.87","117.22","303.00"
"12/10/2024 20:00:00 - 12/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/10/2024 21:00:00 - 12/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/10/2024 22:00:00 - 12/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/10/2024 23:00:00 - 13/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 00:00:00 - 13/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 01:00:00 - 13/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 02:00:00 - 13/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 03:00:00 - 13/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 04:00:00 - 13/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 05:00:00 - 13/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 06:00:00 - 13/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 07:00:00 - 13/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","264.00"
"13/10/2024 08:00:00 - 13/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","459.00"
"13/10/2024 09:00:00 - 13/10/2024 10:00:00","BZN|FR","421.42","431.75","431.75","1968.00"
"13/10/2024 10:00:00 - 13/10/2024 11:00:00","BZN|FR","2563.80","2449.48","2951.00","4645.00"
"13/10/2024 11:00:00 - 13/10/2024 12:00:00","BZN|FR","4764.31","4785.00","5661.84","7052.00"
"13/10/2024 12:00:00 - 13/10/2024 13:00:00","BZN|FR","6693.06","6182.04","7659.48","8854.00"
"13/10/2024 13:00:00 - 13/10/2024 14:00:00","BZN|FR","8133.86","7522.86","8602.26","9982.00"
"13/10/2024 14:00:00 - 13/10/2024 15:00:00","BZN|FR","8434.29","7787.71","8680.75","7764.00"
"13/10/2024 15:00:00 - 13/10/2024 16:00:00","BZN|FR","8256.55","7822.58","8061.72","8899.00"
"13/10/2024 16:00:00 - 13/10/2024 17:00:00","BZN|FR","7038.90","6698.59","6906.67","7567.00"
"13/10/2024 17:00:00 - 13/10/2024 18:00:00","BZN|FR","4850.64","4625.16","4791.70","4356.00"
"13/10/2024 18:00:00 - 13/10/2024 19:00:00","BZN|FR","2131.77","2098.52","2180.96","1331.00"
"13/10/2024 19:00:00 - 13/10/2024 20:00:00","BZN|FR","138.49","145.18","142.90","307.00"
"13/10/2024 20:00:00 - 13/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 21:00:00 - 13/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 22:00:00 - 13/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/10/2024 23:00:00 - 14/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 00:00:00 - 14/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 01:00:00 - 14/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 02:00:00 - 14/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 03:00:00 - 14/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 04:00:00 - 14/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 05:00:00 - 14/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 06:00:00 - 14/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 07:00:00 - 14/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","280.00"
"14/10/2024 08:00:00 - 14/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","409.00"
"14/10/2024 09:00:00 - 14/10/2024 10:00:00","BZN|FR","338.13","280.57","280.57","1344.00"
"14/10/2024 10:00:00 - 14/10/2024 11:00:00","BZN|FR","2235.39","1861.93","2117.19","3429.00"
"14/10/2024 11:00:00 - 14/10/2024 12:00:00","BZN|FR","4164.64","3685.39","4085.29","5530.00"
"14/10/2024 12:00:00 - 14/10/2024 13:00:00","BZN|FR","5658.86","4803.04","5442.83","7026.00"
"14/10/2024 13:00:00 - 14/10/2024 14:00:00","BZN|FR","6941.52","5412.71","6434.93","7626.00"
"14/10/2024 14:00:00 - 14/10/2024 15:00:00","BZN|FR","7027.33","5398.01","6211.75","7261.00"
"14/10/2024 15:00:00 - 14/10/2024 16:00:00","BZN|FR","6560.58","5107.06","6035.63","6310.00"
"14/10/2024 16:00:00 - 14/10/2024 17:00:00","BZN|FR","5651.29","4341.73","4799.10","4868.00"
"14/10/2024 17:00:00 - 14/10/2024 18:00:00","BZN|FR","3671.13","2747.68","3221.19","2698.00"
"14/10/2024 18:00:00 - 14/10/2024 19:00:00","BZN|FR","1602.84","1315.06","1488.66","852.00"
"14/10/2024 19:00:00 - 14/10/2024 20:00:00","BZN|FR","99.50","84.39","95.50","301.00"
"14/10/2024 20:00:00 - 14/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 21:00:00 - 14/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 22:00:00 - 14/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/10/2024 23:00:00 - 15/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 00:00:00 - 15/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 01:00:00 - 15/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 02:00:00 - 15/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 03:00:00 - 15/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 04:00:00 - 15/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 05:00:00 - 15/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 06:00:00 - 15/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 07:00:00 - 15/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","282.00"
"15/10/2024 08:00:00 - 15/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","446.00"
"15/10/2024 09:00:00 - 15/10/2024 10:00:00","BZN|FR","317.10","343.70","343.70","1407.00"
"15/10/2024 10:00:00 - 15/10/2024 11:00:00","BZN|FR","1939.26","2036.42","2230.89","3083.00"
"15/10/2024 11:00:00 - 15/10/2024 12:00:00","BZN|FR","3475.21","3710.57","4357.67","4306.00"
"15/10/2024 12:00:00 - 15/10/2024 13:00:00","BZN|FR","5045.31","4872.85","5682.95","5728.00"
"15/10/2024 13:00:00 - 15/10/2024 14:00:00","BZN|FR","5860.24","5586.55","6299.84","6938.00"
"15/10/2024 14:00:00 - 15/10/2024 15:00:00","BZN|FR","6049.68","5810.57","6181.63","6983.00"
"15/10/2024 15:00:00 - 15/10/2024 16:00:00","BZN|FR","5554.42","5423.98","5288.77","5939.00"
"15/10/2024 16:00:00 - 15/10/2024 17:00:00","BZN|FR","4759.77","4458.48","4380.24","4478.00"
"15/10/2024 17:00:00 - 15/10/2024 18:00:00","BZN|FR","3116.69","2843.02","2942.81","2312.00"
"15/10/2024 18:00:00 - 15/10/2024 19:00:00","BZN|FR","1334.88","1309.61","1241.75","775.00"
"15/10/2024 19:00:00 - 15/10/2024 20:00:00","BZN|FR","70.88","68.33","69.34","304.00"
"15/10/2024 20:00:00 - 15/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 21:00:00 - 15/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 22:00:00 - 15/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/10/2024 23:00:00 - 16/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 00:00:00 - 16/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 01:00:00 - 16/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 02:00:00 - 16/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 03:00:00 - 16/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 04:00:00 - 16/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 05:00:00 - 16/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 06:00:00 - 16/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 07:00:00 - 16/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","282.00"
"16/10/2024 08:00:00 - 16/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","432.00"
"16/10/2024 09:00:00 - 16/10/2024 10:00:00","BZN|FR","258.79","261.71","261.71","1759.00"
"16/10/2024 10:00:00 - 16/10/2024 11:00:00","BZN|FR","1763.21","1822.26","2459.44","3911.00"
"16/10/2024 11:00:00 - 16/10/2024 12:00:00","BZN|FR","3368.92","3689.26","4833.52","5891.00"
"16/10/2024 12:00:00 - 16/10/2024 13:00:00","BZN|FR","4577.28","5033.87","6184.21","6703.00"
"16/10/2024 13:00:00 - 16/10/2024 14:00:00","BZN|FR","4983.99","5907.05","6534.42","7249.00"
"16/10/2024 14:00:00 - 16/10/2024 15:00:00","BZN|FR","5012.60","6289.22","5943.94","6841.00"
"16/10/2024 15:00:00 - 16/10/2024 16:00:00","BZN|FR","4506.40","5394.37","4933.71","5515.00"
"16/10/2024 16:00:00 - 16/10/2024 17:00:00","BZN|FR","3628.50","4124.32","3728.13","3985.00"
"16/10/2024 17:00:00 - 16/10/2024 18:00:00","BZN|FR","2176.59","2419.96","2190.76","2033.00"
"16/10/2024 18:00:00 - 16/10/2024 19:00:00","BZN|FR","1084.34","1070.86","1015.14","674.00"
"16/10/2024 19:00:00 - 16/10/2024 20:00:00","BZN|FR","59.47","47.18","53.84","299.00"
"16/10/2024 20:00:00 - 16/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 21:00:00 - 16/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 22:00:00 - 16/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/10/2024 23:00:00 - 17/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 00:00:00 - 17/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 01:00:00 - 17/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 02:00:00 - 17/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 03:00:00 - 17/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 04:00:00 - 17/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 05:00:00 - 17/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 06:00:00 - 17/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 07:00:00 - 17/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","281.00"
"17/10/2024 08:00:00 - 17/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","401.00"
"17/10/2024 09:00:00 - 17/10/2024 10:00:00","BZN|FR","199.24","190.30","190.30","1080.00"
"17/10/2024 10:00:00 - 17/10/2024 11:00:00","BZN|FR","1407.97","1312.25","1664.88","2357.00"
"17/10/2024 11:00:00 - 17/10/2024 12:00:00","BZN|FR","2489.50","2529.60","3166.08","3255.00"
"17/10/2024 12:00:00 - 17/10/2024 13:00:00","BZN|FR","3410.35","3183.14","3756.50","3548.00"
"17/10/2024 13:00:00 - 17/10/2024 14:00:00","BZN|FR","3848.62","3601.12","4254.18","3676.00"
"17/10/2024 14:00:00 - 17/10/2024 15:00:00","BZN|FR","3788.96","3715.04","3811.21","3680.00"
"17/10/2024 15:00:00 - 17/10/2024 16:00:00","BZN|FR","3563.98","3484.92","3497.31","3457.00"
"17/10/2024 16:00:00 - 17/10/2024 17:00:00","BZN|FR","2880.20","2817.10","2981.30","2492.00"
"17/10/2024 17:00:00 - 17/10/2024 18:00:00","BZN|FR","1884.20","1846.31","1958.71","1591.00"
"17/10/2024 18:00:00 - 17/10/2024 19:00:00","BZN|FR","936.78","878.21","874.29","606.00"
"17/10/2024 19:00:00 - 17/10/2024 20:00:00","BZN|FR","46.68","44.85","43.78","304.00"
"17/10/2024 20:00:00 - 17/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 21:00:00 - 17/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 22:00:00 - 17/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/10/2024 23:00:00 - 18/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 00:00:00 - 18/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 01:00:00 - 18/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 02:00:00 - 18/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 03:00:00 - 18/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 04:00:00 - 18/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 05:00:00 - 18/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 06:00:00 - 18/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 07:00:00 - 18/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","290.00"
"18/10/2024 08:00:00 - 18/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","407.00"
"18/10/2024 09:00:00 - 18/10/2024 10:00:00","BZN|FR","234.16","254.19","254.19","1276.00"
"18/10/2024 10:00:00 - 18/10/2024 11:00:00","BZN|FR","1870.16","1814.34","2243.79","2850.00"
"18/10/2024 11:00:00 - 18/10/2024 12:00:00","BZN|FR","3763.41","3882.91","4418.88","4429.00"
"18/10/2024 12:00:00 - 18/10/2024 13:00:00","BZN|FR","5199.76","4850.10","5428.06","5659.00"
"18/10/2024 13:00:00 - 18/10/2024 14:00:00","BZN|FR","5975.44","5509.54","6024.28","6452.00"
"18/10/2024 14:00:00 - 18/10/2024 15:00:00","BZN|FR","5979.79","5654.59","5741.51","6297.00"
"18/10/2024 15:00:00 - 18/10/2024 16:00:00","BZN|FR","5627.66","5192.30","5000.32","5331.00"
"18/10/2024 16:00:00 - 18/10/2024 17:00:00","BZN|FR","4723.77","4159.90","4279.86","4247.00"
"18/10/2024 17:00:00 - 18/10/2024 18:00:00","BZN|FR","3098.36","2807.59","2780.78","2483.00"
"18/10/2024 18:00:00 - 18/10/2024 19:00:00","BZN|FR","1405.25","1246.93","1187.60","848.00"
"18/10/2024 19:00:00 - 18/10/2024 20:00:00","BZN|FR","56.16","50.84","49.32","310.00"
"18/10/2024 20:00:00 - 18/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 21:00:00 - 18/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 22:00:00 - 18/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/10/2024 23:00:00 - 19/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 00:00:00 - 19/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 01:00:00 - 19/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 02:00:00 - 19/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 03:00:00 - 19/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 04:00:00 - 19/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 05:00:00 - 19/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 06:00:00 - 19/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 07:00:00 - 19/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","283.00"
"19/10/2024 08:00:00 - 19/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","453.00"
"19/10/2024 09:00:00 - 19/10/2024 10:00:00","BZN|FR","288.69","294.77","294.77","1705.00"
"19/10/2024 10:00:00 - 19/10/2024 11:00:00","BZN|FR","2036.29","2175.83","2470.16","3688.00"
"19/10/2024 11:00:00 - 19/10/2024 12:00:00","BZN|FR","4181.50","4311.52","4981.39","5527.00"
"19/10/2024 12:00:00 - 19/10/2024 13:00:00","BZN|FR","5680.34","5701.64","6531.05","6937.00"
"19/10/2024 13:00:00 - 19/10/2024 14:00:00","BZN|FR","6523.26","6452.64","7501.57","8328.00"
"19/10/2024 14:00:00 - 19/10/2024 15:00:00","BZN|FR","6705.01","6804.15","7222.18","8652.00"
"19/10/2024 15:00:00 - 19/10/2024 16:00:00","BZN|FR","6333.32","6418.95","6750.75","8064.00"
"19/10/2024 16:00:00 - 19/10/2024 17:00:00","BZN|FR","5296.91","5323.86","5484.23","6194.00"
"19/10/2024 17:00:00 - 19/10/2024 18:00:00","BZN|FR","3457.22","3576.85","3622.32","3451.00"
"19/10/2024 18:00:00 - 19/10/2024 19:00:00","BZN|FR","1443.36","1365.11","1409.57","950.00"
"19/10/2024 19:00:00 - 19/10/2024 20:00:00","BZN|FR","38.22","37.42","37.74","291.00"
"19/10/2024 20:00:00 - 19/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 21:00:00 - 19/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 22:00:00 - 19/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/10/2024 23:00:00 - 20/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 00:00:00 - 20/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 01:00:00 - 20/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 02:00:00 - 20/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 03:00:00 - 20/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 04:00:00 - 20/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 05:00:00 - 20/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 06:00:00 - 20/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 07:00:00 - 20/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","285.00"
"20/10/2024 08:00:00 - 20/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","447.00"
"20/10/2024 09:00:00 - 20/10/2024 10:00:00","BZN|FR","249.02","226.32","226.32","2121.00"
"20/10/2024 10:00:00 - 20/10/2024 11:00:00","BZN|FR","2069.67","1863.23","2392.08","4918.00"
"20/10/2024 11:00:00 - 20/10/2024 12:00:00","BZN|FR","3871.95","3771.97","4874.04","7155.00"
"20/10/2024 12:00:00 - 20/10/2024 13:00:00","BZN|FR","5385.22","5309.11","6392.02","8549.00"
"20/10/2024 13:00:00 - 20/10/2024 14:00:00","BZN|FR","6238.05","6174.47","7103.50","7731.00"
"20/10/2024 14:00:00 - 20/10/2024 15:00:00","BZN|FR","6300.54","6642.02","6796.05","7310.00"
"20/10/2024 15:00:00 - 20/10/2024 16:00:00","BZN|FR","5656.89","5928.53","6155.12","7507.00"
"20/10/2024 16:00:00 - 20/10/2024 17:00:00","BZN|FR","4415.35","4561.15","4738.35","5869.00"
"20/10/2024 17:00:00 - 20/10/2024 18:00:00","BZN|FR","2595.75","2765.27","2887.67","3081.00"
"20/10/2024 18:00:00 - 20/10/2024 19:00:00","BZN|FR","1098.22","1091.06","1116.27","878.00"
"20/10/2024 19:00:00 - 20/10/2024 20:00:00","BZN|FR","25.50","26.31","26.36","292.00"
"20/10/2024 20:00:00 - 20/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 21:00:00 - 20/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 22:00:00 - 20/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/10/2024 23:00:00 - 21/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 00:00:00 - 21/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 01:00:00 - 21/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 02:00:00 - 21/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 03:00:00 - 21/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 04:00:00 - 21/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 05:00:00 - 21/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 06:00:00 - 21/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 07:00:00 - 21/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","291.00"
"21/10/2024 08:00:00 - 21/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","454.00"
"21/10/2024 09:00:00 - 21/10/2024 10:00:00","BZN|FR","260.10","268.66","268.66","2275.00"
"21/10/2024 10:00:00 - 21/10/2024 11:00:00","BZN|FR","2651.88","2728.10","2912.49","5723.00"
"21/10/2024 11:00:00 - 21/10/2024 12:00:00","BZN|FR","5821.15","5827.76","6309.71","8512.00"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","8027.03","7976.21","8540.74","10295.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","9407.53","9297.61","9241.34","10996.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","9544.13","9474.28","9048.91","10773.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","8641.49","8432.76","7934.89","9432.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","6736.50","6753.76","6303.81","6759.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","4165.10","4103.60","3937.96","3310.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","1454.01","1420.06","1418.65","848.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","26.41","25.87","26.16","301.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/10/2024 02:00:00 - 22/10/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/10/2024 03:00:00 - 22/10/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/10/2024 04:00:00 - 22/10/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/10/2024 05:00:00 - 22/10/2024 06:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/10/2024 06:00:00 - 22/10/2024 07:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"22/10/2024 07:00:00 - 22/10/2024 08:00:00","BZN|FR","0.00","0.00","0.00","289.00"
"22/10/2024 08:00:00 - 22/10/2024 09:00:00","BZN|FR","0.00","0.00","0.00","394.00"
"22/10/2024 09:00:00 - 22/10/2024 10:00:00","BZN|FR","196.45","193.94","193.94","1356.00"
"22/10/2024 10:00:00 - 22/10/2024 11:00:00","BZN|FR","1889.16","1995.94","2132.58","3374.00"
"22/10/2024 11:00:00 - 22/10/2024 12:00:00","BZN|FR","3782.17","4278.12","4621.22","5199.00"
"22/10/2024 12:00:00 - 22/10/2024 13:00:00","BZN|FR","5344.43","5983.49","6384.20","6696.00"
"22/10/2024 13:00:00 - 22/10/2024 14:00:00","BZN|FR","6463.47","7081.66","7520.98","7491.00"
"22/10/2024 14:00:00 - 22/10/2024 15:00:00","BZN|FR","6724.98","7161.72","7820.41","7568.00"
"22/10/2024 15:00:00 - 22/10/2024 16:00:00","BZN|FR","6299.52","6821.63","7009.98","6851.00"
"22/10/2024 16:00:00 - 22/10/2024 17:00:00","BZN|FR","5158.67","5496.80","5781.31","5194.00"
"22/10/2024 17:00:00 - 22/10/2024 18:00:00","BZN|FR","3260.61","3466.67","3558.25","2763.00"
"22/10/2024 18:00:00 - 22/10/2024 19:00:00","BZN|FR","1190.76","1299.55","1355.20","803.00"
