Start date;End date;France [€/MWh] Calculated resolutions
Jan 1, 2024 12:00 AM;Jan 1, 2024 1:00 AM;0.1
Jan 1, 2024 1:00 AM;Jan 1, 2024 2:00 AM;0.01
Jan 1, 2024 2:00 AM;Jan 1, 2024 3:00 AM;0.0
Jan 1, 2024 3:00 AM;Jan 1, 2024 4:00 AM;-0.01
Jan 1, 2024 4:00 AM;Jan 1, 2024 5:00 AM;-0.03
Jan 1, 2024 5:00 AM;Jan 1, 2024 6:00 AM;-0.02
Jan 1, 2024 6:00 AM;Jan 1, 2024 7:00 AM;-0.04
Jan 1, 2024 7:00 AM;Jan 1, 2024 8:00 AM;-0.01
Jan 1, 2024 8:00 AM;Jan 1, 2024 9:00 AM;0.0
Jan 1, 2024 9:00 AM;Jan 1, 2024 10:00 AM;0.04
Jan 1, 2024 10:00 AM;Jan 1, 2024 11:00 AM;0.06
Jan 1, 2024 11:00 AM;Jan 1, 2024 12:00 PM;0.54
Jan 1, 2024 12:00 PM;Jan 1, 2024 1:00 PM;2.24
Jan 1, 2024 1:00 PM;Jan 1, 2024 2:00 PM;2.06
Jan 1, 2024 2:00 PM;Jan 1, 2024 3:00 PM;1.73
Jan 1, 2024 3:00 PM;Jan 1, 2024 4:00 PM;5.72
Jan 1, 2024 4:00 PM;Jan 1, 2024 5:00 PM;18.49
Jan 1, 2024 5:00 PM;Jan 1, 2024 6:00 PM;37.0
Jan 1, 2024 6:00 PM;Jan 1, 2024 7:00 PM;47.5
Jan 1, 2024 7:00 PM;Jan 1, 2024 8:00 PM;54.97
Jan 1, 2024 8:00 PM;Jan 1, 2024 9:00 PM;48.61
Jan 1, 2024 9:00 PM;Jan 1, 2024 10:00 PM;24.88
Jan 1, 2024 10:00 PM;Jan 1, 2024 11:00 PM;35.89
Jan 1, 2024 11:00 PM;Jan 2, 2024 12:00 AM;35.55
Jan 2, 2024 12:00 AM;Jan 2, 2024 1:00 AM;19.49
Jan 2, 2024 1:00 AM;Jan 2, 2024 2:00 AM;16.12
Jan 2, 2024 2:00 AM;Jan 2, 2024 3:00 AM;0.06
Jan 2, 2024 3:00 AM;Jan 2, 2024 4:00 AM;0.02
Jan 2, 2024 4:00 AM;Jan 2, 2024 5:00 AM;0.01
Jan 2, 2024 5:00 AM;Jan 2, 2024 6:00 AM;0.09
Jan 2, 2024 6:00 AM;Jan 2, 2024 7:00 AM;20.74
Jan 2, 2024 7:00 AM;Jan 2, 2024 8:00 AM;44.7
Jan 2, 2024 8:00 AM;Jan 2, 2024 9:00 AM;53.78
Jan 2, 2024 9:00 AM;Jan 2, 2024 10:00 AM;54.23
Jan 2, 2024 10:00 AM;Jan 2, 2024 11:00 AM;50.0
Jan 2, 2024 11:00 AM;Jan 2, 2024 12:00 PM;52.2
Jan 2, 2024 12:00 PM;Jan 2, 2024 1:00 PM;45.0
Jan 2, 2024 1:00 PM;Jan 2, 2024 2:00 PM;43.0
Jan 2, 2024 2:00 PM;Jan 2, 2024 3:00 PM;43.0
Jan 2, 2024 3:00 PM;Jan 2, 2024 4:00 PM;40.99
Jan 2, 2024 4:00 PM;Jan 2, 2024 5:00 PM;43.66
Jan 2, 2024 5:00 PM;Jan 2, 2024 6:00 PM;52.2
Jan 2, 2024 6:00 PM;Jan 2, 2024 7:00 PM;57.77
Jan 2, 2024 7:00 PM;Jan 2, 2024 8:00 PM;62.45
Jan 2, 2024 8:00 PM;Jan 2, 2024 9:00 PM;58.0
Jan 2, 2024 9:00 PM;Jan 2, 2024 10:00 PM;47.9
Jan 2, 2024 10:00 PM;Jan 2, 2024 11:00 PM;41.67
Jan 2, 2024 11:00 PM;Jan 3, 2024 12:00 AM;21.42
Jan 3, 2024 12:00 AM;Jan 3, 2024 1:00 AM;1.29
Jan 3, 2024 1:00 AM;Jan 3, 2024 2:00 AM;0.1
Jan 3, 2024 2:00 AM;Jan 3, 2024 3:00 AM;-0.01
Jan 3, 2024 3:00 AM;Jan 3, 2024 4:00 AM;-0.05
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;-0.05
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;0.1
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;4.78
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;41.04
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;61.92
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;65.06
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;59.67
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;56.28
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;55.0
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;55.42
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;61.0
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;66.03
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;67.52
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;81.06
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;85.07
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;81.66
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;73.23
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;67.41
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;65.0
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;58.12
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;57.3
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;50.46
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;40.0
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;25.48
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;35.0
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;57.73
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;72.65
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;85.02
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;91.47
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;94.2
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;91.54
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;89.95
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;86.21
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;85.96
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;92.11
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;98.62
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;99.5
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;100.0
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;102.57
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;100.7
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;92.65
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;81.07
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;78.43
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;86.89
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;86.08
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;80.51
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;77.01
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;70.67
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;61.1
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;68.26
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;75.0
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;88.35
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;90.88
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;95.37
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;96.37
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;98.24
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;92.61
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;92.4
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;97.46
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;100.97
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;103.79
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;108.03
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;108.76
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;104.41
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;100.52
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;94.41
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;94.92
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;86.8
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;82.25
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;80.2
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;76.13
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;73.01
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;73.01
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;74.59
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;75.1
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;81.39
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;88.4
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;92.23
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;97.3
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;100.41
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;99.16
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;90.18
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;91.82
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;87.3
Jan 6, 2024 4:00 PM;Jan 6, 2024 5:00 PM;85.07
Jan 6, 2024 5:00 PM;Jan 6, 2024 6:00 PM;104.3
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;103.63
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;99.0
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;92.14
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;88.0
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;86.57
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;79.87
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;84.08
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;79.82
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;76.76
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;73.46
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;71.86
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;72.08
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;74.9
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;77.69
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;81.79
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;84.86
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;87.13
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;89.12
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;88.66
Jan 7, 2024 1:00 PM;Jan 7, 2024 2:00 PM;84.81
Jan 7, 2024 2:00 PM;Jan 7, 2024 3:00 PM;84.34
Jan 7, 2024 3:00 PM;Jan 7, 2024 4:00 PM;88.01
Jan 7, 2024 4:00 PM;Jan 7, 2024 5:00 PM;93.42
Jan 7, 2024 5:00 PM;Jan 7, 2024 6:00 PM;101.77
Jan 7, 2024 6:00 PM;Jan 7, 2024 7:00 PM;104.85
Jan 7, 2024 7:00 PM;Jan 7, 2024 8:00 PM;103.55
Jan 7, 2024 8:00 PM;Jan 7, 2024 9:00 PM;100.5
Jan 7, 2024 9:00 PM;Jan 7, 2024 10:00 PM;93.31
Jan 7, 2024 10:00 PM;Jan 7, 2024 11:00 PM;91.17
Jan 7, 2024 11:00 PM;Jan 8, 2024 12:00 AM;83.86
Jan 8, 2024 12:00 AM;Jan 8, 2024 1:00 AM;86.97
Jan 8, 2024 1:00 AM;Jan 8, 2024 2:00 AM;84.18
Jan 8, 2024 2:00 AM;Jan 8, 2024 3:00 AM;81.53
Jan 8, 2024 3:00 AM;Jan 8, 2024 4:00 AM;78.79
Jan 8, 2024 4:00 AM;Jan 8, 2024 5:00 AM;78.43
Jan 8, 2024 5:00 AM;Jan 8, 2024 6:00 AM;82.1
Jan 8, 2024 6:00 AM;Jan 8, 2024 7:00 AM;94.3
Jan 8, 2024 7:00 AM;Jan 8, 2024 8:00 AM;111.07
Jan 8, 2024 8:00 AM;Jan 8, 2024 9:00 AM;121.11
Jan 8, 2024 9:00 AM;Jan 8, 2024 10:00 AM;117.83
Jan 8, 2024 10:00 AM;Jan 8, 2024 11:00 AM;110.57
Jan 8, 2024 11:00 AM;Jan 8, 2024 12:00 PM;103.0
Jan 8, 2024 12:00 PM;Jan 8, 2024 1:00 PM;95.46
Jan 8, 2024 1:00 PM;Jan 8, 2024 2:00 PM;93.88
Jan 8, 2024 2:00 PM;Jan 8, 2024 3:00 PM;100.0
Jan 8, 2024 3:00 PM;Jan 8, 2024 4:00 PM;107.98
Jan 8, 2024 4:00 PM;Jan 8, 2024 5:00 PM;117.06
Jan 8, 2024 5:00 PM;Jan 8, 2024 6:00 PM;129.25
Jan 8, 2024 6:00 PM;Jan 8, 2024 7:00 PM;129.99
Jan 8, 2024 7:00 PM;Jan 8, 2024 8:00 PM;122.01
Jan 8, 2024 8:00 PM;Jan 8, 2024 9:00 PM;114.16
Jan 8, 2024 9:00 PM;Jan 8, 2024 10:00 PM;102.62
Jan 8, 2024 10:00 PM;Jan 8, 2024 11:00 PM;99.84
Jan 8, 2024 11:00 PM;Jan 9, 2024 12:00 AM;91.49
Jan 9, 2024 12:00 AM;Jan 9, 2024 1:00 AM;85.83
Jan 9, 2024 1:00 AM;Jan 9, 2024 2:00 AM;84.65
Jan 9, 2024 2:00 AM;Jan 9, 2024 3:00 AM;85.0
Jan 9, 2024 3:00 AM;Jan 9, 2024 4:00 AM;83.98
Jan 9, 2024 4:00 AM;Jan 9, 2024 5:00 AM;83.63
Jan 9, 2024 5:00 AM;Jan 9, 2024 6:00 AM;88.65
Jan 9, 2024 6:00 AM;Jan 9, 2024 7:00 AM;102.79
Jan 9, 2024 7:00 AM;Jan 9, 2024 8:00 AM;116.14
Jan 9, 2024 8:00 AM;Jan 9, 2024 9:00 AM;131.42
Jan 9, 2024 9:00 AM;Jan 9, 2024 10:00 AM;120.75
Jan 9, 2024 10:00 AM;Jan 9, 2024 11:00 AM;110.32
Jan 9, 2024 11:00 AM;Jan 9, 2024 12:00 PM;103.13
Jan 9, 2024 12:00 PM;Jan 9, 2024 1:00 PM;95.39
Jan 9, 2024 1:00 PM;Jan 9, 2024 2:00 PM;95.77
Jan 9, 2024 2:00 PM;Jan 9, 2024 3:00 PM;105.16
Jan 9, 2024 3:00 PM;Jan 9, 2024 4:00 PM;114.75
Jan 9, 2024 4:00 PM;Jan 9, 2024 5:00 PM;124.29
Jan 9, 2024 5:00 PM;Jan 9, 2024 6:00 PM;137.35
Jan 9, 2024 6:00 PM;Jan 9, 2024 7:00 PM;137.0
Jan 9, 2024 7:00 PM;Jan 9, 2024 8:00 PM;130.05
Jan 9, 2024 8:00 PM;Jan 9, 2024 9:00 PM;117.67
Jan 9, 2024 9:00 PM;Jan 9, 2024 10:00 PM;107.69
Jan 9, 2024 10:00 PM;Jan 9, 2024 11:00 PM;101.83
Jan 9, 2024 11:00 PM;Jan 10, 2024 12:00 AM;94.84
Jan 10, 2024 12:00 AM;Jan 10, 2024 1:00 AM;85.3
Jan 10, 2024 1:00 AM;Jan 10, 2024 2:00 AM;86.76
Jan 10, 2024 2:00 AM;Jan 10, 2024 3:00 AM;86.73
Jan 10, 2024 3:00 AM;Jan 10, 2024 4:00 AM;84.75
Jan 10, 2024 4:00 AM;Jan 10, 2024 5:00 AM;85.0
Jan 10, 2024 5:00 AM;Jan 10, 2024 6:00 AM;86.3
Jan 10, 2024 6:00 AM;Jan 10, 2024 7:00 AM;102.6
Jan 10, 2024 7:00 AM;Jan 10, 2024 8:00 AM;119.26
Jan 10, 2024 8:00 AM;Jan 10, 2024 9:00 AM;139.2
Jan 10, 2024 9:00 AM;Jan 10, 2024 10:00 AM;130.39
Jan 10, 2024 10:00 AM;Jan 10, 2024 11:00 AM;117.47
Jan 10, 2024 11:00 AM;Jan 10, 2024 12:00 PM;109.13
Jan 10, 2024 12:00 PM;Jan 10, 2024 1:00 PM;99.99
Jan 10, 2024 1:00 PM;Jan 10, 2024 2:00 PM;101.25
Jan 10, 2024 2:00 PM;Jan 10, 2024 3:00 PM;106.1
Jan 10, 2024 3:00 PM;Jan 10, 2024 4:00 PM;119.77
Jan 10, 2024 4:00 PM;Jan 10, 2024 5:00 PM;133.14
Jan 10, 2024 5:00 PM;Jan 10, 2024 6:00 PM;143.79
Jan 10, 2024 6:00 PM;Jan 10, 2024 7:00 PM;140.0
Jan 10, 2024 7:00 PM;Jan 10, 2024 8:00 PM;132.15
Jan 10, 2024 8:00 PM;Jan 10, 2024 9:00 PM;120.0
Jan 10, 2024 9:00 PM;Jan 10, 2024 10:00 PM;107.71
Jan 10, 2024 10:00 PM;Jan 10, 2024 11:00 PM;101.32
Jan 10, 2024 11:00 PM;Jan 11, 2024 12:00 AM;92.68
Jan 11, 2024 12:00 AM;Jan 11, 2024 1:00 AM;91.75
Jan 11, 2024 1:00 AM;Jan 11, 2024 2:00 AM;88.59
Jan 11, 2024 2:00 AM;Jan 11, 2024 3:00 AM;87.25
Jan 11, 2024 3:00 AM;Jan 11, 2024 4:00 AM;82.38
Jan 11, 2024 4:00 AM;Jan 11, 2024 5:00 AM;80.6
Jan 11, 2024 5:00 AM;Jan 11, 2024 6:00 AM;86.92
Jan 11, 2024 6:00 AM;Jan 11, 2024 7:00 AM;99.36
Jan 11, 2024 7:00 AM;Jan 11, 2024 8:00 AM;116.89
Jan 11, 2024 8:00 AM;Jan 11, 2024 9:00 AM;141.0
Jan 11, 2024 9:00 AM;Jan 11, 2024 10:00 AM;129.16
Jan 11, 2024 10:00 AM;Jan 11, 2024 11:00 AM;113.65
Jan 11, 2024 11:00 AM;Jan 11, 2024 12:00 PM;106.48
Jan 11, 2024 12:00 PM;Jan 11, 2024 1:00 PM;99.38
Jan 11, 2024 1:00 PM;Jan 11, 2024 2:00 PM;99.0
Jan 11, 2024 2:00 PM;Jan 11, 2024 3:00 PM;105.98
Jan 11, 2024 3:00 PM;Jan 11, 2024 4:00 PM;113.71
Jan 11, 2024 4:00 PM;Jan 11, 2024 5:00 PM;106.55
Jan 11, 2024 5:00 PM;Jan 11, 2024 6:00 PM;126.87
Jan 11, 2024 6:00 PM;Jan 11, 2024 7:00 PM;136.72
Jan 11, 2024 7:00 PM;Jan 11, 2024 8:00 PM;132.31
Jan 11, 2024 8:00 PM;Jan 11, 2024 9:00 PM;117.93
Jan 11, 2024 9:00 PM;Jan 11, 2024 10:00 PM;107.19
Jan 11, 2024 10:00 PM;Jan 11, 2024 11:00 PM;100.0
Jan 11, 2024 11:00 PM;Jan 12, 2024 12:00 AM;93.26
Jan 12, 2024 12:00 AM;Jan 12, 2024 1:00 AM;88.98
Jan 12, 2024 1:00 AM;Jan 12, 2024 2:00 AM;86.45
Jan 12, 2024 2:00 AM;Jan 12, 2024 3:00 AM;84.99
Jan 12, 2024 3:00 AM;Jan 12, 2024 4:00 AM;83.0
Jan 12, 2024 4:00 AM;Jan 12, 2024 5:00 AM;83.14
Jan 12, 2024 5:00 AM;Jan 12, 2024 6:00 AM;85.0
Jan 12, 2024 6:00 AM;Jan 12, 2024 7:00 AM;90.94
Jan 12, 2024 7:00 AM;Jan 12, 2024 8:00 AM;118.47
Jan 12, 2024 8:00 AM;Jan 12, 2024 9:00 AM;140.74
Jan 12, 2024 9:00 AM;Jan 12, 2024 10:00 AM;134.96
Jan 12, 2024 10:00 AM;Jan 12, 2024 11:00 AM;122.01
Jan 12, 2024 11:00 AM;Jan 12, 2024 12:00 PM;114.73
Jan 12, 2024 12:00 PM;Jan 12, 2024 1:00 PM;106.98
Jan 12, 2024 1:00 PM;Jan 12, 2024 2:00 PM;103.08
Jan 12, 2024 2:00 PM;Jan 12, 2024 3:00 PM;104.54
Jan 12, 2024 3:00 PM;Jan 12, 2024 4:00 PM;110.0
Jan 12, 2024 4:00 PM;Jan 12, 2024 5:00 PM;120.0
Jan 12, 2024 5:00 PM;Jan 12, 2024 6:00 PM;127.5
Jan 12, 2024 6:00 PM;Jan 12, 2024 7:00 PM;126.0
Jan 12, 2024 7:00 PM;Jan 12, 2024 8:00 PM;119.47
Jan 12, 2024 8:00 PM;Jan 12, 2024 9:00 PM;110.0
Jan 12, 2024 9:00 PM;Jan 12, 2024 10:00 PM;102.26
Jan 12, 2024 10:00 PM;Jan 12, 2024 11:00 PM;98.0
Jan 12, 2024 11:00 PM;Jan 13, 2024 12:00 AM;95.49
Jan 13, 2024 12:00 AM;Jan 13, 2024 1:00 AM;90.0
Jan 13, 2024 1:00 AM;Jan 13, 2024 2:00 AM;87.48
Jan 13, 2024 2:00 AM;Jan 13, 2024 3:00 AM;82.0
Jan 13, 2024 3:00 AM;Jan 13, 2024 4:00 AM;78.47
Jan 13, 2024 4:00 AM;Jan 13, 2024 5:00 AM;75.0
Jan 13, 2024 5:00 AM;Jan 13, 2024 6:00 AM;75.0
Jan 13, 2024 6:00 AM;Jan 13, 2024 7:00 AM;78.3
Jan 13, 2024 7:00 AM;Jan 13, 2024 8:00 AM;85.59
Jan 13, 2024 8:00 AM;Jan 13, 2024 9:00 AM;92.71
Jan 13, 2024 9:00 AM;Jan 13, 2024 10:00 AM;94.83
Jan 13, 2024 10:00 AM;Jan 13, 2024 11:00 AM;90.93
Jan 13, 2024 11:00 AM;Jan 13, 2024 12:00 PM;88.4
Jan 13, 2024 12:00 PM;Jan 13, 2024 1:00 PM;73.96
Jan 13, 2024 1:00 PM;Jan 13, 2024 2:00 PM;71.45
Jan 13, 2024 2:00 PM;Jan 13, 2024 3:00 PM;74.51
Jan 13, 2024 3:00 PM;Jan 13, 2024 4:00 PM;80.4
Jan 13, 2024 4:00 PM;Jan 13, 2024 5:00 PM;91.23
Jan 13, 2024 5:00 PM;Jan 13, 2024 6:00 PM;99.3
Jan 13, 2024 6:00 PM;Jan 13, 2024 7:00 PM;107.99
Jan 13, 2024 7:00 PM;Jan 13, 2024 8:00 PM;103.14
Jan 13, 2024 8:00 PM;Jan 13, 2024 9:00 PM;100.0
Jan 13, 2024 9:00 PM;Jan 13, 2024 10:00 PM;96.63
Jan 13, 2024 10:00 PM;Jan 13, 2024 11:00 PM;93.12
Jan 13, 2024 11:00 PM;Jan 14, 2024 12:00 AM;90.0
Jan 14, 2024 12:00 AM;Jan 14, 2024 1:00 AM;86.1
Jan 14, 2024 1:00 AM;Jan 14, 2024 2:00 AM;82.78
Jan 14, 2024 2:00 AM;Jan 14, 2024 3:00 AM;78.66
Jan 14, 2024 3:00 AM;Jan 14, 2024 4:00 AM;72.53
Jan 14, 2024 4:00 AM;Jan 14, 2024 5:00 AM;70.7
Jan 14, 2024 5:00 AM;Jan 14, 2024 6:00 AM;73.13
Jan 14, 2024 6:00 AM;Jan 14, 2024 7:00 AM;69.71
Jan 14, 2024 7:00 AM;Jan 14, 2024 8:00 AM;74.4
Jan 14, 2024 8:00 AM;Jan 14, 2024 9:00 AM;77.9
Jan 14, 2024 9:00 AM;Jan 14, 2024 10:00 AM;86.81
Jan 14, 2024 10:00 AM;Jan 14, 2024 11:00 AM;88.77
Jan 14, 2024 11:00 AM;Jan 14, 2024 12:00 PM;89.77
Jan 14, 2024 12:00 PM;Jan 14, 2024 1:00 PM;84.7
Jan 14, 2024 1:00 PM;Jan 14, 2024 2:00 PM;77.04
Jan 14, 2024 2:00 PM;Jan 14, 2024 3:00 PM;79.15
Jan 14, 2024 3:00 PM;Jan 14, 2024 4:00 PM;82.32
Jan 14, 2024 4:00 PM;Jan 14, 2024 5:00 PM;86.62
Jan 14, 2024 5:00 PM;Jan 14, 2024 6:00 PM;91.86
Jan 14, 2024 6:00 PM;Jan 14, 2024 7:00 PM;99.94
Jan 14, 2024 7:00 PM;Jan 14, 2024 8:00 PM;92.01
Jan 14, 2024 8:00 PM;Jan 14, 2024 9:00 PM;86.03
Jan 14, 2024 9:00 PM;Jan 14, 2024 10:00 PM;84.49
Jan 14, 2024 10:00 PM;Jan 14, 2024 11:00 PM;82.97
Jan 14, 2024 11:00 PM;Jan 15, 2024 12:00 AM;72.52
Jan 15, 2024 12:00 AM;Jan 15, 2024 1:00 AM;77.7
Jan 15, 2024 1:00 AM;Jan 15, 2024 2:00 AM;72.07
Jan 15, 2024 2:00 AM;Jan 15, 2024 3:00 AM;66.82
Jan 15, 2024 3:00 AM;Jan 15, 2024 4:00 AM;62.04
Jan 15, 2024 4:00 AM;Jan 15, 2024 5:00 AM;62.1
Jan 15, 2024 5:00 AM;Jan 15, 2024 6:00 AM;69.46
Jan 15, 2024 6:00 AM;Jan 15, 2024 7:00 AM;81.1
Jan 15, 2024 7:00 AM;Jan 15, 2024 8:00 AM;86.74
Jan 15, 2024 8:00 AM;Jan 15, 2024 9:00 AM;99.52
Jan 15, 2024 9:00 AM;Jan 15, 2024 10:00 AM;100.33
Jan 15, 2024 10:00 AM;Jan 15, 2024 11:00 AM;94.92
Jan 15, 2024 11:00 AM;Jan 15, 2024 12:00 PM;90.3
Jan 15, 2024 12:00 PM;Jan 15, 2024 1:00 PM;85.7
Jan 15, 2024 1:00 PM;Jan 15, 2024 2:00 PM;82.41
Jan 15, 2024 2:00 PM;Jan 15, 2024 3:00 PM;84.99
Jan 15, 2024 3:00 PM;Jan 15, 2024 4:00 PM;90.1
Jan 15, 2024 4:00 PM;Jan 15, 2024 5:00 PM;98.03
Jan 15, 2024 5:00 PM;Jan 15, 2024 6:00 PM;106.7
Jan 15, 2024 6:00 PM;Jan 15, 2024 7:00 PM;112.85
Jan 15, 2024 7:00 PM;Jan 15, 2024 8:00 PM;113.9
Jan 15, 2024 8:00 PM;Jan 15, 2024 9:00 PM;107.58
Jan 15, 2024 9:00 PM;Jan 15, 2024 10:00 PM;100.0
Jan 15, 2024 10:00 PM;Jan 15, 2024 11:00 PM;97.21
Jan 15, 2024 11:00 PM;Jan 16, 2024 12:00 AM;91.0
Jan 16, 2024 12:00 AM;Jan 16, 2024 1:00 AM;86.59
Jan 16, 2024 1:00 AM;Jan 16, 2024 2:00 AM;83.33
Jan 16, 2024 2:00 AM;Jan 16, 2024 3:00 AM;80.94
Jan 16, 2024 3:00 AM;Jan 16, 2024 4:00 AM;78.65
Jan 16, 2024 4:00 AM;Jan 16, 2024 5:00 AM;78.35
Jan 16, 2024 5:00 AM;Jan 16, 2024 6:00 AM;84.96
Jan 16, 2024 6:00 AM;Jan 16, 2024 7:00 AM;96.1
