Start date;End date;France [€/MWh] Calculated resolutions
Nov 14, 2024 5:00 AM;Nov 14, 2024 6:00 AM;95.74
Nov 14, 2024 6:00 AM;Nov 14, 2024 7:00 AM;110.99
Nov 14, 2024 7:00 AM;Nov 14, 2024 8:00 AM;125.28
Nov 14, 2024 8:00 AM;Nov 14, 2024 9:00 AM;134.24
Nov 14, 2024 9:00 AM;Nov 14, 2024 10:00 AM;130.56
Nov 14, 2024 10:00 AM;Nov 14, 2024 11:00 AM;130.18
Nov 14, 2024 11:00 AM;Nov 14, 2024 12:00 PM;130.27
Nov 14, 2024 12:00 PM;Nov 14, 2024 1:00 PM;128.62
Nov 14, 2024 1:00 PM;Nov 14, 2024 2:00 PM;128.62
Nov 14, 2024 2:00 PM;Nov 14, 2024 3:00 PM;131.93
Nov 14, 2024 3:00 PM;Nov 14, 2024 4:00 PM;145.7
Nov 14, 2024 4:00 PM;Nov 14, 2024 5:00 PM;147.28
Nov 14, 2024 5:00 PM;Nov 14, 2024 6:00 PM;160.04
Nov 14, 2024 6:00 PM;Nov 14, 2024 7:00 PM;158.7
Nov 14, 2024 7:00 PM;Nov 14, 2024 8:00 PM;151.63
Nov 14, 2024 8:00 PM;Nov 14, 2024 9:00 PM;140.1
Nov 14, 2024 9:00 PM;Nov 14, 2024 10:00 PM;129.81
Nov 14, 2024 10:00 PM;Nov 14, 2024 11:00 PM;123.28
Nov 14, 2024 11:00 PM;Nov 15, 2024 12:00 AM;112.91
Nov 15, 2024 12:00 AM;Nov 15, 2024 1:00 AM;111.6
Nov 15, 2024 1:00 AM;Nov 15, 2024 2:00 AM;107.31
Nov 15, 2024 2:00 AM;Nov 15, 2024 3:00 AM;107.43
Nov 15, 2024 3:00 AM;Nov 15, 2024 4:00 AM;104.05
Nov 15, 2024 4:00 AM;Nov 15, 2024 5:00 AM;104.81
Nov 15, 2024 5:00 AM;Nov 15, 2024 6:00 AM;109.55
Nov 15, 2024 6:00 AM;Nov 15, 2024 7:00 AM;130.98
Nov 15, 2024 7:00 AM;Nov 15, 2024 8:00 AM;148.04
Nov 15, 2024 8:00 AM;Nov 15, 2024 9:00 AM;160.85
Nov 15, 2024 9:00 AM;Nov 15, 2024 10:00 AM;145.06
Nov 15, 2024 10:00 AM;Nov 15, 2024 11:00 AM;131.25
Nov 15, 2024 11:00 AM;Nov 15, 2024 12:00 PM;125.6
Nov 15, 2024 12:00 PM;Nov 15, 2024 1:00 PM;120.47
Nov 15, 2024 1:00 PM;Nov 15, 2024 2:00 PM;119.54
Nov 15, 2024 2:00 PM;Nov 15, 2024 3:00 PM;120.0
Nov 15, 2024 3:00 PM;Nov 15, 2024 4:00 PM;119.55
Nov 15, 2024 4:00 PM;Nov 15, 2024 5:00 PM;128.7
Nov 15, 2024 5:00 PM;Nov 15, 2024 6:00 PM;139.68
Nov 15, 2024 6:00 PM;Nov 15, 2024 7:00 PM;138.66
Nov 15, 2024 7:00 PM;Nov 15, 2024 8:00 PM;134.05
Nov 15, 2024 8:00 PM;Nov 15, 2024 9:00 PM;121.81
Nov 15, 2024 9:00 PM;Nov 15, 2024 10:00 PM;118.27
Nov 15, 2024 10:00 PM;Nov 15, 2024 11:00 PM;122.0
Nov 15, 2024 11:00 PM;Nov 16, 2024 12:00 AM;111.71
Nov 16, 2024 12:00 AM;Nov 16, 2024 1:00 AM;104.59
Nov 16, 2024 1:00 AM;Nov 16, 2024 2:00 AM;99.0
Nov 16, 2024 2:00 AM;Nov 16, 2024 3:00 AM;94.5
Nov 16, 2024 3:00 AM;Nov 16, 2024 4:00 AM;92.28
Nov 16, 2024 4:00 AM;Nov 16, 2024 5:00 AM;92.37
Nov 16, 2024 5:00 AM;Nov 16, 2024 6:00 AM;91.98
Nov 16, 2024 6:00 AM;Nov 16, 2024 7:00 AM;93.99
Nov 16, 2024 7:00 AM;Nov 16, 2024 8:00 AM;104.52
Nov 16, 2024 8:00 AM;Nov 16, 2024 9:00 AM;114.32
Nov 16, 2024 9:00 AM;Nov 16, 2024 10:00 AM;116.0
Nov 16, 2024 10:00 AM;Nov 16, 2024 11:00 AM;112.2
Nov 16, 2024 11:00 AM;Nov 16, 2024 12:00 PM;104.0
Nov 16, 2024 12:00 PM;Nov 16, 2024 1:00 PM;101.49
Nov 16, 2024 1:00 PM;Nov 16, 2024 2:00 PM;99.54
Nov 16, 2024 2:00 PM;Nov 16, 2024 3:00 PM;101.51
Nov 16, 2024 3:00 PM;Nov 16, 2024 4:00 PM;109.05
Nov 16, 2024 4:00 PM;Nov 16, 2024 5:00 PM;120.64
Nov 16, 2024 5:00 PM;Nov 16, 2024 6:00 PM;131.22
Nov 16, 2024 6:00 PM;Nov 16, 2024 7:00 PM;134.0
Nov 16, 2024 7:00 PM;Nov 16, 2024 8:00 PM;128.91
Nov 16, 2024 8:00 PM;Nov 16, 2024 9:00 PM;111.18
Nov 16, 2024 9:00 PM;Nov 16, 2024 10:00 PM;100.83
Nov 16, 2024 10:00 PM;Nov 16, 2024 11:00 PM;106.33
Nov 16, 2024 11:00 PM;Nov 17, 2024 12:00 AM;107.29
Nov 17, 2024 12:00 AM;Nov 17, 2024 1:00 AM;90.25
Nov 17, 2024 1:00 AM;Nov 17, 2024 2:00 AM;82.16
Nov 17, 2024 2:00 AM;Nov 17, 2024 3:00 AM;79.81
Nov 17, 2024 3:00 AM;Nov 17, 2024 4:00 AM;67.92
Nov 17, 2024 4:00 AM;Nov 17, 2024 5:00 AM;54.17
Nov 17, 2024 5:00 AM;Nov 17, 2024 6:00 AM;50.05
Nov 17, 2024 6:00 AM;Nov 17, 2024 7:00 AM;56.34
Nov 17, 2024 7:00 AM;Nov 17, 2024 8:00 AM;71.3
Nov 17, 2024 8:00 AM;Nov 17, 2024 9:00 AM;81.35
Nov 17, 2024 9:00 AM;Nov 17, 2024 10:00 AM;95.63
Nov 17, 2024 10:00 AM;Nov 17, 2024 11:00 AM;87.79
Nov 17, 2024 11:00 AM;Nov 17, 2024 12:00 PM;89.09
Nov 17, 2024 12:00 PM;Nov 17, 2024 1:00 PM;92.68
Nov 17, 2024 1:00 PM;Nov 17, 2024 2:00 PM;87.79
Nov 17, 2024 2:00 PM;Nov 17, 2024 3:00 PM;74.29
Nov 17, 2024 3:00 PM;Nov 17, 2024 4:00 PM;94.51
Nov 17, 2024 4:00 PM;Nov 17, 2024 5:00 PM;97.03
Nov 17, 2024 5:00 PM;Nov 17, 2024 6:00 PM;119.04
Nov 17, 2024 6:00 PM;Nov 17, 2024 7:00 PM;135.43
Nov 17, 2024 7:00 PM;Nov 17, 2024 8:00 PM;132.42
Nov 17, 2024 8:00 PM;Nov 17, 2024 9:00 PM;107.32
Nov 17, 2024 9:00 PM;Nov 17, 2024 10:00 PM;103.7
Nov 17, 2024 10:00 PM;Nov 17, 2024 11:00 PM;103.45
Nov 17, 2024 11:00 PM;Nov 18, 2024 12:00 AM;106.47
Nov 18, 2024 12:00 AM;Nov 18, 2024 1:00 AM;92.81
Nov 18, 2024 1:00 AM;Nov 18, 2024 2:00 AM;85.31
Nov 18, 2024 2:00 AM;Nov 18, 2024 3:00 AM;76.48
Nov 18, 2024 3:00 AM;Nov 18, 2024 4:00 AM;61.78
Nov 18, 2024 4:00 AM;Nov 18, 2024 5:00 AM;69.96
Nov 18, 2024 5:00 AM;Nov 18, 2024 6:00 AM;85.52
Nov 18, 2024 6:00 AM;Nov 18, 2024 7:00 AM;105.2
Nov 18, 2024 7:00 AM;Nov 18, 2024 8:00 AM;126.75
Nov 18, 2024 8:00 AM;Nov 18, 2024 9:00 AM;126.2
Nov 18, 2024 9:00 AM;Nov 18, 2024 10:00 AM;122.92
Nov 18, 2024 10:00 AM;Nov 18, 2024 11:00 AM;117.69
Nov 18, 2024 11:00 AM;Nov 18, 2024 12:00 PM;107.55
Nov 18, 2024 12:00 PM;Nov 18, 2024 1:00 PM;107.35
Nov 18, 2024 1:00 PM;Nov 18, 2024 2:00 PM;109.4
Nov 18, 2024 2:00 PM;Nov 18, 2024 3:00 PM;116.51
Nov 18, 2024 3:00 PM;Nov 18, 2024 4:00 PM;130.98
Nov 18, 2024 4:00 PM;Nov 18, 2024 5:00 PM;139.98
Nov 18, 2024 5:00 PM;Nov 18, 2024 6:00 PM;154.69
Nov 18, 2024 6:00 PM;Nov 18, 2024 7:00 PM;168.2
Nov 18, 2024 7:00 PM;Nov 18, 2024 8:00 PM;158.23
Nov 18, 2024 8:00 PM;Nov 18, 2024 9:00 PM;128.94
Nov 18, 2024 9:00 PM;Nov 18, 2024 10:00 PM;117.62
Nov 18, 2024 10:00 PM;Nov 18, 2024 11:00 PM;116.35
Nov 18, 2024 11:00 PM;Nov 19, 2024 12:00 AM;106.59
Nov 19, 2024 12:00 AM;Nov 19, 2024 1:00 AM;76.34
Nov 19, 2024 1:00 AM;Nov 19, 2024 2:00 AM;68.54
Nov 19, 2024 2:00 AM;Nov 19, 2024 3:00 AM;31.75
Nov 19, 2024 3:00 AM;Nov 19, 2024 4:00 AM;6.27
Nov 19, 2024 4:00 AM;Nov 19, 2024 5:00 AM;2.79
Nov 19, 2024 5:00 AM;Nov 19, 2024 6:00 AM;30.28
Nov 19, 2024 6:00 AM;Nov 19, 2024 7:00 AM;78.39
Nov 19, 2024 7:00 AM;Nov 19, 2024 8:00 AM;105.53
Nov 19, 2024 8:00 AM;Nov 19, 2024 9:00 AM;102.49
Nov 19, 2024 9:00 AM;Nov 19, 2024 10:00 AM;112.85
Nov 19, 2024 10:00 AM;Nov 19, 2024 11:00 AM;100.92
Nov 19, 2024 11:00 AM;Nov 19, 2024 12:00 PM;93.94
Nov 19, 2024 12:00 PM;Nov 19, 2024 1:00 PM;99.86
Nov 19, 2024 1:00 PM;Nov 19, 2024 2:00 PM;89.03
Nov 19, 2024 2:00 PM;Nov 19, 2024 3:00 PM;96.63
Nov 19, 2024 3:00 PM;Nov 19, 2024 4:00 PM;100.0
Nov 19, 2024 4:00 PM;Nov 19, 2024 5:00 PM;103.88
Nov 19, 2024 5:00 PM;Nov 19, 2024 6:00 PM;122.77
Nov 19, 2024 6:00 PM;Nov 19, 2024 7:00 PM;135.93
Nov 19, 2024 7:00 PM;Nov 19, 2024 8:00 PM;127.51
Nov 19, 2024 8:00 PM;Nov 19, 2024 9:00 PM;117.31
Nov 19, 2024 9:00 PM;Nov 19, 2024 10:00 PM;103.58
Nov 19, 2024 10:00 PM;Nov 19, 2024 11:00 PM;106.22
Nov 19, 2024 11:00 PM;Nov 20, 2024 12:00 AM;90.52
Nov 20, 2024 12:00 AM;Nov 20, 2024 1:00 AM;102.01
Nov 20, 2024 1:00 AM;Nov 20, 2024 2:00 AM;88.78
Nov 20, 2024 2:00 AM;Nov 20, 2024 3:00 AM;86.03
Nov 20, 2024 3:00 AM;Nov 20, 2024 4:00 AM;81.5
Nov 20, 2024 4:00 AM;Nov 20, 2024 5:00 AM;76.15
Nov 20, 2024 5:00 AM;Nov 20, 2024 6:00 AM;83.79
Nov 20, 2024 6:00 AM;Nov 20, 2024 7:00 AM;101.73
Nov 20, 2024 7:00 AM;Nov 20, 2024 8:00 AM;122.21
Nov 20, 2024 8:00 AM;Nov 20, 2024 9:00 AM;142.87
Nov 20, 2024 9:00 AM;Nov 20, 2024 10:00 AM;139.53
Nov 20, 2024 10:00 AM;Nov 20, 2024 11:00 AM;112.02
Nov 20, 2024 11:00 AM;Nov 20, 2024 12:00 PM;107.0
Nov 20, 2024 12:00 PM;Nov 20, 2024 1:00 PM;97.26
Nov 20, 2024 1:00 PM;Nov 20, 2024 2:00 PM;96.88
Nov 20, 2024 2:00 PM;Nov 20, 2024 3:00 PM;104.26
Nov 20, 2024 3:00 PM;Nov 20, 2024 4:00 PM;117.83
Nov 20, 2024 4:00 PM;Nov 20, 2024 5:00 PM;129.7
Nov 20, 2024 5:00 PM;Nov 20, 2024 6:00 PM;142.51
Nov 20, 2024 6:00 PM;Nov 20, 2024 7:00 PM;143.18
Nov 20, 2024 7:00 PM;Nov 20, 2024 8:00 PM;141.56
Nov 20, 2024 8:00 PM;Nov 20, 2024 9:00 PM;135.98
Nov 20, 2024 9:00 PM;Nov 20, 2024 10:00 PM;124.63
Nov 20, 2024 10:00 PM;Nov 20, 2024 11:00 PM;117.5
Nov 20, 2024 11:00 PM;Nov 21, 2024 12:00 AM;103.5
Nov 21, 2024 12:00 AM;Nov 21, 2024 1:00 AM;93.96
Nov 21, 2024 1:00 AM;Nov 21, 2024 2:00 AM;90.4
Nov 21, 2024 2:00 AM;Nov 21, 2024 3:00 AM;86.8
Nov 21, 2024 3:00 AM;Nov 21, 2024 4:00 AM;84.15
Nov 21, 2024 4:00 AM;Nov 21, 2024 5:00 AM;84.23
Nov 21, 2024 5:00 AM;Nov 21, 2024 6:00 AM;94.45
Nov 21, 2024 6:00 AM;Nov 21, 2024 7:00 AM;111.46
Nov 21, 2024 7:00 AM;Nov 21, 2024 8:00 AM;125.03
Nov 21, 2024 8:00 AM;Nov 21, 2024 9:00 AM;134.62
Nov 21, 2024 9:00 AM;Nov 21, 2024 10:00 AM;135.09
Nov 21, 2024 10:00 AM;Nov 21, 2024 11:00 AM;127.53
Nov 21, 2024 11:00 AM;Nov 21, 2024 12:00 PM;115.62
Nov 21, 2024 12:00 PM;Nov 21, 2024 1:00 PM;113.81
Nov 21, 2024 1:00 PM;Nov 21, 2024 2:00 PM;121.0
Nov 21, 2024 2:00 PM;Nov 21, 2024 3:00 PM;113.44
Nov 21, 2024 3:00 PM;Nov 21, 2024 4:00 PM;115.8
Nov 21, 2024 4:00 PM;Nov 21, 2024 5:00 PM;119.09
Nov 21, 2024 5:00 PM;Nov 21, 2024 6:00 PM;130.93
Nov 21, 2024 6:00 PM;Nov 21, 2024 7:00 PM;139.02
Nov 21, 2024 7:00 PM;Nov 21, 2024 8:00 PM;133.76
Nov 21, 2024 8:00 PM;Nov 21, 2024 9:00 PM;122.11
Nov 21, 2024 9:00 PM;Nov 21, 2024 10:00 PM;116.92
Nov 21, 2024 10:00 PM;Nov 21, 2024 11:00 PM;111.53
Nov 21, 2024 11:00 PM;Nov 22, 2024 12:00 AM;103.15
Nov 22, 2024 12:00 AM;Nov 22, 2024 1:00 AM;104.55
Nov 22, 2024 1:00 AM;Nov 22, 2024 2:00 AM;92.43
Nov 22, 2024 2:00 AM;Nov 22, 2024 3:00 AM;85.78
Nov 22, 2024 3:00 AM;Nov 22, 2024 4:00 AM;80.58
Nov 22, 2024 4:00 AM;Nov 22, 2024 5:00 AM;77.13
Nov 22, 2024 5:00 AM;Nov 22, 2024 6:00 AM;87.6
Nov 22, 2024 6:00 AM;Nov 22, 2024 7:00 AM;100.09
Nov 22, 2024 7:00 AM;Nov 22, 2024 8:00 AM;129.57
Nov 22, 2024 8:00 AM;Nov 22, 2024 9:00 AM;141.31
Nov 22, 2024 9:00 AM;Nov 22, 2024 10:00 AM;136.32
Nov 22, 2024 10:00 AM;Nov 22, 2024 11:00 AM;116.71
Nov 22, 2024 11:00 AM;Nov 22, 2024 12:00 PM;115.0
Nov 22, 2024 12:00 PM;Nov 22, 2024 1:00 PM;107.16
Nov 22, 2024 1:00 PM;Nov 22, 2024 2:00 PM;97.02
Nov 22, 2024 2:00 PM;Nov 22, 2024 3:00 PM;98.93
Nov 22, 2024 3:00 PM;Nov 22, 2024 4:00 PM;111.63
Nov 22, 2024 4:00 PM;Nov 22, 2024 5:00 PM;116.99
Nov 22, 2024 5:00 PM;Nov 22, 2024 6:00 PM;131.84
Nov 22, 2024 6:00 PM;Nov 22, 2024 7:00 PM;136.3
Nov 22, 2024 7:00 PM;Nov 22, 2024 8:00 PM;132.56
Nov 22, 2024 8:00 PM;Nov 22, 2024 9:00 PM;118.22
Nov 22, 2024 9:00 PM;Nov 22, 2024 10:00 PM;106.89
Nov 22, 2024 10:00 PM;Nov 22, 2024 11:00 PM;117.97
Nov 22, 2024 11:00 PM;Nov 23, 2024 12:00 AM;115.61
Nov 23, 2024 12:00 AM;Nov 23, 2024 1:00 AM;113.9
Nov 23, 2024 1:00 AM;Nov 23, 2024 2:00 AM;98.5
Nov 23, 2024 2:00 AM;Nov 23, 2024 3:00 AM;91.08
Nov 23, 2024 3:00 AM;Nov 23, 2024 4:00 AM;83.17
Nov 23, 2024 4:00 AM;Nov 23, 2024 5:00 AM;79.68
Nov 23, 2024 5:00 AM;Nov 23, 2024 6:00 AM;84.78
Nov 23, 2024 6:00 AM;Nov 23, 2024 7:00 AM;85.95
Nov 23, 2024 7:00 AM;Nov 23, 2024 8:00 AM;93.0
Nov 23, 2024 8:00 AM;Nov 23, 2024 9:00 AM;99.25
Nov 23, 2024 9:00 AM;Nov 23, 2024 10:00 AM;85.62
Nov 23, 2024 10:00 AM;Nov 23, 2024 11:00 AM;67.04
Nov 23, 2024 11:00 AM;Nov 23, 2024 12:00 PM;40.0
Nov 23, 2024 12:00 PM;Nov 23, 2024 1:00 PM;42.5
Nov 23, 2024 1:00 PM;Nov 23, 2024 2:00 PM;36.95
Nov 23, 2024 2:00 PM;Nov 23, 2024 3:00 PM;30.52
Nov 23, 2024 3:00 PM;Nov 23, 2024 4:00 PM;36.94
Nov 23, 2024 4:00 PM;Nov 23, 2024 5:00 PM;58.9
Nov 23, 2024 5:00 PM;Nov 23, 2024 6:00 PM;81.98
Nov 23, 2024 6:00 PM;Nov 23, 2024 7:00 PM;91.28
Nov 23, 2024 7:00 PM;Nov 23, 2024 8:00 PM;83.14
Nov 23, 2024 8:00 PM;Nov 23, 2024 9:00 PM;71.99
Nov 23, 2024 9:00 PM;Nov 23, 2024 10:00 PM;58.84
Nov 23, 2024 10:00 PM;Nov 23, 2024 11:00 PM;49.27
Nov 23, 2024 11:00 PM;Nov 24, 2024 12:00 AM;26.38
Nov 24, 2024 12:00 AM;Nov 24, 2024 1:00 AM;13.81
Nov 24, 2024 1:00 AM;Nov 24, 2024 2:00 AM;8.48
Nov 24, 2024 2:00 AM;Nov 24, 2024 3:00 AM;5.53
Nov 24, 2024 3:00 AM;Nov 24, 2024 4:00 AM;3.71
Nov 24, 2024 4:00 AM;Nov 24, 2024 5:00 AM;3.32
Nov 24, 2024 5:00 AM;Nov 24, 2024 6:00 AM;4.68
Nov 24, 2024 6:00 AM;Nov 24, 2024 7:00 AM;3.92
Nov 24, 2024 7:00 AM;Nov 24, 2024 8:00 AM;3.71
Nov 24, 2024 8:00 AM;Nov 24, 2024 9:00 AM;3.32
Nov 24, 2024 9:00 AM;Nov 24, 2024 10:00 AM;5.24
Nov 24, 2024 10:00 AM;Nov 24, 2024 11:00 AM;3.32
Nov 24, 2024 11:00 AM;Nov 24, 2024 12:00 PM;3.32
Nov 24, 2024 12:00 PM;Nov 24, 2024 1:00 PM;5.0
Nov 24, 2024 1:00 PM;Nov 24, 2024 2:00 PM;3.32
Nov 24, 2024 2:00 PM;Nov 24, 2024 3:00 PM;3.32
Nov 24, 2024 3:00 PM;Nov 24, 2024 4:00 PM;3.32
Nov 24, 2024 4:00 PM;Nov 24, 2024 5:00 PM;3.74
Nov 24, 2024 5:00 PM;Nov 24, 2024 6:00 PM;11.17
Nov 24, 2024 6:00 PM;Nov 24, 2024 7:00 PM;28.49
Nov 24, 2024 7:00 PM;Nov 24, 2024 8:00 PM;41.54
Nov 24, 2024 8:00 PM;Nov 24, 2024 9:00 PM;34.61
Nov 24, 2024 9:00 PM;Nov 24, 2024 10:00 PM;24.23
Nov 24, 2024 10:00 PM;Nov 24, 2024 11:00 PM;20.26
Nov 24, 2024 11:00 PM;Nov 25, 2024 12:00 AM;14.46
Nov 25, 2024 12:00 AM;Nov 25, 2024 1:00 AM;10.32
Nov 25, 2024 1:00 AM;Nov 25, 2024 2:00 AM;8.41
Nov 25, 2024 2:00 AM;Nov 25, 2024 3:00 AM;3.94
Nov 25, 2024 3:00 AM;Nov 25, 2024 4:00 AM;3.32
Nov 25, 2024 4:00 AM;Nov 25, 2024 5:00 AM;3.32
Nov 25, 2024 5:00 AM;Nov 25, 2024 6:00 AM;3.71
Nov 25, 2024 6:00 AM;Nov 25, 2024 7:00 AM;15.27
Nov 25, 2024 7:00 AM;Nov 25, 2024 8:00 AM;63.53
Nov 25, 2024 8:00 AM;Nov 25, 2024 9:00 AM;87.76
Nov 25, 2024 9:00 AM;Nov 25, 2024 10:00 AM;84.48
Nov 25, 2024 10:00 AM;Nov 25, 2024 11:00 AM;73.4
Nov 25, 2024 11:00 AM;Nov 25, 2024 12:00 PM;74.59
Nov 25, 2024 12:00 PM;Nov 25, 2024 1:00 PM;76.23
Nov 25, 2024 1:00 PM;Nov 25, 2024 2:00 PM;71.98
Nov 25, 2024 2:00 PM;Nov 25, 2024 3:00 PM;71.3
Nov 25, 2024 3:00 PM;Nov 25, 2024 4:00 PM;93.39
Nov 25, 2024 4:00 PM;Nov 25, 2024 5:00 PM;111.42
Nov 25, 2024 5:00 PM;Nov 25, 2024 6:00 PM;130.47
Nov 25, 2024 6:00 PM;Nov 25, 2024 7:00 PM;134.14
Nov 25, 2024 7:00 PM;Nov 25, 2024 8:00 PM;122.52
Nov 25, 2024 8:00 PM;Nov 25, 2024 9:00 PM;101.98
Nov 25, 2024 9:00 PM;Nov 25, 2024 10:00 PM;88.98
Nov 25, 2024 10:00 PM;Nov 25, 2024 11:00 PM;92.58
Nov 25, 2024 11:00 PM;Nov 26, 2024 12:00 AM;74.74
Nov 26, 2024 12:00 AM;Nov 26, 2024 1:00 AM;91.7
Nov 26, 2024 1:00 AM;Nov 26, 2024 2:00 AM;81.73
Nov 26, 2024 2:00 AM;Nov 26, 2024 3:00 AM;81.06
Nov 26, 2024 3:00 AM;Nov 26, 2024 4:00 AM;73.04
Nov 26, 2024 4:00 AM;Nov 26, 2024 5:00 AM;74.62
Nov 26, 2024 5:00 AM;Nov 26, 2024 6:00 AM;84.24
Nov 26, 2024 6:00 AM;Nov 26, 2024 7:00 AM;104.23
Nov 26, 2024 7:00 AM;Nov 26, 2024 8:00 AM;134.93
Nov 26, 2024 8:00 AM;Nov 26, 2024 9:00 AM;137.84
Nov 26, 2024 9:00 AM;Nov 26, 2024 10:00 AM;127.26
Nov 26, 2024 10:00 AM;Nov 26, 2024 11:00 AM;114.63
Nov 26, 2024 11:00 AM;Nov 26, 2024 12:00 PM;106.44
Nov 26, 2024 12:00 PM;Nov 26, 2024 1:00 PM;97.75
Nov 26, 2024 1:00 PM;Nov 26, 2024 2:00 PM;103.11
Nov 26, 2024 2:00 PM;Nov 26, 2024 3:00 PM;117.15
Nov 26, 2024 3:00 PM;Nov 26, 2024 4:00 PM;120.58
Nov 26, 2024 4:00 PM;Nov 26, 2024 5:00 PM;137.51
Nov 26, 2024 5:00 PM;Nov 26, 2024 6:00 PM;148.85
Nov 26, 2024 6:00 PM;Nov 26, 2024 7:00 PM;162.07
Nov 26, 2024 7:00 PM;Nov 26, 2024 8:00 PM;154.84
Nov 26, 2024 8:00 PM;Nov 26, 2024 9:00 PM;129.76
Nov 26, 2024 9:00 PM;Nov 26, 2024 10:00 PM;120.35
Nov 26, 2024 10:00 PM;Nov 26, 2024 11:00 PM;123.75
Nov 26, 2024 11:00 PM;Nov 27, 2024 12:00 AM;114.36
Nov 27, 2024 12:00 AM;Nov 27, 2024 1:00 AM;86.19
Nov 27, 2024 1:00 AM;Nov 27, 2024 2:00 AM;75.92
Nov 27, 2024 2:00 AM;Nov 27, 2024 3:00 AM;70.95
Nov 27, 2024 3:00 AM;Nov 27, 2024 4:00 AM;54.1
Nov 27, 2024 4:00 AM;Nov 27, 2024 5:00 AM;16.81
Nov 27, 2024 5:00 AM;Nov 27, 2024 6:00 AM;37.17
Nov 27, 2024 6:00 AM;Nov 27, 2024 7:00 AM;81.69
Nov 27, 2024 7:00 AM;Nov 27, 2024 8:00 AM;109.92
Nov 27, 2024 8:00 AM;Nov 27, 2024 9:00 AM;108.1
Nov 27, 2024 9:00 AM;Nov 27, 2024 10:00 AM;88.3
Nov 27, 2024 10:00 AM;Nov 27, 2024 11:00 AM;83.11
Nov 27, 2024 11:00 AM;Nov 27, 2024 12:00 PM;75.83
Nov 27, 2024 12:00 PM;Nov 27, 2024 1:00 PM;86.52
Nov 27, 2024 1:00 PM;Nov 27, 2024 2:00 PM;48.69
Nov 27, 2024 2:00 PM;Nov 27, 2024 3:00 PM;70.46
Nov 27, 2024 3:00 PM;Nov 27, 2024 4:00 PM;76.51
Nov 27, 2024 4:00 PM;Nov 27, 2024 5:00 PM;100.35
Nov 27, 2024 5:00 PM;Nov 27, 2024 6:00 PM;115.58
Nov 27, 2024 6:00 PM;Nov 27, 2024 7:00 PM;123.29
Nov 27, 2024 7:00 PM;Nov 27, 2024 8:00 PM;119.27
Nov 27, 2024 8:00 PM;Nov 27, 2024 9:00 PM;94.07
Nov 27, 2024 9:00 PM;Nov 27, 2024 10:00 PM;82.93
Nov 27, 2024 10:00 PM;Nov 27, 2024 11:00 PM;84.43
Nov 27, 2024 11:00 PM;Nov 28, 2024 12:00 AM;79.32
Nov 28, 2024 12:00 AM;Nov 28, 2024 1:00 AM;64.53
Nov 28, 2024 1:00 AM;Nov 28, 2024 2:00 AM;72.67
Nov 28, 2024 2:00 AM;Nov 28, 2024 3:00 AM;70.2
Nov 28, 2024 3:00 AM;Nov 28, 2024 4:00 AM;41.71
Nov 28, 2024 4:00 AM;Nov 28, 2024 5:00 AM;69.27
Nov 28, 2024 5:00 AM;Nov 28, 2024 6:00 AM;68.9
Nov 28, 2024 6:00 AM;Nov 28, 2024 7:00 AM;97.04
Nov 28, 2024 7:00 AM;Nov 28, 2024 8:00 AM;124.99
Nov 28, 2024 8:00 AM;Nov 28, 2024 9:00 AM;133.68
Nov 28, 2024 9:00 AM;Nov 28, 2024 10:00 AM;130.57
Nov 28, 2024 10:00 AM;Nov 28, 2024 11:00 AM;121.0
Nov 28, 2024 11:00 AM;Nov 28, 2024 12:00 PM;108.95
Nov 28, 2024 12:00 PM;Nov 28, 2024 1:00 PM;103.5
Nov 28, 2024 1:00 PM;Nov 28, 2024 2:00 PM;103.19
Nov 28, 2024 2:00 PM;Nov 28, 2024 3:00 PM;108.5
Nov 28, 2024 3:00 PM;Nov 28, 2024 4:00 PM;119.81
Nov 28, 2024 4:00 PM;Nov 28, 2024 5:00 PM;137.1
Nov 28, 2024 5:00 PM;Nov 28, 2024 6:00 PM;150.4
Nov 28, 2024 6:00 PM;Nov 28, 2024 7:00 PM;158.24
Nov 28, 2024 7:00 PM;Nov 28, 2024 8:00 PM;154.12
Nov 28, 2024 8:00 PM;Nov 28, 2024 9:00 PM;135.46
Nov 28, 2024 9:00 PM;Nov 28, 2024 10:00 PM;125.87
Nov 28, 2024 10:00 PM;Nov 28, 2024 11:00 PM;122.16
Nov 28, 2024 11:00 PM;Nov 29, 2024 12:00 AM;112.6
Nov 29, 2024 12:00 AM;Nov 29, 2024 1:00 AM;110.3
Nov 29, 2024 1:00 AM;Nov 29, 2024 2:00 AM;107.01
Nov 29, 2024 2:00 AM;Nov 29, 2024 3:00 AM;103.47
Nov 29, 2024 3:00 AM;Nov 29, 2024 4:00 AM;94.04
Nov 29, 2024 4:00 AM;Nov 29, 2024 5:00 AM;88.75
Nov 29, 2024 5:00 AM;Nov 29, 2024 6:00 AM;94.08
Nov 29, 2024 6:00 AM;Nov 29, 2024 7:00 AM;116.19
Nov 29, 2024 7:00 AM;Nov 29, 2024 8:00 AM;127.21
Nov 29, 2024 8:00 AM;Nov 29, 2024 9:00 AM;143.36
Nov 29, 2024 9:00 AM;Nov 29, 2024 10:00 AM;135.27
Nov 29, 2024 10:00 AM;Nov 29, 2024 11:00 AM;121.06
Nov 29, 2024 11:00 AM;Nov 29, 2024 12:00 PM;109.32
