Start date;End date;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions
Jan 1, 2024 12:00 AM;Jan 1, 2024 1:00 AM;15290.36;240.0;15050.36;0.0
Jan 1, 2024 1:00 AM;Jan 1, 2024 2:00 AM;15018.51;240.0;14778.51;0.0
Jan 1, 2024 2:00 AM;Jan 1, 2024 3:00 AM;14601.58;240.0;14361.58;0.0
Jan 1, 2024 3:00 AM;Jan 1, 2024 4:00 AM;14179.37;240.0;13939.37;0.0
Jan 1, 2024 4:00 AM;Jan 1, 2024 5:00 AM;13754.28;240.0;13514.28;0.0
Jan 1, 2024 5:00 AM;Jan 1, 2024 6:00 AM;13076.23;240.0;12836.23;0.0
Jan 1, 2024 6:00 AM;Jan 1, 2024 7:00 AM;12397.88;240.0;12157.88;0.0
Jan 1, 2024 7:00 AM;Jan 1, 2024 8:00 AM;11718.27;240.0;11478.27;0.0
Jan 1, 2024 8:00 AM;Jan 1, 2024 9:00 AM;11301.4;240.0;11061.4;0.0
Jan 1, 2024 9:00 AM;Jan 1, 2024 10:00 AM;11123.44;240.0;10644.33;239.11
Jan 1, 2024 10:00 AM;Jan 1, 2024 11:00 AM;11936.68;240.0;10227.5;1469.18
Jan 1, 2024 11:00 AM;Jan 1, 2024 12:00 PM;13647.08;240.0;10491.84;2915.24
Jan 1, 2024 12:00 PM;Jan 1, 2024 1:00 PM;14922.279999999999;240.0;10756.21;3926.07
Jan 1, 2024 1:00 PM;Jan 1, 2024 2:00 PM;15414.95;240.0;11018.48;4156.47
Jan 1, 2024 2:00 PM;Jan 1, 2024 3:00 PM;14667.36;240.0;10672.25;3755.11
Jan 1, 2024 3:00 PM;Jan 1, 2024 4:00 PM;13312.93;240.0;10325.58;2747.35
Jan 1, 2024 4:00 PM;Jan 1, 2024 5:00 PM;11319.48;240.0;9980.16;1099.32
Jan 1, 2024 5:00 PM;Jan 1, 2024 6:00 PM;11069.48;240.0;10763.75;65.73
Jan 1, 2024 6:00 PM;Jan 1, 2024 7:00 PM;11789.53;240.0;11549.53;0.0
Jan 1, 2024 7:00 PM;Jan 1, 2024 8:00 PM;12576.34;240.0;12336.34;0.0
Jan 1, 2024 8:00 PM;Jan 1, 2024 9:00 PM;13901.83;240.0;13661.83;0.0
Jan 1, 2024 9:00 PM;Jan 1, 2024 10:00 PM;15226.92;240.0;14986.92;0.0
Jan 1, 2024 10:00 PM;Jan 1, 2024 11:00 PM;16551.739999999998;240.0;16311.74;0.0
Jan 1, 2024 11:00 PM;Jan 2, 2024 12:00 AM;17121.7;240.0;16881.7;0.0
Jan 2, 2024 12:00 AM;Jan 2, 2024 1:00 AM;17223.7;240.0;16983.7;0.0
Jan 2, 2024 1:00 AM;Jan 2, 2024 2:00 AM;17895.43;240.0;17655.43;0.0
Jan 2, 2024 2:00 AM;Jan 2, 2024 3:00 AM;18169.73;240.0;17929.73;0.0
Jan 2, 2024 3:00 AM;Jan 2, 2024 4:00 AM;18437.93;240.0;18197.93;0.0
Jan 2, 2024 4:00 AM;Jan 2, 2024 5:00 AM;18702.18;240.0;18462.18;0.0
Jan 2, 2024 5:00 AM;Jan 2, 2024 6:00 AM;18720.81;240.0;18480.81;0.0
Jan 2, 2024 6:00 AM;Jan 2, 2024 7:00 AM;18738.83;240.0;18498.83;0.0
Jan 2, 2024 7:00 AM;Jan 2, 2024 8:00 AM;18753.95;240.0;18513.95;0.0
Jan 2, 2024 8:00 AM;Jan 2, 2024 9:00 AM;18801.82;240.0;18561.82;0.0
Jan 2, 2024 9:00 AM;Jan 2, 2024 10:00 AM;19079.48;240.0;18609.35;230.13
Jan 2, 2024 10:00 AM;Jan 2, 2024 11:00 AM;20284.100000000002;240.0;18658.45;1385.65
Jan 2, 2024 11:00 AM;Jan 2, 2024 12:00 PM;22110.83;240.0;18914.86;2955.97
Jan 2, 2024 12:00 PM;Jan 2, 2024 1:00 PM;23519.480000000003;240.0;19169.83;4109.65
Jan 2, 2024 1:00 PM;Jan 2, 2024 2:00 PM;23968.449999999997;240.0;19423.1;4305.35
Jan 2, 2024 2:00 PM;Jan 2, 2024 3:00 PM;23371.0;240.0;19486.06;3644.94
Jan 2, 2024 3:00 PM;Jan 2, 2024 4:00 PM;22224.510000000002;240.0;19541.68;2442.83
Jan 2, 2024 4:00 PM;Jan 2, 2024 5:00 PM;20779.04;240.0;19597.25;941.79
Jan 2, 2024 5:00 PM;Jan 2, 2024 6:00 PM;19571.35;240.0;19282.57;48.78
Jan 2, 2024 6:00 PM;Jan 2, 2024 7:00 PM;19209.02;240.0;18969.02;0.0
Jan 2, 2024 7:00 PM;Jan 2, 2024 8:00 PM;18895.93;240.0;18655.93;0.0
Jan 2, 2024 8:00 PM;Jan 2, 2024 9:00 PM;18418.72;240.0;18178.72;0.0
Jan 2, 2024 9:00 PM;Jan 2, 2024 10:00 PM;17939.8;240.0;17699.8;0.0
Jan 2, 2024 10:00 PM;Jan 2, 2024 11:00 PM;17461.07;240.0;17221.07;0.0
Jan 2, 2024 11:00 PM;Jan 3, 2024 12:00 AM;17459.62;240.0;17219.62;0.0
Jan 3, 2024 12:00 AM;Jan 3, 2024 1:00 AM;18113.38;240.0;17873.38;0.0
Jan 3, 2024 1:00 AM;Jan 3, 2024 2:00 AM;18048.76;240.0;17808.76;0.0
Jan 3, 2024 2:00 AM;Jan 3, 2024 3:00 AM;17946.45;240.0;17706.45;0.0
Jan 3, 2024 3:00 AM;Jan 3, 2024 4:00 AM;17833.67;240.0;17593.67;0.0
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;17715.89;240.0;17475.89;0.0
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;17823.85;240.0;17583.85;0.0
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;17930.48;240.0;17690.48;0.0
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;18033.02;240.0;17793.02;0.0
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;18254.73;240.0;18014.73;0.0
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;18783.02;240.0;18235.91;307.11
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;20546.16;240.0;18458.77;1847.39
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;22377.07;240.0;18713.67;3423.4
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;23442.07;240.0;18966.63;4235.44
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;23917.92;240.0;19216.05;4461.87
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;23324.06;240.0;19204.24;3879.82
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;22058.65;240.0;19191.45;2627.2
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;20485.600000000002;240.0;19180.08;1065.52
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;19313.58;240.0;19009.2;64.38
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;19082.51;240.0;18842.51;0.0
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;18916.54;240.0;18676.54;0.0
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;18441.87;240.0;18201.87;0.0
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;17966.61;240.0;17726.61;0.0
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;17490.35;240.0;17250.35;0.0
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;16985.33;240.0;16745.33;0.0
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;16269.53;240.0;16029.53;0.0
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;15649.39;240.0;15409.39;0.0
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;14989.11;240.0;14749.11;0.0
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;14315.38;240.0;14075.38;0.0
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;13636.11;240.0;13396.11;0.0
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;12635.67;210.0;12425.67;0.0
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;11625.1;171.0;11454.1;0.0
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;10703.71;225.5;10478.21;0.0
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;9938.61;209.5;9729.11;0.0
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;9545.279999999999;222.5;8979.98;342.8
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;10497.53;239.5;8240.54;2017.49
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;12404.75;240.0;8181.59;3983.16
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;13619.14;240.0;8124.98;5254.16
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;13833.18;240.0;8064.79;5528.39
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;13560.3;240.0;8512.24;4808.06
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;12415.5;240.0;8960.56;3214.94
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;10897.79;240.0;9410.26;1247.53
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;10217.38;240.0;9905.74;71.64
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;10646.59;240.0;10406.59;0.0
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;11148.94;240.0;10908.94;0.0
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;11168.64;240.0;10928.64;0.0
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;11188.74;240.0;10948.74;0.0
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;11211.51;240.0;10971.51;0.0
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;10764.62;233.5;10531.12;0.0
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;11091.43;155.5;10935.93;0.0
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;10580.54;164.5;10416.04;0.0
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;10485.83;159.0;10326.83;0.0
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;10283.43;52.5;10230.93;0.0
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;10191.52;57.5;10134.02;0.0
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;9783.91;34.0;9749.91;0.0
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;9395.0;30.0;9365.0;0.0
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;9008.73;30.5;8978.23;0.0
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;8176.22;53.5;8122.72;0.0
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;7513.99;36.0;7267.73;210.26
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;7821.79;36.5;6416.4;1368.89
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;8913.54;37.0;6112.79;2763.75
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;9482.279999999999;35.5;5809.65;3637.13
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;9387.5;36.0;5506.78;3844.72
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;8569.53;39.0;5077.02;3453.51
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;7160.13;41.5;4648.42;2470.21
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;5254.02;51.0;4222.01;981.01
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;4200.37;84.5;4058.33;57.54
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;3994.96;94.0;3900.96;0.0
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;3835.74;91.0;3744.74;0.0
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;3918.79;110.5;3808.29;0.0
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;3974.17;103.0;3871.17;0.0
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;4084.45;150.5;3933.95;0.0
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;4082.59;158.0;3924.59;0.0
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;4225.780000000001;272.5;3953.28;0.0
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;4161.17;293.0;3868.17;0.0
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;4257.88;311.5;3946.38;0.0
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;4346.27;321.0;4025.27;0.0
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;4434.72;330.5;4104.22;0.0
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;4724.5;368.0;4356.5;0.0
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;4983.53;374.5;4609.03;0.0
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;5214.78;352.5;4862.28;0.0
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;5363.17;378.5;4984.67;0.0
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;5793.8;385.5;5106.93;301.37
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;7375.2;378.5;5228.58;1768.12
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;9328.6;358.5;5637.7;3332.4
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;10629.75;334.0;6047.46;4248.29
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;11378.22;303.0;6457.15;4618.07
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;11074.02;322.0;6669.94;4082.08
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;10143.119999999999;342.5;6883.25;2917.37
Jan 6, 2024 4:00 PM;Jan 6, 2024 5:00 PM;8723.69;354.0;7096.64;1273.05
Jan 6, 2024 5:00 PM;Jan 6, 2024 6:00 PM;7593.74;384.0;7125.9;83.84
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;7542.8;388.0;7154.8;0.0
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;7590.88;407.0;7183.88;0.0
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;7616.77;434.5;7182.27;0.0
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;7615.12;434.5;7180.62;0.0
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;7595.02;416.0;7179.02;0.0
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;7491.78;408.5;7083.28;0.0
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;6911.24;334.5;6576.74;0.0
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;6834.79;341.0;6493.79;0.0
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;6891.65;328.5;6563.15;0.0
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;6964.03;333.0;6631.03;0.0
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;7036.66;338.0;6698.66;0.0
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;7211.95;390.0;6821.95;0.0
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;7355.18;410.0;6945.18;0.0
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;7473.26;405.0;7068.26;0.0
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;7604.24;415.5;7188.74;0.0
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;8039.299999999999;421.0;7309.19;309.11
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;9688.37;427.5;7428.89;1831.98
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;11960.91;415.0;8001.62;3544.29
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;13494.72;386.5;8574.38;4533.84
Jan 7, 2024 1:00 PM;Jan 7, 2024 2:00 PM;14199.35;382.0;9146.37;4670.98
Jan 7, 2024 2:00 PM;Jan 7, 2024 3:00 PM;13657.31;397.0;9232.48;4027.83
Jan 7, 2024 3:00 PM;Jan 7, 2024 4:00 PM;12536.01;420.5;9318.66;2796.85
Jan 7, 2024 4:00 PM;Jan 7, 2024 5:00 PM;10928.47;401.5;9405.13;1121.84
Jan 7, 2024 5:00 PM;Jan 7, 2024 6:00 PM;10033.32;442.5;9509.39;81.43
Jan 7, 2024 6:00 PM;Jan 7, 2024 7:00 PM;10090.34;475.5;9614.84;0.0
Jan 7, 2024 7:00 PM;Jan 7, 2024 8:00 PM;10201.42;481.0;9720.42;0.0
Jan 7, 2024 8:00 PM;Jan 7, 2024 9:00 PM;10364.3;509.0;9855.3;0.0
Jan 7, 2024 9:00 PM;Jan 7, 2024 10:00 PM;10489.11;499.5;9989.61;0.0
Jan 7, 2024 10:00 PM;Jan 7, 2024 11:00 PM;10656.97;533.5;10123.47;0.0
Jan 7, 2024 11:00 PM;Jan 8, 2024 12:00 AM;10631.68;537.5;10094.18;0.0
Jan 8, 2024 12:00 AM;Jan 8, 2024 1:00 AM;10477.5;547.0;9930.5;0.0
Jan 8, 2024 1:00 AM;Jan 8, 2024 2:00 AM;10399.55;561.5;9838.05;0.0
Jan 8, 2024 2:00 AM;Jan 8, 2024 3:00 AM;10365.11;527.0;9838.11;0.0
Jan 8, 2024 3:00 AM;Jan 8, 2024 4:00 AM;10373.46;537.5;9835.96;0.0
Jan 8, 2024 4:00 AM;Jan 8, 2024 5:00 AM;10383.3;549.5;9833.8;0.0
Jan 8, 2024 5:00 AM;Jan 8, 2024 6:00 AM;10329.43;512.5;9816.93;0.0
Jan 8, 2024 6:00 AM;Jan 8, 2024 7:00 AM;10323.98;524.5;9799.48;0.0
Jan 8, 2024 7:00 AM;Jan 8, 2024 8:00 AM;10254.41;473.0;9781.41;0.0
Jan 8, 2024 8:00 AM;Jan 8, 2024 9:00 AM;10096.89;479.5;9617.39;0.0
Jan 8, 2024 9:00 AM;Jan 8, 2024 10:00 AM;10261.65;465.0;9453.13;343.52
Jan 8, 2024 10:00 AM;Jan 8, 2024 11:00 AM;11697.289999999999;424.5;9288.05;1984.74
Jan 8, 2024 11:00 AM;Jan 8, 2024 12:00 PM;13558.99;389.0;9334.23;3835.76
Jan 8, 2024 12:00 PM;Jan 8, 2024 1:00 PM;14952.3;385.5;9381.31;5185.49
Jan 8, 2024 1:00 PM;Jan 8, 2024 2:00 PM;15300.739999999998;380.5;9427.71;5492.53
Jan 8, 2024 2:00 PM;Jan 8, 2024 3:00 PM;14589.490000000002;351.5;9254.29;4983.7
Jan 8, 2024 3:00 PM;Jan 8, 2024 4:00 PM;13026.880000000001;394.0;9081.02;3551.86
Jan 8, 2024 4:00 PM;Jan 8, 2024 5:00 PM;10874.34;422.0;8908.3;1544.04
Jan 8, 2024 5:00 PM;Jan 8, 2024 6:00 PM;8818.7;475.5;8213.37;129.83
Jan 8, 2024 6:00 PM;Jan 8, 2024 7:00 PM;7957.02;438.0;7519.02;0.0
Jan 8, 2024 7:00 PM;Jan 8, 2024 8:00 PM;7319.12;494.5;6824.62;0.0
Jan 8, 2024 8:00 PM;Jan 8, 2024 9:00 PM;6894.9;484.5;6410.4;0.0
Jan 8, 2024 9:00 PM;Jan 8, 2024 10:00 PM;6438.0;442.0;5996.0;0.0
Jan 8, 2024 10:00 PM;Jan 8, 2024 11:00 PM;5988.45;407.0;5581.45;0.0
Jan 8, 2024 11:00 PM;Jan 9, 2024 12:00 AM;5864.56;432.5;5432.06;0.0
Jan 9, 2024 12:00 AM;Jan 9, 2024 1:00 AM;4790.68;296.0;4494.68;0.0
Jan 9, 2024 1:00 AM;Jan 9, 2024 2:00 AM;4357.94;260.0;4097.94;0.0
Jan 9, 2024 2:00 AM;Jan 9, 2024 3:00 AM;4364.34;246.0;4118.34;0.0
Jan 9, 2024 3:00 AM;Jan 9, 2024 4:00 AM;4384.22;249.0;4135.22;0.0
Jan 9, 2024 4:00 AM;Jan 9, 2024 5:00 AM;4386.67;234.0;4152.67;0.0
Jan 9, 2024 5:00 AM;Jan 9, 2024 6:00 AM;4274.32;244.0;4030.32;0.0
Jan 9, 2024 6:00 AM;Jan 9, 2024 7:00 AM;4132.139999999999;224.0;3908.14;0.0
Jan 9, 2024 7:00 AM;Jan 9, 2024 8:00 AM;4007.23;220.5;3786.73;0.0
Jan 9, 2024 8:00 AM;Jan 9, 2024 9:00 AM;4058.05;226.5;3831.55;0.0
Jan 9, 2024 9:00 AM;Jan 9, 2024 10:00 AM;4524.26;231.0;3877.67;415.59
Jan 9, 2024 10:00 AM;Jan 9, 2024 11:00 AM;6523.71;225.5;3930.41;2367.8
Jan 9, 2024 11:00 AM;Jan 9, 2024 12:00 PM;8739.869999999999;222.5;3801.09;4716.28
Jan 9, 2024 12:00 PM;Jan 9, 2024 1:00 PM;10139.16;245.5;3674.11;6219.55
Jan 9, 2024 1:00 PM;Jan 9, 2024 2:00 PM;10431.19;216.5;3551.03;6663.66
Jan 9, 2024 2:00 PM;Jan 9, 2024 3:00 PM;9732.779999999999;220.0;3583.74;5929.04
Jan 9, 2024 3:00 PM;Jan 9, 2024 4:00 PM;7886.34;217.0;3617.12;4052.22
Jan 9, 2024 4:00 PM;Jan 9, 2024 5:00 PM;5557.07;251.0;3652.23;1653.84
Jan 9, 2024 5:00 PM;Jan 9, 2024 6:00 PM;4090.9700000000003;270.0;3689.38;131.59
Jan 9, 2024 6:00 PM;Jan 9, 2024 7:00 PM;3999.69;272.0;3727.69;0.0
Jan 9, 2024 7:00 PM;Jan 9, 2024 8:00 PM;4068.69;301.0;3767.69;0.0
Jan 9, 2024 8:00 PM;Jan 9, 2024 9:00 PM;3936.66;278.0;3658.66;0.0
Jan 9, 2024 9:00 PM;Jan 9, 2024 10:00 PM;3860.22;305.0;3555.22;0.0
Jan 9, 2024 10:00 PM;Jan 9, 2024 11:00 PM;3750.59;296.0;3454.59;0.0
Jan 9, 2024 11:00 PM;Jan 10, 2024 12:00 AM;3655.47;278.0;3377.47;0.0
Jan 10, 2024 12:00 AM;Jan 10, 2024 1:00 AM;2912.64;234.0;2678.64;0.0
Jan 10, 2024 1:00 AM;Jan 10, 2024 2:00 AM;2790.55;216.5;2574.05;0.0
Jan 10, 2024 2:00 AM;Jan 10, 2024 3:00 AM;2800.06;249.5;2550.56;0.0
Jan 10, 2024 3:00 AM;Jan 10, 2024 4:00 AM;2763.09;235.5;2527.59;0.0
Jan 10, 2024 4:00 AM;Jan 10, 2024 5:00 AM;2730.18;224.5;2505.68;0.0
Jan 10, 2024 5:00 AM;Jan 10, 2024 6:00 AM;2691.2;209.5;2481.7;0.0
Jan 10, 2024 6:00 AM;Jan 10, 2024 7:00 AM;2688.73;231.0;2457.73;0.0
Jan 10, 2024 7:00 AM;Jan 10, 2024 8:00 AM;2676.93;242.5;2434.43;0.0
Jan 10, 2024 8:00 AM;Jan 10, 2024 9:00 AM;2686.49;230.0;2456.49;0.0
Jan 10, 2024 9:00 AM;Jan 10, 2024 10:00 AM;3063.0;252.0;2478.23;332.77
Jan 10, 2024 10:00 AM;Jan 10, 2024 11:00 AM;4679.42;259.5;2499.42;1920.5
Jan 10, 2024 11:00 AM;Jan 10, 2024 12:00 PM;6427.46;246.5;2520.21;3660.75
Jan 10, 2024 12:00 PM;Jan 10, 2024 1:00 PM;7549.04;232.5;2541.71;4774.83
Jan 10, 2024 1:00 PM;Jan 10, 2024 2:00 PM;7716.3099999999995;232.0;2563.72;4920.59
Jan 10, 2024 2:00 PM;Jan 10, 2024 3:00 PM;7099.29;237.0;2555.29;4307.0
Jan 10, 2024 3:00 PM;Jan 10, 2024 4:00 PM;5811.55;245.5;2547.46;3018.59
Jan 10, 2024 4:00 PM;Jan 10, 2024 5:00 PM;3991.16;259.0;2539.82;1192.34
Jan 10, 2024 5:00 PM;Jan 10, 2024 6:00 PM;3390.54;287.0;3009.95;93.59
Jan 10, 2024 6:00 PM;Jan 10, 2024 7:00 PM;3818.47;339.0;3479.47;0.0
Jan 10, 2024 7:00 PM;Jan 10, 2024 8:00 PM;4293.889999999999;345.5;3948.39;0.0
Jan 10, 2024 8:00 PM;Jan 10, 2024 9:00 PM;4234.719999999999;347.5;3887.22;0.0
Jan 10, 2024 9:00 PM;Jan 10, 2024 10:00 PM;4138.4;312.0;3826.4;0.0
Jan 10, 2024 10:00 PM;Jan 10, 2024 11:00 PM;4090.11;324.5;3765.61;0.0
Jan 10, 2024 11:00 PM;Jan 11, 2024 12:00 AM;4188.030000000001;300.5;3887.53;0.0
Jan 11, 2024 12:00 AM;Jan 11, 2024 1:00 AM;4764.85;258.5;4506.35;0.0
Jan 11, 2024 1:00 AM;Jan 11, 2024 2:00 AM;4681.62;299.0;4382.62;0.0
Jan 11, 2024 2:00 AM;Jan 11, 2024 3:00 AM;5047.27;350.0;4697.27;0.0
Jan 11, 2024 3:00 AM;Jan 11, 2024 4:00 AM;5355.77;343.5;5012.27;0.0
Jan 11, 2024 4:00 AM;Jan 11, 2024 5:00 AM;5648.64;316.5;5332.14;0.0
Jan 11, 2024 5:00 AM;Jan 11, 2024 6:00 AM;6056.17;365.5;5690.67;0.0
Jan 11, 2024 6:00 AM;Jan 11, 2024 7:00 AM;6468.58;418.0;6050.58;0.0
Jan 11, 2024 7:00 AM;Jan 11, 2024 8:00 AM;6826.46;414.5;6411.96;0.0
Jan 11, 2024 8:00 AM;Jan 11, 2024 9:00 AM;6704.98;413.0;6291.98;0.0
Jan 11, 2024 9:00 AM;Jan 11, 2024 10:00 AM;6965.389999999999;448.0;6172.62;344.77
Jan 11, 2024 10:00 AM;Jan 11, 2024 11:00 AM;8575.86;475.0;6053.38;2047.48
Jan 11, 2024 11:00 AM;Jan 11, 2024 12:00 PM;10573.77;478.0;5870.96;4224.81
Jan 11, 2024 12:00 PM;Jan 11, 2024 1:00 PM;11817.91;480.5;5690.02;5647.39
Jan 11, 2024 1:00 PM;Jan 11, 2024 2:00 PM;12327.89;456.5;5509.44;6361.95
Jan 11, 2024 2:00 PM;Jan 11, 2024 3:00 PM;12382.39;429.5;6212.3;5740.59
Jan 11, 2024 3:00 PM;Jan 11, 2024 4:00 PM;11411.76;410.0;6915.77;4085.99
Jan 11, 2024 4:00 PM;Jan 11, 2024 5:00 PM;9776.54;457.5;7619.43;1699.61
Jan 11, 2024 5:00 PM;Jan 11, 2024 6:00 PM;8855.320000000002;485.5;8245.79;124.03
Jan 11, 2024 6:00 PM;Jan 11, 2024 7:00 PM;9400.53;527.5;8873.03;0.0
Jan 11, 2024 7:00 PM;Jan 11, 2024 8:00 PM;10033.82;533.0;9500.82;0.0
Jan 11, 2024 8:00 PM;Jan 11, 2024 9:00 PM;9780.87;541.5;9239.37;0.0
Jan 11, 2024 9:00 PM;Jan 11, 2024 10:00 PM;9503.34;525.5;8977.84;0.0
Jan 11, 2024 10:00 PM;Jan 11, 2024 11:00 PM;9255.68;539.5;8716.18;0.0
Jan 11, 2024 11:00 PM;Jan 12, 2024 12:00 AM;8910.91;528.0;8382.91;0.0
