"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"03/01/2024 16:00:00 - 03/01/2024 17:00:00","BZN|FR","240.00","240.00","240.00","560.00"
"03/01/2024 17:00:00 - 03/01/2024 18:00:00","BZN|FR","240.00","240.00","240.00","560.00"
"03/01/2024 18:00:00 - 03/01/2024 19:00:00","BZN|FR","240.00","240.00","240.00","558.00"
"03/01/2024 19:00:00 - 03/01/2024 20:00:00","BZN|FR","240.00","240.00","240.00","560.00"
"03/01/2024 20:00:00 - 03/01/2024 21:00:00","BZN|FR","240.00","240.00","240.00","560.00"
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","BZN|FR","240.00","240.00","240.00","560.00"
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","BZN|FR","240.00","240.00","240.00","560.00"
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","BZN|FR","240.00","240.00","240.00","560.00"
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","BZN|FR","240.00","240.00","240.00","559.00"
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","BZN|FR","240.00","240.00","240.00","555.00"
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","BZN|FR","240.00","240.00","240.00","539.00"
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","BZN|FR","240.00","240.00","240.00","549.00"
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","BZN|FR","240.00","240.00","240.00","530.00"
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","BZN|FR","210.00","210.00","210.00","507.00"
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","BZN|FR","171.00","171.00","171.00","505.00"
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","BZN|FR","225.50","207.50","207.50","438.00"
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","BZN|FR","209.50","203.50","203.50","424.00"
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","BZN|FR","222.50","240.00","240.00","484.00"
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","BZN|FR","239.50","240.00","240.00","455.00"
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","BZN|FR","240.00","240.00","240.00","432.00"
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","BZN|FR","240.00","240.00","240.00","466.00"
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","BZN|FR","240.00","240.00","240.00","452.00"
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","BZN|FR","240.00","240.00","240.00","466.00"
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","BZN|FR","240.00","240.00","240.00","505.00"
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","BZN|FR","240.00","240.00","240.00","556.00"
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","BZN|FR","240.00","240.00","240.00","558.00"
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","BZN|FR","240.00","240.00","240.00","559.00"
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","BZN|FR","240.00","240.00","240.00","560.00"
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","BZN|FR","240.00","240.00","240.00","558.00"
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|FR","240.00","240.00","240.00","559.00"
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|FR","240.00","240.00","240.00","557.00"
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|FR","233.50","240.00","240.00","543.00"
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|FR","155.50","155.50","155.50","405.00"
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|FR","164.50","164.50","164.50","353.00"
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|FR","159.00","159.00","159.00","326.00"
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|FR","52.50","52.50","52.50","266.00"
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|FR","57.50","57.50","57.50","284.00"
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|FR","34.00","34.00","34.00","280.00"
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|FR","30.00","30.00","30.00","279.00"
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|FR","30.50","32.00","32.00","267.00"
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|FR","53.50","31.50","31.50","254.00"
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|FR","36.00","31.50","31.50","256.00"
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|FR","36.50","31.50","31.50","229.00"
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|FR","37.00","31.00","31.00","179.00"
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|FR","35.50","28.00","28.00","145.00"
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|FR","36.00","32.50","32.50","157.00"
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|FR","39.00","46.00","46.00","169.00"
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|FR","41.50","45.00","45.00","184.00"
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|FR","51.00","76.50","76.50","201.00"
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|FR","84.50","77.00","77.00","183.00"
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|FR","94.00","109.00","109.00","243.00"
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|FR","91.00","94.50","94.50","337.00"
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|FR","110.50","126.50","126.50","291.00"
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|FR","103.00","175.50","175.50","305.00"
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|FR","150.50","179.00","179.00","361.00"
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|FR","158.00","186.50","186.50","342.00"
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|FR","272.50","272.50","272.50","298.00"
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|FR","293.00","293.00","293.00","315.00"
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|FR","311.50","311.50","311.50","364.00"
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|FR","321.00","321.00","321.00","360.00"
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|FR","330.50","330.50","330.50","423.00"
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|FR","368.00","368.00","368.00","409.00"
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|FR","374.50","374.50","374.50","372.00"
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|FR","352.50","377.50","377.50","335.00"
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|FR","378.50","360.50","360.50","386.00"
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|FR","385.50","360.50","360.50","397.00"
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|FR","378.50","389.50","389.50","423.00"
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|FR","358.50","352.50","352.50","441.00"
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|FR","334.00","357.00","357.00","475.00"
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|FR","303.00","319.00","319.00","384.00"
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|FR","322.00","323.00","323.00","350.00"
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|FR","342.50","332.50","332.50","306.00"
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|FR","354.00","332.50","332.50","363.00"
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|FR","384.00","364.50","364.50","409.00"
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|FR","388.00","359.00","359.00","438.00"
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|FR","407.00","390.50","390.50","428.00"
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|FR","434.50","407.00","407.00","398.00"
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|FR","434.50","407.50","407.50","419.00"
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|FR","416.00","390.00","390.00","359.00"
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|FR","408.50","398.00","398.00","336.00"
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|FR","334.50","334.50","334.50","307.00"
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|FR","341.00","341.00","341.00","334.00"
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|FR","328.50","328.50","328.50","299.00"
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|FR","333.00","333.00","333.00","359.00"
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|FR","338.00","338.00","338.00","368.00"
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|FR","390.00","390.00","390.00","339.00"
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|FR","410.00","410.00","410.00","336.00"
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|FR","405.00","345.50","345.50","363.00"
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|FR","415.50","356.00","356.00","431.00"
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|FR","421.00","374.00","374.00","433.00"
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|FR","427.50","375.00","375.00","375.00"
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|FR","415.00","388.50","388.50","385.00"
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|FR","386.50","384.00","384.00","377.00"
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|FR","382.00","362.00","362.00","400.00"
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|FR","397.00","403.50","403.50","384.00"
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|FR","420.50","398.50","398.50","336.00"
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|FR","401.50","447.50","447.50","403.00"
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|FR","442.50","428.50","428.50","494.00"
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|FR","475.50","454.50","454.50","498.00"
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|FR","481.00","453.00","453.00","509.00"
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|FR","509.00","528.50","528.50","508.00"
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|FR","499.50","513.50","513.50","519.00"
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|FR","533.50","510.00","510.00","536.00"
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|FR","537.50","528.50","528.50","527.00"
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|FR","547.00","547.00","547.00","532.00"
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|FR","561.50","561.50","561.50","549.00"
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|FR","527.00","527.00","527.00","554.00"
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|FR","537.50","537.50","537.50","566.00"
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|FR","549.50","549.50","549.50","562.00"
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|FR","512.50","512.50","512.50","561.00"
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|FR","524.50","524.50","524.50","557.00"
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|FR","473.00","484.00","484.00","552.00"
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|FR","479.50","468.50","468.50","522.00"
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|FR","465.00","402.00","402.00","519.00"
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|FR","424.50","389.50","389.50","495.00"
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|FR","389.00","367.00","367.00","495.00"
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|FR","385.50","356.50","356.50","488.00"
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|FR","380.50","386.50","386.50","459.00"
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|FR","351.50","359.00","359.00","404.00"
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|FR","394.00","375.50","375.50","385.00"
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|FR","422.00","417.50","417.50","432.00"
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|FR","475.50","441.00","441.00","490.00"
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|FR","438.00","445.00","445.00","520.00"
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|FR","494.50","392.00","392.00","472.00"
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|FR","484.50","394.00","394.00","369.00"
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|FR","442.00","345.00","345.00","353.00"
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|FR","407.00","356.50","356.50","297.00"
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|FR","432.50","382.00","382.00","246.00"
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|FR","296.00","296.00","296.00","244.00"
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|FR","260.00","260.00","260.00","233.00"
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|FR","246.00","246.00","246.00","234.00"
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|FR","249.00","249.00","249.00","302.00"
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|FR","234.00","234.00","234.00","269.00"
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|FR","244.00","244.00","244.00","232.00"
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|FR","224.00","224.00","224.00","227.00"
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|FR","220.50","225.50","225.50","210.00"
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|FR","226.50","221.50","221.50","202.00"
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|FR","231.00","233.00","233.00","174.00"
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|FR","225.50","206.50","206.50","165.00"
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|FR","222.50","249.00","249.00","175.00"
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|FR","245.50","222.50","222.50","167.00"
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|FR","216.50","214.00","214.00","175.00"
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|FR","220.00","213.00","213.00","201.00"
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|FR","217.00","212.50","212.50","225.00"
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|FR","251.00","226.50","226.50","237.00"
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|FR","270.00","227.00","227.00","250.00"
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|FR","272.00","227.00","227.00","268.00"
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|FR","301.00","257.00","257.00","297.00"
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|FR","278.00","279.00","279.00","318.00"
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|FR","305.00","247.00","247.00","323.00"
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|FR","296.00","268.00","268.00","331.00"
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|FR","278.00","257.50","257.50","312.00"
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|FR","234.00","234.00","234.00","283.00"
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|FR","216.50","216.50","216.50","271.00"
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|FR","249.50","249.50","249.50","289.00"
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|FR","235.50","235.50","235.50","258.00"
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|FR","224.50","224.50","224.50","266.00"
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|FR","209.50","209.50","209.50","250.00"
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|FR","231.00","231.00","231.00","244.00"
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|FR","242.50","196.50","196.50","227.00"
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|FR","230.00","223.50","223.50","227.00"
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|FR","252.00","209.50","209.50","241.00"
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|FR","259.50","226.50","226.50","231.00"
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|FR","246.50","212.00","212.00","195.00"
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|FR","232.50","214.00","214.00","175.00"
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|FR","232.00","212.50","212.50","244.00"
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|FR","237.00","180.50","180.50","269.00"
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|FR","245.50","173.00","173.00","325.00"
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|FR","259.00","168.00","168.00","337.00"
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|FR","287.00","211.50","211.50","290.00"
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|FR","339.00","282.00","282.00","292.00"
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|FR","345.50","315.50","315.50","275.00"
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|FR","347.50","338.00","338.00","245.00"
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|FR","312.00","304.50","304.50","205.00"
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|FR","324.50","290.00","290.00","214.00"
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|FR","300.50","291.50","291.50","208.00"
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|FR","258.50","258.50","258.50","264.00"
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|FR","299.00","299.00","299.00","279.00"
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|FR","350.00","350.00","350.00","278.00"
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|FR","343.50","343.50","343.50","287.00"
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|FR","316.50","316.50","316.50","382.00"
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|FR","365.50","365.50","365.50","486.00"
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|FR","418.00","418.00","418.00","498.00"
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|FR","414.50","429.00","429.00","502.00"
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|FR","413.00","427.00","427.00","453.00"
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|FR","448.00","452.50","452.50","446.00"
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|FR","475.00","470.50","470.50","498.00"
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|FR","478.00","438.00","438.00","533.00"
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|FR","480.50","471.50","471.50","525.00"
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|FR","456.50","485.50","485.50","476.00"
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|FR","429.50","451.50","451.50","521.00"
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|FR","410.00","457.00","457.00","536.00"
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|FR","457.50","416.50","416.50","533.00"
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|FR","485.50","501.00","501.00","529.00"
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|FR","527.50","538.00","538.00","541.00"
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|FR","533.00","531.50","531.50","566.00"
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|FR","541.50","534.50","534.50","578.00"
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|FR","525.50","539.00","539.00","570.00"
