"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"06/04/2024 09:00:00 - 06/04/2024 10:00:00","BZN|FR","952.50","939.50","939.50","626.00"
"06/04/2024 10:00:00 - 06/04/2024 11:00:00","BZN|FR","926.00","914.00","914.00","554.00"
"06/04/2024 11:00:00 - 06/04/2024 12:00:00","BZN|FR","874.00","844.50","844.50","792.00"
"06/04/2024 12:00:00 - 06/04/2024 13:00:00","BZN|FR","785.00","732.50","732.50","820.00"
"06/04/2024 13:00:00 - 06/04/2024 14:00:00","BZN|FR","717.50","665.50","665.50","821.00"
"06/04/2024 14:00:00 - 06/04/2024 15:00:00","BZN|FR","709.00","670.50","670.50","779.00"
"06/04/2024 15:00:00 - 06/04/2024 16:00:00","BZN|FR","705.50","695.50","695.50","705.00"
"06/04/2024 16:00:00 - 06/04/2024 17:00:00","BZN|FR","688.00","685.50","685.50","638.00"
"06/04/2024 17:00:00 - 06/04/2024 18:00:00","BZN|FR","666.00","669.50","669.50","714.00"
"06/04/2024 18:00:00 - 06/04/2024 19:00:00","BZN|FR","668.50","665.50","665.50","913.00"
"06/04/2024 19:00:00 - 06/04/2024 20:00:00","BZN|FR","714.50","675.50","675.50","982.00"
"06/04/2024 20:00:00 - 06/04/2024 21:00:00","BZN|FR","774.50","715.00","715.00","977.00"
"06/04/2024 21:00:00 - 06/04/2024 22:00:00","BZN|FR","814.00","777.00","777.00","991.00"
"06/04/2024 22:00:00 - 06/04/2024 23:00:00","BZN|FR","865.00","834.50","834.50","998.00"
"06/04/2024 23:00:00 - 07/04/2024 00:00:00","BZN|FR","911.50","881.00","881.00","1003.00"
"07/04/2024 00:00:00 - 07/04/2024 01:00:00","BZN|FR","929.00","929.00","929.00","978.00"
"07/04/2024 01:00:00 - 07/04/2024 02:00:00","BZN|FR","932.50","932.50","932.50","885.00"
"07/04/2024 02:00:00 - 07/04/2024 03:00:00","BZN|FR","921.00","921.00","921.00","746.00"
"07/04/2024 03:00:00 - 07/04/2024 04:00:00","BZN|FR","892.00","892.00","892.00","735.00"
"07/04/2024 04:00:00 - 07/04/2024 05:00:00","BZN|FR","834.50","834.50","834.50","772.00"
"07/04/2024 05:00:00 - 07/04/2024 06:00:00","BZN|FR","786.50","786.50","786.50","816.00"
"07/04/2024 06:00:00 - 07/04/2024 07:00:00","BZN|FR","759.00","759.00","759.00","862.00"
"07/04/2024 07:00:00 - 07/04/2024 08:00:00","BZN|FR","739.00","739.00","739.00","874.00"
"07/04/2024 08:00:00 - 07/04/2024 09:00:00","BZN|FR","744.00","744.00","744.00","922.00"
"07/04/2024 09:00:00 - 07/04/2024 10:00:00","BZN|FR","752.00","752.00","752.00","911.00"
"07/04/2024 10:00:00 - 07/04/2024 11:00:00","BZN|FR","725.50","725.50","725.50","865.00"
"07/04/2024 11:00:00 - 07/04/2024 12:00:00","BZN|FR","705.00","705.00","705.00","752.00"
"07/04/2024 12:00:00 - 07/04/2024 13:00:00","BZN|FR","687.00","687.00","687.00","717.00"
"07/04/2024 13:00:00 - 07/04/2024 14:00:00","BZN|FR","686.50","686.50","686.50","679.00"
"07/04/2024 14:00:00 - 07/04/2024 15:00:00","BZN|FR","679.00","679.00","679.00","719.00"
"07/04/2024 15:00:00 - 07/04/2024 16:00:00","BZN|FR","664.00","664.00","664.00","689.00"
"07/04/2024 16:00:00 - 07/04/2024 17:00:00","BZN|FR","646.50","646.50","646.50","637.00"
"07/04/2024 17:00:00 - 07/04/2024 18:00:00","BZN|FR","608.50","608.50","608.50","456.00"
"07/04/2024 18:00:00 - 07/04/2024 19:00:00","BZN|FR","585.50","585.50","585.50","541.00"
"07/04/2024 19:00:00 - 07/04/2024 20:00:00","BZN|FR","563.00","563.00","563.00","581.00"
"07/04/2024 20:00:00 - 07/04/2024 21:00:00","BZN|FR","534.50","534.50","534.50","589.00"
"07/04/2024 21:00:00 - 07/04/2024 22:00:00","BZN|FR","510.50","510.50","510.50","455.00"
"07/04/2024 22:00:00 - 07/04/2024 23:00:00","BZN|FR","498.00","498.00","498.00","491.00"
"07/04/2024 23:00:00 - 08/04/2024 00:00:00","BZN|FR","495.50","495.50","495.50","557.00"
"08/04/2024 00:00:00 - 08/04/2024 01:00:00","BZN|FR","417.00","417.00","417.00","528.00"
"08/04/2024 01:00:00 - 08/04/2024 02:00:00","BZN|FR","393.50","393.50","393.50","415.00"
"08/04/2024 02:00:00 - 08/04/2024 03:00:00","BZN|FR","358.00","358.00","358.00","395.00"
"08/04/2024 03:00:00 - 08/04/2024 04:00:00","BZN|FR","343.00","343.00","343.00","349.00"
"08/04/2024 04:00:00 - 08/04/2024 05:00:00","BZN|FR","322.00","322.00","322.00","236.00"
"08/04/2024 05:00:00 - 08/04/2024 06:00:00","BZN|FR","305.00","305.00","305.00","213.00"
"08/04/2024 06:00:00 - 08/04/2024 07:00:00","BZN|FR","281.00","281.00","281.00","272.00"
"08/04/2024 07:00:00 - 08/04/2024 08:00:00","BZN|FR","328.00","328.00","328.00","347.00"
"08/04/2024 08:00:00 - 08/04/2024 09:00:00","BZN|FR","305.00","421.50","421.50","172.00"
"08/04/2024 09:00:00 - 08/04/2024 10:00:00","BZN|FR","301.00","373.00","373.00","214.00"
"08/04/2024 10:00:00 - 08/04/2024 11:00:00","BZN|FR","339.00","393.50","393.50","391.00"
"08/04/2024 11:00:00 - 08/04/2024 12:00:00","BZN|FR","402.50","437.00","437.00","571.00"
"08/04/2024 12:00:00 - 08/04/2024 13:00:00","BZN|FR","507.00","521.50","521.50","573.00"
"08/04/2024 13:00:00 - 08/04/2024 14:00:00","BZN|FR","580.00","606.00","606.00","655.00"
"08/04/2024 14:00:00 - 08/04/2024 15:00:00","BZN|FR","614.00","659.00","659.00","708.00"
"08/04/2024 15:00:00 - 08/04/2024 16:00:00","BZN|FR","675.50","714.00","714.00","623.00"
"08/04/2024 16:00:00 - 08/04/2024 17:00:00","BZN|FR","724.00","733.00","733.00","740.00"
"08/04/2024 17:00:00 - 08/04/2024 18:00:00","BZN|FR","766.50","757.50","757.50","821.00"
"08/04/2024 18:00:00 - 08/04/2024 19:00:00","BZN|FR","795.00","796.50","796.50","932.00"
"08/04/2024 19:00:00 - 08/04/2024 20:00:00","BZN|FR","808.00","825.00","825.00","980.00"
"08/04/2024 20:00:00 - 08/04/2024 21:00:00","BZN|FR","839.50","844.00","844.00","982.00"
"08/04/2024 21:00:00 - 08/04/2024 22:00:00","BZN|FR","878.50","885.00","885.00","984.00"
"08/04/2024 22:00:00 - 08/04/2024 23:00:00","BZN|FR","910.00","924.00","924.00","1011.00"
"08/04/2024 23:00:00 - 09/04/2024 00:00:00","BZN|FR","940.00","939.00","939.00","1004.00"
"09/04/2024 00:00:00 - 09/04/2024 01:00:00","BZN|FR","966.50","966.50","966.50","1017.00"
"09/04/2024 01:00:00 - 09/04/2024 02:00:00","BZN|FR","982.00","982.00","982.00","1018.00"
"09/04/2024 02:00:00 - 09/04/2024 03:00:00","BZN|FR","983.50","983.50","983.50","1018.00"
"09/04/2024 03:00:00 - 09/04/2024 04:00:00","BZN|FR","979.00","979.00","979.00","1018.00"
"09/04/2024 04:00:00 - 09/04/2024 05:00:00","BZN|FR","971.50","971.50","971.50","1017.00"
"09/04/2024 05:00:00 - 09/04/2024 06:00:00","BZN|FR","968.00","968.00","968.00","1015.00"
"09/04/2024 06:00:00 - 09/04/2024 07:00:00","BZN|FR","966.50","966.50","966.50","1008.00"
"09/04/2024 07:00:00 - 09/04/2024 08:00:00","BZN|FR","967.50","967.50","967.50","1006.00"
"09/04/2024 08:00:00 - 09/04/2024 09:00:00","BZN|FR","969.00","978.50","978.50","968.00"
"09/04/2024 09:00:00 - 09/04/2024 10:00:00","BZN|FR","965.00","976.00","976.00","983.00"
"09/04/2024 10:00:00 - 09/04/2024 11:00:00","BZN|FR","957.50","970.50","970.50","999.00"
"09/04/2024 11:00:00 - 09/04/2024 12:00:00","BZN|FR","951.50","961.50","961.50","942.00"
"09/04/2024 12:00:00 - 09/04/2024 13:00:00","BZN|FR","944.50","946.50","946.50","939.00"
"09/04/2024 13:00:00 - 09/04/2024 14:00:00","BZN|FR","941.50","943.50","943.50","1000.00"
"09/04/2024 14:00:00 - 09/04/2024 15:00:00","BZN|FR","934.50","949.00","949.00","994.00"
"09/04/2024 15:00:00 - 09/04/2024 16:00:00","BZN|FR","936.00","944.00","944.00","1010.00"
"09/04/2024 16:00:00 - 09/04/2024 17:00:00","BZN|FR","943.50","945.50","945.50","981.00"
"09/04/2024 17:00:00 - 09/04/2024 18:00:00","BZN|FR","943.50","949.50","949.50","1000.00"
"09/04/2024 18:00:00 - 09/04/2024 19:00:00","BZN|FR","944.50","942.00","942.00","1015.00"
"09/04/2024 19:00:00 - 09/04/2024 20:00:00","BZN|FR","947.50","936.50","936.50","1011.00"
"09/04/2024 20:00:00 - 09/04/2024 21:00:00","BZN|FR","943.00","933.00","933.00","1015.00"
"09/04/2024 21:00:00 - 09/04/2024 22:00:00","BZN|FR","923.00","910.00","910.00","927.00"
"09/04/2024 22:00:00 - 09/04/2024 23:00:00","BZN|FR","880.50","862.00","862.00","834.00"
"09/04/2024 23:00:00 - 10/04/2024 00:00:00","BZN|FR","789.00","770.00","770.00","650.00"
"10/04/2024 00:00:00 - 10/04/2024 01:00:00","BZN|FR","697.50","697.50","697.50","526.00"
"10/04/2024 01:00:00 - 10/04/2024 02:00:00","BZN|FR","567.00","567.00","567.00","400.00"
"10/04/2024 02:00:00 - 10/04/2024 03:00:00","BZN|FR","536.00","536.00","536.00","342.00"
"10/04/2024 03:00:00 - 10/04/2024 04:00:00","BZN|FR","494.50","494.50","494.50","326.00"
"10/04/2024 04:00:00 - 10/04/2024 05:00:00","BZN|FR","426.50","426.50","426.50","252.00"
"10/04/2024 05:00:00 - 10/04/2024 06:00:00","BZN|FR","350.50","350.50","350.50","242.00"
"10/04/2024 06:00:00 - 10/04/2024 07:00:00","BZN|FR","282.50","282.50","282.50","207.00"
"10/04/2024 07:00:00 - 10/04/2024 08:00:00","BZN|FR","261.50","261.50","261.50","152.00"
"10/04/2024 08:00:00 - 10/04/2024 09:00:00","BZN|FR","264.50","255.00","255.00","126.00"
"10/04/2024 09:00:00 - 10/04/2024 10:00:00","BZN|FR","258.00","271.50","271.50","143.00"
"10/04/2024 10:00:00 - 10/04/2024 11:00:00","BZN|FR","240.50","267.50","267.50","257.00"
"10/04/2024 11:00:00 - 10/04/2024 12:00:00","BZN|FR","264.50","297.00","297.00","331.00"
"10/04/2024 12:00:00 - 10/04/2024 13:00:00","BZN|FR","337.00","359.50","359.50","389.00"
"10/04/2024 13:00:00 - 10/04/2024 14:00:00","BZN|FR","360.50","423.00","423.00","422.00"
"10/04/2024 14:00:00 - 10/04/2024 15:00:00","BZN|FR","398.50","475.50","475.50","474.00"
"10/04/2024 15:00:00 - 10/04/2024 16:00:00","BZN|FR","438.00","482.50","482.50","478.00"
"10/04/2024 16:00:00 - 10/04/2024 17:00:00","BZN|FR","423.50","486.00","486.00","494.00"
"10/04/2024 17:00:00 - 10/04/2024 18:00:00","BZN|FR","401.00","470.00","470.00","521.00"
"10/04/2024 18:00:00 - 10/04/2024 19:00:00","BZN|FR","420.50","436.00","436.00","562.00"
"10/04/2024 19:00:00 - 10/04/2024 20:00:00","BZN|FR","426.00","385.50","385.50","583.00"
"10/04/2024 20:00:00 - 10/04/2024 21:00:00","BZN|FR","448.00","392.50","392.50","478.00"
"10/04/2024 21:00:00 - 10/04/2024 22:00:00","BZN|FR","476.50","475.50","475.50","491.00"
"10/04/2024 22:00:00 - 10/04/2024 23:00:00","BZN|FR","515.00","537.50","537.50","512.00"
"10/04/2024 23:00:00 - 11/04/2024 00:00:00","BZN|FR","547.00","579.00","579.00","493.00"
"11/04/2024 00:00:00 - 11/04/2024 01:00:00","BZN|FR","544.00","544.00","544.00","474.00"
"11/04/2024 01:00:00 - 11/04/2024 02:00:00","BZN|FR","546.00","546.00","546.00","458.00"
"11/04/2024 02:00:00 - 11/04/2024 03:00:00","BZN|FR","548.50","548.50","548.50","457.00"
"11/04/2024 03:00:00 - 11/04/2024 04:00:00","BZN|FR","552.50","552.50","552.50","468.00"
"11/04/2024 04:00:00 - 11/04/2024 05:00:00","BZN|FR","532.00","532.00","532.00","394.00"
"11/04/2024 05:00:00 - 11/04/2024 06:00:00","BZN|FR","500.50","500.50","500.50","277.00"
"11/04/2024 06:00:00 - 11/04/2024 07:00:00","BZN|FR","457.50","457.50","457.50","203.00"
"11/04/2024 07:00:00 - 11/04/2024 08:00:00","BZN|FR","423.50","423.50","423.50","158.00"
"11/04/2024 08:00:00 - 11/04/2024 09:00:00","BZN|FR","395.00","384.00","384.00","121.00"
"11/04/2024 09:00:00 - 11/04/2024 10:00:00","BZN|FR","345.00","338.00","338.00","106.00"
"11/04/2024 10:00:00 - 11/04/2024 11:00:00","BZN|FR","308.00","304.50","304.50","99.00"
"11/04/2024 11:00:00 - 11/04/2024 12:00:00","BZN|FR","294.00","258.00","258.00","41.00"
"11/04/2024 12:00:00 - 11/04/2024 13:00:00","BZN|FR","254.50","215.50","215.50","165.00"
"11/04/2024 13:00:00 - 11/04/2024 14:00:00","BZN|FR","211.00","189.50","189.50","166.00"
"11/04/2024 14:00:00 - 11/04/2024 15:00:00","BZN|FR","179.50","178.00","178.00","106.00"
"11/04/2024 15:00:00 - 11/04/2024 16:00:00","BZN|FR","159.00","167.00","167.00","66.00"
"11/04/2024 16:00:00 - 11/04/2024 17:00:00","BZN|FR","142.00","146.00","146.00","40.00"
"11/04/2024 17:00:00 - 11/04/2024 18:00:00","BZN|FR","125.50","125.00","125.00","15.00"
"11/04/2024 18:00:00 - 11/04/2024 19:00:00","BZN|FR","110.00","102.00","102.00","21.00"
"11/04/2024 19:00:00 - 11/04/2024 20:00:00","BZN|FR","96.50","83.50","83.50","3.00"
"11/04/2024 20:00:00 - 11/04/2024 21:00:00","BZN|FR","75.50","63.00","63.00","4.00"
"11/04/2024 21:00:00 - 11/04/2024 22:00:00","BZN|FR","63.50","63.50","63.50","0.00"
"11/04/2024 22:00:00 - 11/04/2024 23:00:00","BZN|FR","54.50","54.50","54.50","0.00"
"11/04/2024 23:00:00 - 12/04/2024 00:00:00","BZN|FR","48.50","44.00","44.00","0.00"
"12/04/2024 00:00:00 - 12/04/2024 01:00:00","BZN|FR","106.50","106.50","106.50","11.00"
"12/04/2024 01:00:00 - 12/04/2024 02:00:00","BZN|FR","82.50","82.50","82.50","29.00"
"12/04/2024 02:00:00 - 12/04/2024 03:00:00","BZN|FR","90.50","90.50","90.50","39.00"
"12/04/2024 03:00:00 - 12/04/2024 04:00:00","BZN|FR","116.50","116.50","116.50","34.00"
"12/04/2024 04:00:00 - 12/04/2024 05:00:00","BZN|FR","140.50","140.50","140.50","53.00"
"12/04/2024 05:00:00 - 12/04/2024 06:00:00","BZN|FR","165.50","165.50","165.50","61.00"
"12/04/2024 06:00:00 - 12/04/2024 07:00:00","BZN|FR","164.50","164.50","164.50","42.00"
"12/04/2024 07:00:00 - 12/04/2024 08:00:00","BZN|FR","154.00","154.00","154.00","37.00"
"12/04/2024 08:00:00 - 12/04/2024 09:00:00","BZN|FR","142.00","90.50","90.50","46.00"
"12/04/2024 09:00:00 - 12/04/2024 10:00:00","BZN|FR","134.50","94.00","94.00","60.00"
"12/04/2024 10:00:00 - 12/04/2024 11:00:00","BZN|FR","134.50","115.00","115.00","75.00"
"12/04/2024 11:00:00 - 12/04/2024 12:00:00","BZN|FR","130.50","135.50","135.50","65.00"
"12/04/2024 12:00:00 - 12/04/2024 13:00:00","BZN|FR","135.50","135.50","135.50","53.00"
"12/04/2024 13:00:00 - 12/04/2024 14:00:00","BZN|FR","138.00","133.50","133.50","38.00"
"12/04/2024 14:00:00 - 12/04/2024 15:00:00","BZN|FR","143.00","132.00","132.00","21.00"
"12/04/2024 15:00:00 - 12/04/2024 16:00:00","BZN|FR","140.50","131.00","131.00","8.00"
"12/04/2024 16:00:00 - 12/04/2024 17:00:00","BZN|FR","139.00","135.00","135.00","2.00"
"12/04/2024 17:00:00 - 12/04/2024 18:00:00","BZN|FR","151.00","133.00","133.00","16.00"
"12/04/2024 18:00:00 - 12/04/2024 19:00:00","BZN|FR","179.50","141.50","141.50","23.00"
"12/04/2024 19:00:00 - 12/04/2024 20:00:00","BZN|FR","168.00","162.50","162.50","27.00"
"12/04/2024 20:00:00 - 12/04/2024 21:00:00","BZN|FR","140.00","184.00","184.00","46.00"
"12/04/2024 21:00:00 - 12/04/2024 22:00:00","BZN|FR","184.50","230.00","230.00","84.00"
"12/04/2024 22:00:00 - 12/04/2024 23:00:00","BZN|FR","199.00","204.00","204.00","121.00"
"12/04/2024 23:00:00 - 13/04/2024 00:00:00","BZN|FR","180.00","151.00","151.00","105.00"
"13/04/2024 00:00:00 - 13/04/2024 01:00:00","BZN|FR","97.00","97.00","97.00","41.00"
"13/04/2024 01:00:00 - 13/04/2024 02:00:00","BZN|FR","107.00","107.00","107.00","38.00"
"13/04/2024 02:00:00 - 13/04/2024 03:00:00","BZN|FR","117.00","117.00","117.00","74.00"
"13/04/2024 03:00:00 - 13/04/2024 04:00:00","BZN|FR","150.50","150.50","150.50","165.00"
"13/04/2024 04:00:00 - 13/04/2024 05:00:00","BZN|FR","159.50","159.50","159.50","145.00"
"13/04/2024 05:00:00 - 13/04/2024 06:00:00","BZN|FR","137.50","137.50","137.50","143.00"
"13/04/2024 06:00:00 - 13/04/2024 07:00:00","BZN|FR","125.00","125.00","125.00","111.00"
"13/04/2024 07:00:00 - 13/04/2024 08:00:00","BZN|FR","131.50","131.50","131.50","148.00"
"13/04/2024 08:00:00 - 13/04/2024 09:00:00","BZN|FR","151.00","111.50","111.50","186.00"
"13/04/2024 09:00:00 - 13/04/2024 10:00:00","BZN|FR","154.50","125.50","125.50","207.00"
"13/04/2024 10:00:00 - 13/04/2024 11:00:00","BZN|FR","149.00","124.50","124.50","175.00"
"13/04/2024 11:00:00 - 13/04/2024 12:00:00","BZN|FR","139.00","119.50","119.50","95.00"
"13/04/2024 12:00:00 - 13/04/2024 13:00:00","BZN|FR","131.00","117.00","117.00","98.00"
"13/04/2024 13:00:00 - 13/04/2024 14:00:00","BZN|FR","133.00","129.50","129.50","75.00"
"13/04/2024 14:00:00 - 13/04/2024 15:00:00","BZN|FR","149.00","161.50","161.50","71.00"
"13/04/2024 15:00:00 - 13/04/2024 16:00:00","BZN|FR","183.50","242.00","242.00","70.00"
"13/04/2024 16:00:00 - 13/04/2024 17:00:00","BZN|FR","228.50","289.00","289.00","123.00"
"13/04/2024 17:00:00 - 13/04/2024 18:00:00","BZN|FR","288.00","316.00","316.00","105.00"
"13/04/2024 18:00:00 - 13/04/2024 19:00:00","BZN|FR","308.00","342.00","342.00","104.00"
"13/04/2024 19:00:00 - 13/04/2024 20:00:00","BZN|FR","326.50","344.00","344.00","158.00"
"13/04/2024 20:00:00 - 13/04/2024 21:00:00","BZN|FR","338.00","361.50","361.50","279.00"
"13/04/2024 21:00:00 - 13/04/2024 22:00:00","BZN|FR","380.50","387.50","387.50","265.00"
"13/04/2024 22:00:00 - 13/04/2024 23:00:00","BZN|FR","353.00","380.00","380.00","206.00"
"13/04/2024 23:00:00 - 14/04/2024 00:00:00","BZN|FR","296.50","318.00","318.00","216.00"
"14/04/2024 00:00:00 - 14/04/2024 01:00:00","BZN|FR","283.50","283.50","283.50","141.00"
"14/04/2024 01:00:00 - 14/04/2024 02:00:00","BZN|FR","287.00","287.00","287.00","161.00"
"14/04/2024 02:00:00 - 14/04/2024 03:00:00","BZN|FR","296.50","296.50","296.50","119.00"
"14/04/2024 03:00:00 - 14/04/2024 04:00:00","BZN|FR","271.50","271.50","271.50","92.00"
"14/04/2024 04:00:00 - 14/04/2024 05:00:00","BZN|FR","225.00","225.00","225.00","94.00"
"14/04/2024 05:00:00 - 14/04/2024 06:00:00","BZN|FR","187.00","187.00","187.00","84.00"
"14/04/2024 06:00:00 - 14/04/2024 07:00:00","BZN|FR","169.00","169.00","169.00","46.00"
"14/04/2024 07:00:00 - 14/04/2024 08:00:00","BZN|FR","151.50","151.50","151.50","38.00"
"14/04/2024 08:00:00 - 14/04/2024 09:00:00","BZN|FR","127.50","141.50","141.50","48.00"
"14/04/2024 09:00:00 - 14/04/2024 10:00:00","BZN|FR","107.00","117.50","117.50","40.00"
"14/04/2024 10:00:00 - 14/04/2024 11:00:00","BZN|FR","93.50","91.50","91.50","30.00"
"14/04/2024 11:00:00 - 14/04/2024 12:00:00","BZN|FR","72.50","65.50","65.50","15.00"
"14/04/2024 12:00:00 - 14/04/2024 13:00:00","BZN|FR","51.50","44.50","44.50","5.00"
"14/04/2024 13:00:00 - 14/04/2024 14:00:00","BZN|FR","31.00","29.00","29.00","0.00"
"14/04/2024 14:00:00 - 14/04/2024 15:00:00","BZN|FR","16.00","25.00","25.00","2.00"
"14/04/2024 15:00:00 - 14/04/2024 16:00:00","BZN|FR","12.00","29.00","29.00","0.00"
"14/04/2024 16:00:00 - 14/04/2024 17:00:00","BZN|FR","12.50","30.00","30.00","5.00"
"14/04/2024 17:00:00 - 14/04/2024 18:00:00","BZN|FR","24.00","43.00","43.00","45.00"
"14/04/2024 18:00:00 - 14/04/2024 19:00:00","BZN|FR","64.50","78.50","78.50","79.00"
"14/04/2024 19:00:00 - 14/04/2024 20:00:00","BZN|FR","116.00","117.00","117.00","159.00"
"14/04/2024 20:00:00 - 14/04/2024 21:00:00","BZN|FR","109.00","135.00","135.00","231.00"
"14/04/2024 21:00:00 - 14/04/2024 22:00:00","BZN|FR","179.00","196.00","196.00","151.00"
"14/04/2024 22:00:00 - 14/04/2024 23:00:00","BZN|FR","288.00","256.00","256.00","207.00"
"14/04/2024 23:00:00 - 15/04/2024 00:00:00","BZN|FR","364.00","333.50","333.50","435.00"
"15/04/2024 00:00:00 - 15/04/2024 01:00:00","BZN|FR","393.00","393.00","393.00","395.00"
"15/04/2024 01:00:00 - 15/04/2024 02:00:00","BZN|FR","480.50","480.50","480.50","280.00"
"15/04/2024 02:00:00 - 15/04/2024 03:00:00","BZN|FR","574.50","574.50","574.50","326.00"
"15/04/2024 03:00:00 - 15/04/2024 04:00:00","BZN|FR","588.50","588.50","588.50","306.00"
"15/04/2024 04:00:00 - 15/04/2024 05:00:00","BZN|FR","600.50","600.50","600.50","391.00"
"15/04/2024 05:00:00 - 15/04/2024 06:00:00","BZN|FR","629.50","629.50","629.50","524.00"
"15/04/2024 06:00:00 - 15/04/2024 07:00:00","BZN|FR","707.50","707.50","707.50","658.00"
"15/04/2024 07:00:00 - 15/04/2024 08:00:00","BZN|FR","760.00","760.00","760.00","722.00"
"15/04/2024 08:00:00 - 15/04/2024 09:00:00","BZN|FR","785.00","789.50","789.50","793.00"
"15/04/2024 09:00:00 - 15/04/2024 10:00:00","BZN|FR","821.50","830.50","830.50","863.00"
"15/04/2024 10:00:00 - 15/04/2024 11:00:00","BZN|FR","868.00","887.00","887.00","895.00"
"15/04/2024 11:00:00 - 15/04/2024 12:00:00","BZN|FR","914.50","949.50","949.50","913.00"
"15/04/2024 12:00:00 - 15/04/2024 13:00:00","BZN|FR","957.50","991.00","991.00","923.00"
"15/04/2024 13:00:00 - 15/04/2024 14:00:00","BZN|FR","981.50","1008.00","1008.00","917.00"
"15/04/2024 14:00:00 - 15/04/2024 15:00:00","BZN|FR","983.00","1012.50","1012.50","915.00"
"15/04/2024 15:00:00 - 15/04/2024 16:00:00","BZN|FR","983.50","1010.00","1010.00","917.00"
"15/04/2024 16:00:00 - 15/04/2024 17:00:00","BZN|FR","986.50","1010.50","1010.50","920.00"
"15/04/2024 17:00:00 - 15/04/2024 18:00:00","BZN|FR","990.00","1017.00","1017.00","1054.00"
"15/04/2024 18:00:00 - 15/04/2024 19:00:00","BZN|FR","997.50","1019.00","1019.00","1048.00"
"15/04/2024 19:00:00 - 15/04/2024 20:00:00","BZN|FR","1001.00","1020.00","1020.00","1053.00"
"15/04/2024 20:00:00 - 15/04/2024 21:00:00","BZN|FR","1001.00","1019.00","1019.00","1088.00"
"15/04/2024 21:00:00 - 15/04/2024 22:00:00","BZN|FR","1001.50","1021.00","1021.00","1091.00"
"15/04/2024 22:00:00 - 15/04/2024 23:00:00","BZN|FR","1002.50","1023.50","1023.50","1090.00"
"15/04/2024 23:00:00 - 16/04/2024 00:00:00","BZN|FR","1001.00","1023.00","1023.00","1088.00"
"16/04/2024 00:00:00 - 16/04/2024 01:00:00","BZN|FR","1049.00","1049.00","1049.00","1083.00"
"16/04/2024 01:00:00 - 16/04/2024 02:00:00","BZN|FR","1049.50","1049.50","1049.50","1068.00"
"16/04/2024 02:00:00 - 16/04/2024 03:00:00","BZN|FR","1045.50","1045.50","1045.50","1061.00"
"16/04/2024 03:00:00 - 16/04/2024 04:00:00","BZN|FR","1042.50","1042.50","1042.50","1057.00"
"16/04/2024 04:00:00 - 16/04/2024 05:00:00","BZN|FR","1040.00","1040.00","1040.00","1061.00"
"16/04/2024 05:00:00 - 16/04/2024 06:00:00","BZN|FR","1037.50","1037.50","1037.50","1046.00"
"16/04/2024 06:00:00 - 16/04/2024 07:00:00","BZN|FR","1035.50","1035.50","1035.50","1015.00"
"16/04/2024 07:00:00 - 16/04/2024 08:00:00","BZN|FR","1026.00","1026.00","1026.00","1004.00"
"16/04/2024 08:00:00 - 16/04/2024 09:00:00","BZN|FR","1007.50","1006.50","1006.50","1036.00"
"16/04/2024 09:00:00 - 16/04/2024 10:00:00","BZN|FR","986.00","991.50","991.50","1026.00"
"16/04/2024 10:00:00 - 16/04/2024 11:00:00","BZN|FR","968.50","954.00","954.00","1003.00"
"16/04/2024 11:00:00 - 16/04/2024 12:00:00","BZN|FR","913.00","902.50","902.50","1011.00"
"16/04/2024 12:00:00 - 16/04/2024 13:00:00","BZN|FR","888.50","863.00","863.00","945.00"
"16/04/2024 13:00:00 - 16/04/2024 14:00:00","BZN|FR","883.00","831.50","831.50","954.00"
"16/04/2024 14:00:00 - 16/04/2024 15:00:00","BZN|FR","863.50","814.00","814.00","991.00"
"16/04/2024 15:00:00 - 16/04/2024 16:00:00","BZN|FR","840.00","807.00","807.00","959.00"
"16/04/2024 16:00:00 - 16/04/2024 17:00:00","BZN|FR","829.50","818.00","818.00","991.00"
"16/04/2024 17:00:00 - 16/04/2024 18:00:00","BZN|FR","850.50","859.50","859.50","1027.00"
"16/04/2024 18:00:00 - 16/04/2024 19:00:00","BZN|FR","885.50","886.50","886.50","1061.00"
"16/04/2024 19:00:00 - 16/04/2024 20:00:00","BZN|FR","891.50","912.00","912.00","984.00"
"16/04/2024 20:00:00 - 16/04/2024 21:00:00","BZN|FR","885.50","896.50","896.50","719.00"
"16/04/2024 21:00:00 - 16/04/2024 22:00:00","BZN|FR","856.00","863.50","863.50","663.00"
"16/04/2024 22:00:00 - 16/04/2024 23:00:00","BZN|FR","810.00","836.00","836.00","756.00"
"16/04/2024 23:00:00 - 17/04/2024 00:00:00","BZN|FR","726.50","781.50","781.50","716.00"
"17/04/2024 00:00:00 - 17/04/2024 01:00:00","BZN|FR","715.00","715.00","715.00","662.00"
"17/04/2024 01:00:00 - 17/04/2024 02:00:00","BZN|FR","660.00","660.00","660.00","583.00"
"17/04/2024 02:00:00 - 17/04/2024 03:00:00","BZN|FR","609.00","609.00","609.00","472.00"
"17/04/2024 03:00:00 - 17/04/2024 04:00:00","BZN|FR","556.00","556.00","556.00","485.00"
"17/04/2024 04:00:00 - 17/04/2024 05:00:00","BZN|FR","524.00","524.00","524.00","476.00"
"17/04/2024 05:00:00 - 17/04/2024 06:00:00","BZN|FR","489.50","489.50","489.50","481.00"
