Start date;End date;Forecasted load J [MWh] Calculated resolutions;Forecasted load J-1 [MWh] Calculated resolutions
Jan 1, 2024 12:00 AM;Jan 1, 2024 1:00 AM;53037.5;54025.0
Jan 1, 2024 1:00 AM;Jan 1, 2024 2:00 AM;51587.5;52837.5
Jan 1, 2024 2:00 AM;Jan 1, 2024 3:00 AM;51112.5;51550.0
Jan 1, 2024 3:00 AM;Jan 1, 2024 4:00 AM;48375.0;48950.0
Jan 1, 2024 4:00 AM;Jan 1, 2024 5:00 AM;46612.5;46875.0
Jan 1, 2024 5:00 AM;Jan 1, 2024 6:00 AM;46187.5;46087.5
Jan 1, 2024 6:00 AM;Jan 1, 2024 7:00 AM;46512.5;45437.5
Jan 1, 2024 7:00 AM;Jan 1, 2024 8:00 AM;46800.0;45112.5
Jan 1, 2024 8:00 AM;Jan 1, 2024 9:00 AM;46775.0;45312.5
Jan 1, 2024 9:00 AM;Jan 1, 2024 10:00 AM;47600.0;45862.5
Jan 1, 2024 10:00 AM;Jan 1, 2024 11:00 AM;48862.5;48225.0
Jan 1, 2024 11:00 AM;Jan 1, 2024 12:00 PM;50125.0;50775.0
Jan 1, 2024 12:00 PM;Jan 1, 2024 1:00 PM;50837.5;51125.0
Jan 1, 2024 1:00 PM;Jan 1, 2024 2:00 PM;49575.0;49800.0
Jan 1, 2024 2:00 PM;Jan 1, 2024 3:00 PM;48600.0;48800.0
Jan 1, 2024 3:00 PM;Jan 1, 2024 4:00 PM;47600.0;47800.0
Jan 1, 2024 4:00 PM;Jan 1, 2024 5:00 PM;47137.5;47337.5
Jan 1, 2024 5:00 PM;Jan 1, 2024 6:00 PM;49537.5;49737.5
Jan 1, 2024 6:00 PM;Jan 1, 2024 7:00 PM;52375.0;52575.0
Jan 1, 2024 7:00 PM;Jan 1, 2024 8:00 PM;53600.0;53800.0
Jan 1, 2024 8:00 PM;Jan 1, 2024 9:00 PM;52150.0;52350.0
Jan 1, 2024 9:00 PM;Jan 1, 2024 10:00 PM;50762.5;50962.5
Jan 1, 2024 10:00 PM;Jan 1, 2024 11:00 PM;51012.5;51212.5
Jan 1, 2024 11:00 PM;Jan 2, 2024 12:00 AM;52500.0;52425.0
Jan 2, 2024 12:00 AM;Jan 2, 2024 1:00 AM;51237.5;49200.0
Jan 2, 2024 1:00 AM;Jan 2, 2024 2:00 AM;49450.0;47762.5
Jan 2, 2024 2:00 AM;Jan 2, 2024 3:00 AM;48762.5;47225.0
Jan 2, 2024 3:00 AM;Jan 2, 2024 4:00 AM;46375.0;45325.0
Jan 2, 2024 4:00 AM;Jan 2, 2024 5:00 AM;45312.5;44162.5
Jan 2, 2024 5:00 AM;Jan 2, 2024 6:00 AM;46712.5;44825.0
Jan 2, 2024 6:00 AM;Jan 2, 2024 7:00 AM;49725.0;47562.5
Jan 2, 2024 7:00 AM;Jan 2, 2024 8:00 AM;53075.0;50950.0
Jan 2, 2024 8:00 AM;Jan 2, 2024 9:00 AM;55787.5;53075.0
Jan 2, 2024 9:00 AM;Jan 2, 2024 10:00 AM;57487.5;54787.5
Jan 2, 2024 10:00 AM;Jan 2, 2024 11:00 AM;59037.5;56587.5
Jan 2, 2024 11:00 AM;Jan 2, 2024 12:00 PM;60262.5;58012.5
Jan 2, 2024 12:00 PM;Jan 2, 2024 1:00 PM;61475.0;59275.0
Jan 2, 2024 1:00 PM;Jan 2, 2024 2:00 PM;60350.0;57537.5
Jan 2, 2024 2:00 PM;Jan 2, 2024 3:00 PM;60137.5;56425.0
Jan 2, 2024 3:00 PM;Jan 2, 2024 4:00 PM;59100.0;55062.5
Jan 2, 2024 4:00 PM;Jan 2, 2024 5:00 PM;57687.5;54150.0
Jan 2, 2024 5:00 PM;Jan 2, 2024 6:00 PM;58912.5;55875.0
Jan 2, 2024 6:00 PM;Jan 2, 2024 7:00 PM;60800.0;58262.5
Jan 2, 2024 7:00 PM;Jan 2, 2024 8:00 PM;60775.0;58737.5
Jan 2, 2024 8:00 PM;Jan 2, 2024 9:00 PM;57512.5;55962.5
Jan 2, 2024 9:00 PM;Jan 2, 2024 10:00 PM;54312.5;53225.0
Jan 2, 2024 10:00 PM;Jan 2, 2024 11:00 PM;53312.5;52287.5
Jan 2, 2024 11:00 PM;Jan 3, 2024 12:00 AM;54650.0;53037.5
Jan 3, 2024 12:00 AM;Jan 3, 2024 1:00 AM;52462.5;52062.5
Jan 3, 2024 1:00 AM;Jan 3, 2024 2:00 AM;50475.0;50150.0
Jan 3, 2024 2:00 AM;Jan 3, 2024 3:00 AM;49725.0;49200.0
Jan 3, 2024 3:00 AM;Jan 3, 2024 4:00 AM;47337.5;46875.0
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;46300.0;45900.0
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;47825.0;47525.0
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;51425.0;51100.0
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;55212.5;54800.0
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;57925.0;57975.0
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;59200.0;59337.5
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;59950.0;60450.0
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;60712.5;60950.0
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;60837.5;61375.0
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;59287.5;59525.0
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;59250.0;58362.5
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;57875.0;57437.5
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;56762.5;56712.5
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;59212.5;58975.0
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;62162.5;61625.0
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;62900.0;62112.5
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;60100.0;59025.0
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;56950.0;55612.5
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;56100.0;54900.0
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;57025.0;56387.5
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;53562.5;54162.5
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;51625.0;52600.0
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;50787.5;51687.5
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;48475.0;49300.0
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;47300.0;48075.0
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;48875.0;49675.0
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;52537.5;53612.5
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;56612.5;57800.0
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;59950.0;61050.0
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;60925.0;62312.5
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;61112.5;63037.5
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;61200.0;63425.0
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;60962.5;63100.0
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;58900.0;61650.0
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;58237.5;61587.5
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;57212.5;60225.0
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;56162.5;58812.5
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;58075.0;60262.5
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;61550.0;63237.5
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;62275.0;63600.0
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;59450.0;60575.0
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;56325.0;57312.5
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;55600.0;56425.0
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;57087.5;57650.0
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;54137.5;53950.0
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;51875.0;52137.5
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;51212.5;51337.5
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;49137.5;49037.5
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;48087.5;48112.5
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;49700.0;49037.5
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;53412.5;52637.5
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;57500.0;56662.5
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;60712.5;59512.5
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;62175.0;60800.0
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;63012.5;61512.5
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;63175.0;61912.5
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;62850.0;61450.0
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;60887.5;59462.5
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;60412.5;59025.0
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;59362.5;57487.5
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;58437.5;56162.5
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;59975.0;57650.0
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;63025.0;60900.0
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;63637.5;61475.0
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;61012.5;58362.5
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;58575.0;55462.5
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;57962.5;54875.0
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;59162.5;56875.0
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;56612.5;56925.0
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;54700.0;54350.0
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;53862.5;53175.0
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;51287.5;50450.0
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;49687.5;48912.5
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;49662.5;49137.5
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;51212.5;50787.5
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;53200.0;52762.5
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;55287.5;55000.0
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;57550.0;57012.5
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;59425.0;58850.0
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;60200.0;59725.0
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;60900.0;60262.5
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;58975.0;58212.5
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;57887.5;57175.0
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;57187.5;56500.0
Jan 6, 2024 4:00 PM;Jan 6, 2024 5:00 PM;56175.0;55437.5
Jan 6, 2024 5:00 PM;Jan 6, 2024 6:00 PM;58112.5;57062.5
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;61300.0;59725.0
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;62225.0;60750.0
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;60300.0;59350.0
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;58100.0;57625.0
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;57950.0;57725.0
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;58887.5;59037.5
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;57200.0;56875.0
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;55375.0;54750.0
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;54775.0;53975.0
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;52287.5;51400.0
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;50562.5;50012.5
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;50475.0;50162.5
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;51550.0;51250.0
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;53262.5;52925.0
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;55212.5;54987.5
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;57425.0;57487.5
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;60212.5;60250.0
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;62087.5;62012.5
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;64000.0;63712.5
Jan 7, 2024 1:00 PM;Jan 7, 2024 2:00 PM;61800.0;62337.5
Jan 7, 2024 2:00 PM;Jan 7, 2024 3:00 PM;60575.0;61625.0
Jan 7, 2024 3:00 PM;Jan 7, 2024 4:00 PM;59937.5;61112.5
Jan 7, 2024 4:00 PM;Jan 7, 2024 5:00 PM;59062.5;59950.0
Jan 7, 2024 5:00 PM;Jan 7, 2024 6:00 PM;60925.0;62087.5
Jan 7, 2024 6:00 PM;Jan 7, 2024 7:00 PM;65050.0;65475.0
Jan 7, 2024 7:00 PM;Jan 7, 2024 8:00 PM;66662.5;66875.0
Jan 7, 2024 8:00 PM;Jan 7, 2024 9:00 PM;64875.0;65175.0
Jan 7, 2024 9:00 PM;Jan 7, 2024 10:00 PM;62662.5;62975.0
Jan 7, 2024 10:00 PM;Jan 7, 2024 11:00 PM;61712.5;62112.5
Jan 7, 2024 11:00 PM;Jan 8, 2024 12:00 AM;62750.0;63075.0
Jan 8, 2024 12:00 AM;Jan 8, 2024 1:00 AM;61025.0;60487.5
Jan 8, 2024 1:00 AM;Jan 8, 2024 2:00 AM;59237.5;58512.5
Jan 8, 2024 2:00 AM;Jan 8, 2024 3:00 AM;59087.5;58412.5
Jan 8, 2024 3:00 AM;Jan 8, 2024 4:00 AM;57200.0;57000.0
Jan 8, 2024 4:00 AM;Jan 8, 2024 5:00 AM;56537.5;56787.5
Jan 8, 2024 5:00 AM;Jan 8, 2024 6:00 AM;58975.0;59162.5
Jan 8, 2024 6:00 AM;Jan 8, 2024 7:00 AM;64637.5;64475.0
Jan 8, 2024 7:00 AM;Jan 8, 2024 8:00 AM;70425.0;71562.5
Jan 8, 2024 8:00 AM;Jan 8, 2024 9:00 AM;73925.0;75712.5
Jan 8, 2024 9:00 AM;Jan 8, 2024 10:00 AM;75600.0;76725.0
Jan 8, 2024 10:00 AM;Jan 8, 2024 11:00 AM;76575.0;77012.5
Jan 8, 2024 11:00 AM;Jan 8, 2024 12:00 PM;77325.0;77112.5
Jan 8, 2024 12:00 PM;Jan 8, 2024 1:00 PM;77462.5;76850.0
Jan 8, 2024 1:00 PM;Jan 8, 2024 2:00 PM;75612.5;74725.0
Jan 8, 2024 2:00 PM;Jan 8, 2024 3:00 PM;75537.5;74312.5
Jan 8, 2024 3:00 PM;Jan 8, 2024 4:00 PM;74925.0;73462.5
Jan 8, 2024 4:00 PM;Jan 8, 2024 5:00 PM;73700.0;72900.0
Jan 8, 2024 5:00 PM;Jan 8, 2024 6:00 PM;75275.0;74950.0
Jan 8, 2024 6:00 PM;Jan 8, 2024 7:00 PM;79150.0;78450.0
Jan 8, 2024 7:00 PM;Jan 8, 2024 8:00 PM;80237.5;78750.0
Jan 8, 2024 8:00 PM;Jan 8, 2024 9:00 PM;76475.0;75237.5
Jan 8, 2024 9:00 PM;Jan 8, 2024 10:00 PM;72637.5;71512.5
Jan 8, 2024 10:00 PM;Jan 8, 2024 11:00 PM;71212.5;70225.0
Jan 8, 2024 11:00 PM;Jan 9, 2024 12:00 AM;72162.5;71400.0
Jan 9, 2024 12:00 AM;Jan 9, 2024 1:00 AM;69925.0;68750.0
Jan 9, 2024 1:00 AM;Jan 9, 2024 2:00 AM;68337.5;67100.0
Jan 9, 2024 2:00 AM;Jan 9, 2024 3:00 AM;68262.5;66737.5
Jan 9, 2024 3:00 AM;Jan 9, 2024 4:00 AM;66062.5;64150.0
Jan 9, 2024 4:00 AM;Jan 9, 2024 5:00 AM;65200.0;63037.5
Jan 9, 2024 5:00 AM;Jan 9, 2024 6:00 AM;67225.0;64975.0
Jan 9, 2024 6:00 AM;Jan 9, 2024 7:00 AM;72100.0;69775.0
Jan 9, 2024 7:00 AM;Jan 9, 2024 8:00 AM;77625.0;75950.0
Jan 9, 2024 8:00 AM;Jan 9, 2024 9:00 AM;80787.5;79087.5
Jan 9, 2024 9:00 AM;Jan 9, 2024 10:00 AM;81462.5;79950.0
Jan 9, 2024 10:00 AM;Jan 9, 2024 11:00 AM;81962.5;79737.5
Jan 9, 2024 11:00 AM;Jan 9, 2024 12:00 PM;82087.5;79750.0
Jan 9, 2024 12:00 PM;Jan 9, 2024 1:00 PM;81687.5;79300.0
Jan 9, 2024 1:00 PM;Jan 9, 2024 2:00 PM;79562.5;77225.0
Jan 9, 2024 2:00 PM;Jan 9, 2024 3:00 PM;78487.5;76650.0
Jan 9, 2024 3:00 PM;Jan 9, 2024 4:00 PM;77550.0;75300.0
Jan 9, 2024 4:00 PM;Jan 9, 2024 5:00 PM;76550.0;74962.5
Jan 9, 2024 5:00 PM;Jan 9, 2024 6:00 PM;78550.0;76625.0
Jan 9, 2024 6:00 PM;Jan 9, 2024 7:00 PM;82112.5;79587.5
Jan 9, 2024 7:00 PM;Jan 9, 2024 8:00 PM;83262.5;80375.0
Jan 9, 2024 8:00 PM;Jan 9, 2024 9:00 PM;79712.5;76925.0
Jan 9, 2024 9:00 PM;Jan 9, 2024 10:00 PM;75737.5;73050.0
Jan 9, 2024 10:00 PM;Jan 9, 2024 11:00 PM;74562.5;71975.0
Jan 9, 2024 11:00 PM;Jan 10, 2024 12:00 AM;76000.0;73900.0
Jan 10, 2024 12:00 AM;Jan 10, 2024 1:00 AM;72125.0;73287.5
Jan 10, 2024 1:00 AM;Jan 10, 2024 2:00 AM;70862.5;71825.0
Jan 10, 2024 2:00 AM;Jan 10, 2024 3:00 AM;70087.5;71462.5
Jan 10, 2024 3:00 AM;Jan 10, 2024 4:00 AM;67787.5;68725.0
Jan 10, 2024 4:00 AM;Jan 10, 2024 5:00 AM;66600.0;67612.5
Jan 10, 2024 5:00 AM;Jan 10, 2024 6:00 AM;68337.5;69250.0
Jan 10, 2024 6:00 AM;Jan 10, 2024 7:00 AM;72712.5;74000.0
Jan 10, 2024 7:00 AM;Jan 10, 2024 8:00 AM;77812.5;79175.0
Jan 10, 2024 8:00 AM;Jan 10, 2024 9:00 AM;81200.0;82800.0
Jan 10, 2024 9:00 AM;Jan 10, 2024 10:00 AM;82400.0;83887.5
Jan 10, 2024 10:00 AM;Jan 10, 2024 11:00 AM;82550.0;84262.5
Jan 10, 2024 11:00 AM;Jan 10, 2024 12:00 PM;82525.0;84212.5
Jan 10, 2024 12:00 PM;Jan 10, 2024 1:00 PM;83200.0;83825.0
Jan 10, 2024 1:00 PM;Jan 10, 2024 2:00 PM;80850.0;81812.5
Jan 10, 2024 2:00 PM;Jan 10, 2024 3:00 PM;80025.0;81000.0
Jan 10, 2024 3:00 PM;Jan 10, 2024 4:00 PM;78525.0;79712.5
Jan 10, 2024 4:00 PM;Jan 10, 2024 5:00 PM;77300.0;78225.0
Jan 10, 2024 5:00 PM;Jan 10, 2024 6:00 PM;78875.0;79675.0
Jan 10, 2024 6:00 PM;Jan 10, 2024 7:00 PM;82750.0;83512.5
Jan 10, 2024 7:00 PM;Jan 10, 2024 8:00 PM;83412.5;84087.5
Jan 10, 2024 8:00 PM;Jan 10, 2024 9:00 PM;79750.0;80625.0
Jan 10, 2024 9:00 PM;Jan 10, 2024 10:00 PM;75925.0;76937.5
Jan 10, 2024 10:00 PM;Jan 10, 2024 11:00 PM;74487.5;75662.5
Jan 10, 2024 11:00 PM;Jan 11, 2024 12:00 AM;75337.5;76625.0
Jan 11, 2024 12:00 AM;Jan 11, 2024 1:00 AM;71700.0;72462.5
Jan 11, 2024 1:00 AM;Jan 11, 2024 2:00 AM;69800.0;71012.5
Jan 11, 2024 2:00 AM;Jan 11, 2024 3:00 AM;69900.0;70425.0
Jan 11, 2024 3:00 AM;Jan 11, 2024 4:00 AM;67775.0;67762.5
Jan 11, 2024 4:00 AM;Jan 11, 2024 5:00 AM;66637.5;66625.0
Jan 11, 2024 5:00 AM;Jan 11, 2024 6:00 AM;68487.5;68612.5
Jan 11, 2024 6:00 AM;Jan 11, 2024 7:00 AM;73100.0;73375.0
Jan 11, 2024 7:00 AM;Jan 11, 2024 8:00 AM;78337.5;79075.0
Jan 11, 2024 8:00 AM;Jan 11, 2024 9:00 AM;81075.0;82750.0
Jan 11, 2024 9:00 AM;Jan 11, 2024 10:00 AM;81562.5;83312.5
Jan 11, 2024 10:00 AM;Jan 11, 2024 11:00 AM;81312.5;82887.5
Jan 11, 2024 11:00 AM;Jan 11, 2024 12:00 PM;80750.0;82587.5
Jan 11, 2024 12:00 PM;Jan 11, 2024 1:00 PM;79100.0;82100.0
Jan 11, 2024 1:00 PM;Jan 11, 2024 2:00 PM;76175.0;80387.5
Jan 11, 2024 2:00 PM;Jan 11, 2024 3:00 PM;75175.0;80087.5
Jan 11, 2024 3:00 PM;Jan 11, 2024 4:00 PM;73575.0;77537.5
Jan 11, 2024 4:00 PM;Jan 11, 2024 5:00 PM;72987.5;75175.0
Jan 11, 2024 5:00 PM;Jan 11, 2024 6:00 PM;74937.5;77275.0
Jan 11, 2024 6:00 PM;Jan 11, 2024 7:00 PM;79200.0;81837.5
Jan 11, 2024 7:00 PM;Jan 11, 2024 8:00 PM;80437.5;83150.0
Jan 11, 2024 8:00 PM;Jan 11, 2024 9:00 PM;77300.0;79725.0
Jan 11, 2024 9:00 PM;Jan 11, 2024 10:00 PM;73987.5;76150.0
Jan 11, 2024 10:00 PM;Jan 11, 2024 11:00 PM;72962.5;74887.5
Jan 11, 2024 11:00 PM;Jan 12, 2024 12:00 AM;73725.0;75187.5
Jan 12, 2024 12:00 AM;Jan 12, 2024 1:00 AM;71175.0;70887.5
Jan 12, 2024 1:00 AM;Jan 12, 2024 2:00 AM;69712.5;69412.5
Jan 12, 2024 2:00 AM;Jan 12, 2024 3:00 AM;69362.5;68987.5
Jan 12, 2024 3:00 AM;Jan 12, 2024 4:00 AM;66912.5;66987.5
Jan 12, 2024 4:00 AM;Jan 12, 2024 5:00 AM;65700.0;66125.0
Jan 12, 2024 5:00 AM;Jan 12, 2024 6:00 AM;67650.0;67562.5
Jan 12, 2024 6:00 AM;Jan 12, 2024 7:00 AM;72125.0;72062.5
Jan 12, 2024 7:00 AM;Jan 12, 2024 8:00 AM;77312.5;77187.5
Jan 12, 2024 8:00 AM;Jan 12, 2024 9:00 AM;79962.5;79675.0
Jan 12, 2024 9:00 AM;Jan 12, 2024 10:00 AM;80437.5;80562.5
Jan 12, 2024 10:00 AM;Jan 12, 2024 11:00 AM;80162.5;80187.5
Jan 12, 2024 11:00 AM;Jan 12, 2024 12:00 PM;79912.5;79075.0
Jan 12, 2024 12:00 PM;Jan 12, 2024 1:00 PM;79212.5;77225.0
Jan 12, 2024 1:00 PM;Jan 12, 2024 2:00 PM;76787.5;74250.0
Jan 12, 2024 2:00 PM;Jan 12, 2024 3:00 PM;75362.5;72850.0
Jan 12, 2024 3:00 PM;Jan 12, 2024 4:00 PM;73475.0;70650.0
Jan 12, 2024 4:00 PM;Jan 12, 2024 5:00 PM;72150.0;69600.0
Jan 12, 2024 5:00 PM;Jan 12, 2024 6:00 PM;74050.0;71887.5
Jan 12, 2024 6:00 PM;Jan 12, 2024 7:00 PM;78100.0;76250.0
Jan 12, 2024 7:00 PM;Jan 12, 2024 8:00 PM;78862.5;77325.0
Jan 12, 2024 8:00 PM;Jan 12, 2024 9:00 PM;76287.5;74850.0
Jan 12, 2024 9:00 PM;Jan 12, 2024 10:00 PM;73600.0;72275.0
Jan 12, 2024 10:00 PM;Jan 12, 2024 11:00 PM;72962.5;71775.0
Jan 12, 2024 11:00 PM;Jan 13, 2024 12:00 AM;73787.5;72800.0
Jan 13, 2024 12:00 AM;Jan 13, 2024 1:00 AM;70900.0;70500.0
Jan 13, 2024 1:00 AM;Jan 13, 2024 2:00 AM;69462.5;68862.5
Jan 13, 2024 2:00 AM;Jan 13, 2024 3:00 AM;68937.5;67987.5
Jan 13, 2024 3:00 AM;Jan 13, 2024 4:00 AM;66225.0;65137.5
Jan 13, 2024 4:00 AM;Jan 13, 2024 5:00 AM;64512.5;63600.0
Jan 13, 2024 5:00 AM;Jan 13, 2024 6:00 AM;64750.0;64075.0
Jan 13, 2024 6:00 AM;Jan 13, 2024 7:00 AM;66237.5;65912.5
Jan 13, 2024 7:00 AM;Jan 13, 2024 8:00 AM;68575.0;68287.5
Jan 13, 2024 8:00 AM;Jan 13, 2024 9:00 AM;71612.5;70912.5
Jan 13, 2024 9:00 AM;Jan 13, 2024 10:00 AM;74325.0;73262.5
Jan 13, 2024 10:00 AM;Jan 13, 2024 11:00 AM;76212.5;74487.5
Jan 13, 2024 11:00 AM;Jan 13, 2024 12:00 PM;76975.0;74712.5
Jan 13, 2024 12:00 PM;Jan 13, 2024 1:00 PM;77125.0;73812.5
Jan 13, 2024 1:00 PM;Jan 13, 2024 2:00 PM;74350.0;70262.5
Jan 13, 2024 2:00 PM;Jan 13, 2024 3:00 PM;72650.0;68062.5
Jan 13, 2024 3:00 PM;Jan 13, 2024 4:00 PM;71237.5;66200.0
Jan 13, 2024 4:00 PM;Jan 13, 2024 5:00 PM;70087.5;65562.5
Jan 13, 2024 5:00 PM;Jan 13, 2024 6:00 PM;71875.0;68062.5
Jan 13, 2024 6:00 PM;Jan 13, 2024 7:00 PM;75562.5;72462.5
Jan 13, 2024 7:00 PM;Jan 13, 2024 8:00 PM;76737.5;74225.0
Jan 13, 2024 8:00 PM;Jan 13, 2024 9:00 PM;74225.0;72000.0
Jan 13, 2024 9:00 PM;Jan 13, 2024 10:00 PM;71575.0;69612.5
Jan 13, 2024 10:00 PM;Jan 13, 2024 11:00 PM;71050.0;69387.5
Jan 13, 2024 11:00 PM;Jan 14, 2024 12:00 AM;72700.0;71312.5
Jan 14, 2024 12:00 AM;Jan 14, 2024 1:00 AM;71112.5;70237.5
Jan 14, 2024 1:00 AM;Jan 14, 2024 2:00 AM;69387.5;68250.0
Jan 14, 2024 2:00 AM;Jan 14, 2024 3:00 AM;69000.0;67287.5
Jan 14, 2024 3:00 AM;Jan 14, 2024 4:00 AM;65762.5;64600.0
Jan 14, 2024 4:00 AM;Jan 14, 2024 5:00 AM;63837.5;62800.0
